Scheme Code;NAV Name;Plan;Option;ISIN Div Payout/ISIN Growth;ISIN Div Reinvestment;Net Asset Value;Date
118868;Taurus Banking & Financial Services Fund - Direct Plan - Growth;Direct Plan;Growth;INF044D01CN2;;59.61;24-Aug-2026
118869;Taurus Banking & Financial Services Fund - Direct Plan - Payout of Income Distribution cum Capital Withdrawal option;Direct Plan;Income Distribution cum Capital Withdrawal;INF044D01CO0;INF044D01CP7;58.92;24-Aug-2026
117312;Taurus Banking & Financial Services Fund - Regular Plan - Growth;Regular Plan;Growth;INF044D01BI4;;52.90;24-Aug-2026
117313;Taurus Banking & Financial Services Fund - Regular Plan - Payout of Income Distribution cum Capital Withdrawal option;Regular Plan;Income Distribution cum Capital Withdrawal;INF044D01BJ2;INF044D01BK0;47.36;24-Aug-2026
111903;Taurus Ethical Fund -  Regular Plan - Bonus Option;Regular Plan;Bonus;INF044D01823;;129.30;24-Aug-2026
118876;Taurus Ethical Fund - Direct Plan - Growth;Direct Plan;Growth;INF044D01CJ0;;147.97;24-Aug-2026
118877;Taurus Ethical Fund - Direct Plan - Payout of Income Distribution cum Capital Withdrawal option;Direct Plan;Income Distribution cum Capital Withdrawal;INF044D01CK8;INF044D01CL6;99.33;24-Aug-2026
111787;Taurus Ethical Fund - Regular Plan - Growth;Regular Plan;Growth;INF044D01864;;129.32;24-Aug-2026
111788;Taurus Ethical Fund - Regular Plan - Payout of Income Distribution cum Capital Withdrawal option;Regular Plan;Income Distribution cum Capital Withdrawal;INF044D01831;INF044D01849;87.42;24-Aug-2026
118878;Taurus Ethical Fund-Direct Plan-Bonus Option #;Direct Plan;Bonus;INF044D01CM4;;48.49;24-Aug-2026
118879;Taurus Infrastructure Fund - Direct Plan - Growth ;Direct Plan;Growth;INF044D01CD3;;68.47;24-Aug-2026
118880;Taurus Infrastructure Fund - Direct Plan - Payout of Income Distribution cum Capital Withdrawal option;Direct Plan;Income Distribution cum Capital Withdrawal;INF044D01CE1;INF044D01CF8;63.77;24-Aug-2026
105417;Taurus Infrastructure Fund - Regular Plan - Growth;Regular Plan;Growth;INF044D01906;;63.43;24-Aug-2026
105418;Taurus Infrastructure Fund - Regular Plan - Payout of Income Distribution cum Capital Withdrawal option;Regular Plan;Income Distribution cum Capital Withdrawal;INF044D01872;INF044D01880;59.57;24-Aug-2026

Open Ended Schemes ( Equity Scheme - ELSS )


Taurus Mutual Fund
118866;Taurus ELSS Tax Saver Fund - Direct Plan - Growth;Direct Plan;Growth;INF044D01CG6;INF044D01AA3;200.59;24-Aug-2026
118867;Taurus ELSS Tax Saver Fund - Direct Plan - Payout of Income Distribution cum Capital Withdrawal option;Direct Plan;Income Distribution cum Capital Withdrawal;INF044D01CH4;INF044D01CI2;92.45;24-Aug-2026
100480;Taurus ELSS Tax Saver Fund - Regular Plan - Growth;Regular Plan;Growth;INF044D01AC9;;182.77;24-Aug-2026
108402;Taurus ELSS Tax Saver Fund - Regular Plan - Payout of Income Distribution cum Capital Withdrawal option;Regular Plan;Income Distribution cum Capital Withdrawal;INF044D01997;;85.62;24-Aug-2026

Open Ended Schemes ( Debt Scheme - Overnight Fund )


Zerodha Mutual Fund
153436;Zerodha Overnight Fund - Direct Plan - Growth Option;Direct Plan;Growth Option;INF0R8F01075;;10.7539;24-Aug-2026

Open Ended Schemes ( Hybrid Scheme - Arbitrage Fund )


Old Bridge Mutual Fund
153981;Old Bridge Arbitrage Fund - Direct - IDCW;Direct Plan;Direct - IDCW;INF0S5R01075;INF0S5R01083;10.5170;24-Aug-2026
153979;Old Bridge Arbitrage Fund Direct Growth;Direct Plan;Direct Growth;INF0S5R01125;;10.5170;24-Aug-2026
153977;Old Bridge Arbitrage Fund Regular Growth;Regular Plan;Regular Growth;INF0S5R01091;;10.4472;24-Aug-2026
153980;Old Bridge Arbitrage Fund Regular IDCW;Regular Plan;Regular IDCW;INF0S5R01109;INF0S5R01117;10.4472;24-Aug-2026

Open Ended Schemes ( Other Scheme - Index Funds )


Angel One Mutual Fund
153529;ANGEL ONE NIFTY 50 INDEX FUND-DIRECT-GROWTH;Direct Plan;Growth;INF1J2R01072;;9.9807;24-Aug-2026
153530;ANGEL ONE NIFTY 50 INDEX FUND-REGULAR-GROWTH;Regular Plan;Growth;INF1J2R01080;;9.9186;24-Aug-2026
153330;ANGEL ONE NIFTY TOTAL MARKET INDEX FUND DIRECT PLAN GROWTH OPTION;Direct Plan;Growth;INF1J2R01023;;12.0141;24-Aug-2026
153331;ANGEL ONE NIFTY TOTAL MARKET INDEX FUND REGULAR PLAN GROWTH OPTION;Regular Plan;Growth;INF1J2R01031;;11.8816;24-Aug-2026
153956;ANGEL ONE NIFTY TOTAL MARKET MOMENTUM QUALITY 50 INDEX FUND - DIRECT GROWTH;Direct Plan;Growth;INF1J2R01122;;10.3814;24-Aug-2026
153955;ANGEL ONE NIFTY TOTAL MARKET MOMENTUM QUALITY 50 INDEX FUND - REGULAR GROWTH;Regular Plan;Growth;INF1J2R01130;;10.327;24-Aug-2026

Taurus Mutual Fund
118881;Taurus Nifty 50 Index Fund - Direct Plan - Growth;Direct Plan;Growth;INF044D01CQ5;;49.2152;24-Aug-2026
118882;Taurus Nifty 50 Index Fund - Direct Plan - Payout of Income Distribution cum Capital Withdrawal option;Direct Plan;Income Distribution cum Capital Withdrawal;INF044D01CR3;INF044D01CS1;46.0598;24-Aug-2026
112948;Taurus Nifty 50 Index Fund - Regular Plan - Growth;Regular Plan;Growth;INF044D01948;;46.0691;24-Aug-2026
112949;Taurus Nifty 50 Index Fund - Regular Plan - Payout of Income Distribution cum Capital Withdrawal option;Regular Plan;Income Distribution cum Capital Withdrawal;INF044D01914;INF044D01922;29.3728;24-Aug-2026

Zerodha Mutual Fund
153932;Zerodha BSE SENSEX Index Fund;Direct Plan;Growth Option;INF0R8F01174;;9.3395;24-Aug-2026
152157;Zerodha ELSS Tax Saver Nifty LargeMidcap 250 Index Fund - Direct Plan - Growth option;Direct Plan;Growth Option;INF0R8F01026;;14.6180;24-Aug-2026
153906;Zerodha Nifty 50 Index Fund - Direct Plan - Growth;Direct Plan;Growth Option;INF0R8F01158;;9.6949;24-Aug-2026
152156;Zerodha Nifty LargeMidcap 250 Index Fund - Direct Plan - Growth option;Direct Plan;Growth Option;INF0R8F01018;;14.5866;24-Aug-2026
154321;Zerodha Nifty LargeMidcap250 Plus 8-13 Yr G-Sec 70:30 Index Fund - Direct Plan - Growth Option;Direct Plan;Growth Option;INF0R8F01208;;10.3201;24-Aug-2026
154306;Zerodha Nifty MidSmallcap400 50:50 Index Fund - Direct Plan - Growth Option;Direct Plan;Growth Option;INF0R8F01190;;11.5049;24-Aug-2026
154109;Zerodha Nifty Short Duration G-Sec Index Fund - Direct Plan - Growth Option;Direct Plan;Growth Option;INF0R8F01182;;1028.6619;24-Aug-2026

Open Ended Schemes ( Other Scheme - Gold ETF )


LIC Mutual Fund
151961;LIC MF Gold Exchange Traded Fund;;;INF767K01SM1;;144.7918;24-Aug-2026

Open Ended Schemes ( Other Scheme - Other  ETFs )


Angel One Mutual Fund
153451;ANGEL ONE NIFTY 1D RATE LIQUID ETF - GROWTH;Direct Plan;Growth;INF1J2R01056;;1073.9098;24-Aug-2026
153531;ANGEL ONE NIFTY 50 ETF;Direct Plan;;INF1J2R01064;;10.0099;24-Aug-2026
153332;ANGEL ONE NIFTY TOTAL MARKET ETF;Direct Plan;;INF1J2R01015;;12.0267;24-Aug-2026
153957;ANGEL ONE NIFTY TOTAL MARKET MOMENTUM QUALITY 50 ETF;Direct Plan;;INF1J2R01148;;10.3886;24-Aug-2026

Zerodha Mutual Fund
152667;Zerodha Nifty 100 ETF;Direct Plan;;INF0R8F01067;;10.6663;24-Aug-2026
152327;Zerodha Nifty 1D Rate Liquid ETF - Growth Option;Direct Plan;Growth Option;INF0R8F01034;;115.6102;24-Aug-2026
153905;Zerodha Nifty 50 ETF;Direct Plan;;INF0R8F01166;;9.7300;24-Aug-2026
153811;Zerodha Nifty 8-13 Yr G-Sec ETF;Direct Plan;;INF0R8F01133;;30.5301;24-Aug-2026
152668;Zerodha Nifty Midcap 150 ETF;Direct Plan;;INF0R8F01059;;11.7944;24-Aug-2026
153837;Zerodha Nifty Smallcap 100 ETF;Direct Plan;;INF0R8F01141;;11.3292;24-Aug-2026

Open Ended Schemes ( Other Scheme - FoF Domestic )


Angel One Mutual Fund
153828;ANGEL ONE GOLD ETF FOF - REGULAR GROWTH;Regular Plan;Growth;INF1J2R01106;;14.549;24-Aug-2026
153827;ANGEL ONE GOLD ETF FOF- DIRECT GROWTH;Direct Plan;Growth;INF1J2R01098;;14.6185;24-Aug-2026
154206;ANGEL ONE SILVER ETF FOF -DIRECT GROWTH;Direct Plan;Growth;INF1J2R01155;;8.39;24-Aug-2026
154207;ANGEL ONE SILVER ETF FOF -REGULAR GROWTH;Regular Plan;Growth;INF1J2R01163;;8.3698;24-Aug-2026

Zerodha Mutual Fund
153011;Zerodha Gold ETF FoF-Direct Plan - Growth Option;Direct Plan;Growth Option;INF0R8F01083;;21.0275;24-Aug-2026
153757;Zerodha Multi Asset Passive FoF - Direct - Growth;Direct Plan;Growth Option;INF0R8F01117;;11.8264;24-Aug-2026
153656;Zerodha Silver ETF FoF - Direct Growth;Direct Plan;Growth Option;INF0R8F01109;;22.1165;24-Aug-2026

Open Ended Schemes ( Equity Scheme - Flexi Cap Fund )


Abakkus Mutual Fund
154043;Abakkus Flexi Cap Fund - Direct - Growth;Direct Plan;Growth;INF2JJD01136;;11.4410;24-Aug-2026
154045;Abakkus Flexi Cap Fund - Direct - IDCW;Direct Plan;IDCW;INF2JJD01128;INF2JJD01110;11.4460;24-Aug-2026
154041;Abakkus Flexi Cap Fund - Regular - Growth;Regular Plan;Growth;INF2JJD01169;;11.3360;24-Aug-2026
154042;Abakkus Flexi Cap Fund - Regular - IDCW;Regular Plan;IDCW;INF2JJD01151;INF2JJD01144;11.3370;24-Aug-2026

Old Bridge Mutual Fund
154225;Old Bridge Flexi Cap Fund Direct Growth;Direct Plan;Direct Growth;INF0S5R01133;;11.62;24-Aug-2026
154228;Old Bridge Flexi Cap Fund Direct IDCW;Direct Plan;Direct - IDCW;INF0S5R01141;INF0S5R01158;11.62;24-Aug-2026
154226;Old Bridge Flexi Cap Fund Regular Growth;Regular Plan;Regular Growth;INF0S5R01166;;11.53;24-Aug-2026
154227;Old Bridge Flexi Cap Fund Regular IDCW;Regular Plan;Regular IDCW;INF0S5R01174;INF0S5R01182;11.53;24-Aug-2026

Taurus Mutual Fund
118884;Taurus Flexi Cap Fund - Direct Plan -  Payout of Income Distribution cum Capital Withdrawal option;Direct Plan;Income Distribution cum Capital Withdrawal;INF044D01BV7;INF044D01BW5;125.15;24-Aug-2026
118883;Taurus Flexi Cap Fund - Direct Plan - Growth;Direct Plan;Growth;INF044D01BU9;;248.07;24-Aug-2026
100476;Taurus Flexi Cap Fund - Regular Plan - Growth ;Regular Plan;Growth;INF044D01989;;238.27;24-Aug-2026
111640;Taurus Flexi Cap Fund - Regular Plan - Payout of Income Distribution cum Capital Withdrawal option;Regular Plan;Income Distribution cum Capital Withdrawal;INF044D01955;INF044D01963;115.63;24-Aug-2026

Open Ended Schemes ( Income/Debt Oriented Schemes - Overnight Fund )


Choice Mutual Fund
154416;Choice Overnight Fund - Daily IDCW Option - Direct Plan;Direct Plan;Daily IDCW;;INF2KCX01061;100.1000;24-Aug-2026
154414;Choice Overnight Fund - Daily IDCW Option - Regular Plan;Regular Plan;Daily IDCW;;INF2KCX01079;100.1000;24-Aug-2026
154413;Choice Overnight Fund - Growth Option - Direct Plan;Direct Plan;Growth;INF2KCX01087;;100.7190;24-Aug-2026
154415;Choice Overnight Fund - Growth Option - Regular Plan;Regular Plan;Growth;INF2KCX01095;;100.7038;24-Aug-2026
154624;Choice Overnight Fund -Direct -Unclaimed Less than 3 years Redemption Plan;Direct Plan;Unclaimed Less than 3 years Redemption;;;100.1646;24-Aug-2026

Open Ended Schemes ( Income/Debt Oriented Schemes - Liquid Fund )


Abakkus Mutual Fund
154049;Abakkus Liquid Fund - Direct Plan - Daily IDCW Reinvestment;Direct Plan;Daily IDCW Reinvestment;;INF2JJD01011;100.0881;24-Aug-2026
154051;Abakkus Liquid Fund - Direct Plan - Growth;Direct Plan;Growth;INF2JJD01029;;104.1392;24-Aug-2026
154055;Abakkus Liquid Fund - Direct Plan - Monthly IDCW Reinvestment;Direct Plan;Monthly IDCW Reinvestment;;INF2JJD01037;100.1616;24-Aug-2026
154052;Abakkus Liquid Fund - Direct Plan - Quarterly IDCW Reinvestment;Direct Plan;Quarterly IDCW Reinvestment;;INF2JJD01052;100.9516;24-Aug-2026
154050;Abakkus Liquid Fund - Direct Plan - Weekly IDCW Reinvestment;Direct Plan;Weekly IDCW Reinvestment;;INF2JJD01045;100.0623;24-Aug-2026
154053;Abakkus Liquid Fund - Regular Plan - Daily IDCW Reinvestment;Regular Plan;Daily IDCW Reinvestment;;INF2JJD01060;100.0881;24-Aug-2026
154047;Abakkus Liquid Fund - Regular Plan - Growth;Regular Plan;Growth;INF2JJD01078;;104.0803;24-Aug-2026
154048;Abakkus Liquid Fund - Regular Plan - Monthly IDCW Reinvestment;Regular Plan;Monthly IDCW Reinvestment;;INF2JJD01086;100.1600;24-Aug-2026
154054;Abakkus Liquid Fund - Regular Plan - Quarterly IDCW Reinvestment;Regular Plan;Quarterly IDCW Reinvestment;;INF2JJD01102;100.8953;24-Aug-2026
154056;Abakkus Liquid Fund - Regular Plan - Weekly IDCW Reinvestment;Regular Plan;Weekly IDCW Reinvestment;;INF2JJD01094;100.0623;24-Aug-2026
154521;Abakkus Liquid Fund - Unclaimed Redemption Less than 3 Years;Direct Plan;Unclaimed Redemption Less Than 3 years;;;100.5789;24-Aug-2026

Open Ended Schemes ( Hybrid Schemes - Arbitrage Fund )


Zerodha Mutual Fund
154619;Zerodha Arbitrage Fund - Direct - Growth;Direct Plan;Growth Option;INF0R8F01232;;10.0143;24-Aug-2026

Open Ended Schemes ( Life Cycle Funds - Life Cycle Fund with Maturity of 10 Years )


Zerodha Mutual Fund
154436;Zerodha Life Cycle Fund 2036 - Direct - Growth;Direct Plan;Growth Option;;;10.1562;24-Aug-2026

Open Ended Schemes ( Life Cycle Funds - Life Cycle Fund with Maturity of 15 Years )


Zerodha Mutual Fund
154437;Zerodha Life Cycle Fund 2041 - Direct - Growth;Direct Plan;Growth Option;;;10.1657;24-Aug-2026
