Scheme Code;NAV Name;Plan;Option;ISIN Div Payout/ISIN Growth;ISIN Div Reinvestment;Net Asset Value;Date
153239;Samco Large Cap Fund - Direct Plan - Growth Option;Direct Plan;Growth;INF0K1H01255;;9.15;21-Aug-2026
153238;Samco Large Cap Fund - Regular Plan - Growth Option;Regular Plan;Growth;INF0K1H01263;;8.94;21-Aug-2026

Taurus Mutual Fund
118870;Taurus Large Cap Fund - Direct Plan - Growth;Direct Plan;Growth;INF044D01BX3;;176.53;21-Aug-2026
118871;Taurus Large Cap Fund - Direct Plan - Payout of Income Distribution cum Capital Withdrawal option;Direct Plan;Income Distribution cum Capital Withdrawal;INF044D01BY1;INF044D01BZ8;77.75;21-Aug-2026
101209;Taurus Large Cap Fund - Regular Plan - Growth;Regular Plan;Growth;INF044D01773;;166.48;21-Aug-2026
108403;Taurus Large Cap Fund - Regular Plan - Payout of Income Distribution cum Capital Withdrawal option;Regular Plan;Income Distribution cum Capital Withdrawal;INF044D01740;INF044D01757;72.93;21-Aug-2026

Open Ended Schemes ( Equity Scheme - Large & Mid Cap Fund )


Abakkus Mutual Fund
154477;Abakkus Large & Mid Cap Fund - Direct  Plan - Growth;Direct Plan;Growth;INF2JJD01193;;10.0680;21-Aug-2026
154478;Abakkus Large & Mid Cap Fund - Regular Plan - Growth;Regular Plan;Growth;INF2JJD01201;;10.0600;21-Aug-2026

Bank of India Mutual Fund
119349;BANK OF INDIA Large & Mid Cap Fund Direct  Plan- Quarterly IDCW;Direct Plan;Quarterly IDCW;INF761K01678;INF761K01660;30.38;21-Aug-2026
119300;BANK OF INDIA Large & Mid Cap Fund Direct Plan- Bonus;Direct Plan;Bonus;INF761K01629;;56.49;21-Aug-2026
119350;BANK OF INDIA Large & Mid Cap Fund Direct Plan-Growth;Direct Plan;Growth;INF761K01652;;109.41;21-Aug-2026
119346;BANK OF INDIA Large & Mid Cap Fund Direct Plan-Regular IDCW;Direct Plan;IDCW;INF761K01645;INF761K01637;29.92;21-Aug-2026
110599;BANK OF INDIA Large & Mid Cap Fund Eco Plan- Growth;;Growth;INF761K01041;;104.03;21-Aug-2026
110601;BANK OF INDIA Large & Mid Cap Fund Eco Plan-Bonus;;Bonus;INF761K01017;;104.03;21-Aug-2026
110604;BANK OF INDIA Large & Mid Cap Fund Eco Plan-Quarterly IDCW;;Quarterly IDCW;INF761K01058;INF761K01066;29.35;21-Aug-2026
110608;BANK OF INDIA Large & Mid Cap Fund Eco Plan-Regular IDCW;;IDCW;INF761K01025;INF761K01033;29.13;21-Aug-2026
110603;BANK OF INDIA Large & Mid Cap Fund Regular Plan- Growth;Regular Plan;Growth;INF761K01108;;93.89;21-Aug-2026
110598;BANK OF INDIA Large & Mid Cap Fund Regular Plan- Quarterly IDCW;Regular Plan;Quarterly IDCW;INF761K01116;INF761K01124;34.19;21-Aug-2026
110607;BANK OF INDIA Large & Mid Cap Fund Regular Plan- Regular IDCW;Regular Plan;IDCW;INF761K01082;INF761K01090;28.02;21-Aug-2026
110606;BANK OF INDIA Large & Mid Cap Fund Regular Plan-Bonus;Regular Plan;Bonus;INF761K01074;;93.88;21-Aug-2026

Kotak Mahindra Mutual Fund
120158;Kotak Large & Midcap Fund - Direct- Growth;Direct Plan;Growth;INF174K01LF9;;413.715;21-Aug-2026
103234;Kotak Large & Midcap Fund - Growth-Regular;Regular Plan;Growth;INF174K01187;;356.387;21-Aug-2026
120157;Kotak Large & Midcap Fund - IDCW-Direct;Direct Plan;IDCW;INF174K01LG7;INF174K01LH5;73.003;21-Aug-2026
103233;Kotak Large & Midcap Fund - IDCW-Regular;Regular Plan;IDCW;INF174K01203;INF174K01195;62.176;21-Aug-2026

Mahindra Manulife Mutual Fund
147841;Mahindra Manulife Large & Mid Cap Fund - Direct Plan - IDCW;Direct Plan;IDCW;INF174V01960;INF174V01952;23.0659;21-Aug-2026
147840;Mahindra Manulife Large & Mid Cap Fund - Direct Plan -Growth;Direct Plan;Growth;INF174V01945;;31.8441;21-Aug-2026
147843;Mahindra Manulife Large & Mid Cap Fund - Regular Plan - Growth;Regular Plan;Growth;INF174V01911;;28.4493;21-Aug-2026
147842;Mahindra Manulife Large & Mid Cap Fund - Regular Plan - IDCW;Regular Plan;IDCW;INF174V01937;INF174V01929;20.0282;21-Aug-2026

Samco Mutual Fund
153534;Samco Large & Mid Cap Fund - Direct Plan - Growth Option;Direct Plan;Growth;INF0K1H01271;;9.01;21-Aug-2026
153533;Samco Large & Mid Cap Fund - Regular Plan - Growth Option;Regular Plan;Growth;INF0K1H01289;;8.84;21-Aug-2026

The Wealth Company Mutual Fund
154381;The Wealth Company Large & Mid Cap Fund Direct Growth;Direct Plan;Growth;INF2F0001594;;10.5751;21-Aug-2026
154380;The Wealth Company Large & Mid Cap Fund Direct IDCW;Direct Plan;IDCW;INF2F0001602;INF2F0001610;10.5745;21-Aug-2026
154382;The Wealth Company Large & Mid Cap Fund Regular Growth;Regular Plan;Growth;INF2F0001560;;10.5325;21-Aug-2026
154379;The Wealth Company Large & Mid Cap Fund Regular IDCW;Regular Plan;IDCW;INF2F0001578;INF2F0001586;10.5327;21-Aug-2026

Open Ended Schemes ( Equity Scheme - Mid Cap Fund )


Bank of India Mutual Fund
153728;Bank of India Mid Cap Fund - Direct Plan Growth;Direct Plan;Growth;INF761K01GY4;;10.73;21-Aug-2026
153729;Bank of India Mid Cap Fund - Direct Plan IDCW;Direct Plan;IDCW;INF761K01GZ1;INF761K01HA2;10.73;21-Aug-2026
153726;Bank of India Mid Cap Fund - Regular Plan Growth;Regular Plan;Growth;INF761K01HB0;;10.61;21-Aug-2026
153727;Bank of India Mid Cap Fund - Regular Plan IDCW;Regular Plan;IDCW;INF761K01HC8;INF761K01HD6;10.61;21-Aug-2026

Kotak Mahindra Mutual Fund
119774;Kotak Midcap Fund  - Direct Plan - IDCW - Payout & Re-investment of Income Distribution cum capital withdrawal option;Direct Plan;IDCW - Payout & Re-investment of Income Distribution cum capital withdrawal option;INF174K01LU8;INF174K01LV6;103.01;21-Aug-2026
119775;Kotak Midcap Fund - Direct Plan - Growth;Direct Plan;Growth;INF174K01LT0;;172.898;21-Aug-2026
104908;Kotak Midcap Fund - Regular Plan - Growth;Regular Plan;Growth;INF174K01DS9;;147.74;21-Aug-2026
104907;Kotak Midcap Fund - Regular Plan - IDCW -Payout & Re-investment of Income Distribution cum capital withdrawal option;Regular Plan;IDCW - Payout & Re-investment of Income Distribution cum capital withdrawal option;INF174K01DU5;INF174K01DT7;81.143;21-Aug-2026

Mahindra Manulife Mutual Fund
142108;Mahindra Manulife Mid Cap Fund - Direct Plan - IDCW;Direct Plan;IDCW;INF174V01523;INF174V01515;32.4731;21-Aug-2026
142110;Mahindra Manulife Mid Cap Fund - Direct Plan -Growth;Direct Plan;Growth;INF174V01507;;42.7996;21-Aug-2026
142109;Mahindra Manulife Mid Cap Fund - Regular Plan - Growth;Regular Plan;Growth;INF174V01473;;37.2601;21-Aug-2026
142107;Mahindra Manulife Mid Cap Fund- Regular Plan - IDCW;Regular Plan;IDCW;INF174V01499;INF174V01481;27.3547;21-Aug-2026

Samco Mutual Fund
154114;Samco Mid Cap Fund - Direct Plan;Direct Plan;Growth;INF0K1H01313;;10.12;21-Aug-2026
154115;Samco Mid Cap Fund - Regular Plan;Regular Plan;Growth;INF0K1H01321;;10.04;21-Aug-2026

Taurus Mutual Fund
118872;Taurus Mid Cap Fund - Direct Plan - Growth;Direct Plan;Growth;INF044D01CA9;;136.67;21-Aug-2026
118873;Taurus Mid Cap Fund - Direct Plan - Payout of Income Distribution cum Capital Withdrawal option;Direct Plan;Income Distribution cum Capital Withdrawal;INF044D01CB7;INF044D01CC5;121.41;21-Aug-2026
100477;Taurus Mid Cap Fund - Regular Plan - Growth;Regular Plan;Growth;INF044D01815;;128.81;21-Aug-2026
111642;Taurus Mid Cap Fund - Regular Plan - Payout of Income Distribution cum Capital Withdrawal option;Regular Plan;Income Distribution cum Capital Withdrawal;INF044D01781;INF044D01799;114.82;21-Aug-2026

Open Ended Schemes ( Equity Scheme - Small Cap Fund )


Abakkus Mutual Fund
154215;Abakkus Small Cap Fund - Direct Plan - Growth;Direct Plan;Growth;INF2JJD01177;;12.7150;21-Aug-2026
154214;Abakkus Small Cap Fund - Regular  Plan - Growth;Regular Plan;Growth;INF2JJD01185;;12.6410;21-Aug-2026

Bank of India Mutual Fund
145678;BANK OF INDIA Small Cap Fund Direct Plan Growth;Direct Plan;Growth;INF761K01EP7;;65.79;21-Aug-2026
145675;BANK OF INDIA Small Cap Fund Direct Plan IDCW;Direct Plan;IDCW;INF761K01EO0;INF761K01ES1;49.27;21-Aug-2026
145677;BANK OF INDIA Small Cap Fund Regular Plan Growth;Regular Plan;Growth;INF761K01ER3;;58.07;21-Aug-2026
145676;BANK OF INDIA Small Cap Fund Regular Plan IDCW;Regular Plan;IDCW;INF761K01EQ5;INF761K01ET9;42.33;21-Aug-2026

Kotak Mahindra Mutual Fund
102875;Kotak-Small Cap Fund - Growth;Regular Plan;Growth	;INF174K01211;;278.185;21-Aug-2026
120164;Kotak-Small Cap Fund - Growth - Direct;Direct Plan;Growth	;INF174K01KT2;;330.384;21-Aug-2026
102874;Kotak-Small Cap Fund - Payout of Income Distribution cum capital withdrawal option;Regular Plan;Payout of Income Distribution cum capital withdrawal option;INF174K01237;INF174K01229;121.363;21-Aug-2026
120163;Kotak-Small Cap Fund - Payout of Income Distribution cum capital withdrawal option - Direct;Direct Plan;Payout of Income Distribution cum capital withdrawal option;INF174K01KU0;INF174K01KV8;145.115;21-Aug-2026

Mahindra Manulife Mutual Fund
150915;Mahindra Manulife Small Cap Fund - Direct Plan - Growth;Direct Plan;Growth;INF174V01BK7;;23.8260;21-Aug-2026
150913;Mahindra Manulife Small Cap Fund - Direct Plan - IDCW;Direct Plan;IDCW;INF174V01BL5;INF174V01BM3;22.8874;21-Aug-2026
150912;Mahindra Manulife Small Cap Fund - Regular Plan - Growth;Regular Plan;Growth;INF174V01BH3;;22.4954;21-Aug-2026
150914;Mahindra Manulife Small Cap Fund - Regular Plan - IDCW;Regular Plan;IDCW;INF174V01BI1;INF174V01BJ9;21.5624;21-Aug-2026

Quantum Mutual Fund
152107;QUANTUM SMALL CAP FUND - DIRECT PLAN GROWTH OPTION;Direct Plan;Growth Option;INF082J01432;;14.32;21-Aug-2026
152108;QUANTUM SMALL CAP FUND - REGULAR PLAN GROWTH OPTION;Regular Plan;Growth Option;INF082J01440;;13.74;21-Aug-2026

Samco Mutual Fund
153868;Samco Small Cap Fund - Direct Plan;Direct Plan;Growth;INF0K1H01297;;11.65;21-Aug-2026
153869;Samco Small Cap Fund - Regular Plan;Regular Plan;Growth;INF0K1H01305;;11.53;21-Aug-2026

The Wealth Company Mutual Fund
154269;The Wealth Company Small Cap Fund- Direct-Growth;Direct Plan;Growth;INF2F0001537;;11.9676;21-Aug-2026
154270;The Wealth Company Small Cap Fund- Direct-IDCW;Direct Plan;IDCW;INF2F0001545;INF2F0001552;11.9691;21-Aug-2026
154268;The Wealth Company Small Cap Fund- Regular-Growth;Regular Plan;Growth;INF2F0001503;;11.876;21-Aug-2026
154267;The Wealth Company Small Cap Fund- Regular-IDCW;Regular Plan;IDCW;INF2F0001511;INF2F0001529;11.8753;21-Aug-2026

Open Ended Schemes ( Equity Scheme - Dividend Yield Fund )


Kotak Mahindra Mutual Fund
154097;Kotak Dividend Yield Fund - Direct - Growth;Direct Plan;Growth;INF174KA1YI5;;9.877;21-Aug-2026
154100;Kotak Dividend Yield Fund - Direct - IDCW;Direct Plan;IDCW;INF174KA1YJ3;INF174KA1YK1;9.877;21-Aug-2026
154099;Kotak Dividend Yield Fund - Regular -Growth;Regular Plan;Growth;INF174KA1YL9;;9.794;21-Aug-2026
154098;Kotak Dividend Yield Fund - Regular IDCW;Regular Plan;IDCW;INF174KA1YM7;INF174KA1YN5;9.794;21-Aug-2026

Open Ended Schemes ( Equity Scheme - Value Fund )


Mahindra Manulife Mutual Fund
153303;Mahindra Manulife Value Fund - Direct Plan - Growth;Direct Plan;Growth;INF174V01CI9;;13.1099;21-Aug-2026
153305;Mahindra Manulife Value Fund - Direct Plan - IDCW;Direct Plan;IDCW;INF174V01CJ7;INF174V01CK5;13.1099;21-Aug-2026
153304;Mahindra Manulife Value Fund - Regular Plan - Growth;Regular Plan;Growth;INF174V01CF5;;12.7738;21-Aug-2026
153302;Mahindra Manulife Value Fund - Regular Plan - IDCW;Regular Plan;IDCW;INF174V01CH1;INF174V01CG3;12.7739;21-Aug-2026

Quantum Mutual Fund
103490;Quantum Value Fund - Direct Plan Growth Option;Direct Plan;Growth Option;INF082J01036;;126.25;21-Aug-2026
103491;Quantum Value Fund - Direct Plan IDCW;Direct Plan;IDCW;INF082J01044;INF082J01051;126.50;21-Aug-2026
141068;Quantum Value Fund - Regular Plan Growth Option;Regular Plan;Growth Option;INF082J01242;;119.57;21-Aug-2026
141069;Quantum Value Fund - Regular Plan IDCW;Regular Plan;IDCW;INF082J01259;INF082J01267;119.44;21-Aug-2026

Open Ended Schemes ( Equity Scheme - Contra Fund )


Kotak Mahindra Mutual Fund
119769;Kotak Contra Fund - Direct Plan - Growth;Direct Plan;Growth;INF174K01KZ9;;185.721;21-Aug-2026
119768;Kotak Contra Fund - Direct Plan - IDCW -Payout & Re-investment of Income Distribution cum capital withdrawal option- Direct;Direct Plan;IDCW - Payout & Re-investment of Income Distribution cum capital withdrawal option;INF174K01LA0;INF174K01LB8;66.088;21-Aug-2026
103040;Kotak Contra Fund - Regular Plan - Growth;Regular Plan;Growth;INF174K01245;;155.324;21-Aug-2026
103039;Kotak Contra Fund - Regular Plan - IDCW - Payout & Re-investment of Income Distribution cum capital withdrawal option;Regular Plan;IDCW - Payout & Re-investment of Income Distribution cum capital withdrawal option;INF174K01260;INF174K01252;53.539;21-Aug-2026

Open Ended Schemes ( Equity Scheme - Focused Fund )


Kotak Mahindra Mutual Fund
147473;Kotak Focused Fund- Direct Plan- Growth option;Direct Plan;Growth option;INF174KA1EN7;;31.056;21-Aug-2026
147477;Kotak Focused Fund- Regular plan _ Growth Option;Regular Plan;Growth Option;INF174KA1EK3;;27.849;21-Aug-2026
147472;Kotak Focused Fund- Regular Plan-Income Distribution cum capital withdrawal option;Regular Plan;Income Distribution cum capital withdrawal option;INF174KA1EM9;INF174KA1EL1;27.849;21-Aug-2026
147475;Kotak Focused Fund-Direct Plan- Income Distribution cum capital withdrawal option;Direct Plan;Income Distribution cum capital withdrawal option;INF174KA1EP2;INF174KA1EO5;31.057;21-Aug-2026

Old Bridge Mutual Fund
152358;Old Bridge Focused Fund - Direct Growth;Direct Plan;Direct Growth;INF0S5R01042;;14.27;21-Aug-2026
152359;Old Bridge Focused Fund - Direct IDCW;Direct Plan;Direct - IDCW;INF0S5R01059;INF0S5R01067;14.27;21-Aug-2026
152361;Old Bridge Focused Fund - Regular Growth;Regular Plan;Regular Growth;INF0S5R01034;;13.89;21-Aug-2026
152363;Old Bridge Focused Fund - Regular IDCW;Regular Plan;Regular IDCW;INF0S5R01018;INF0S5R01026;13.89;21-Aug-2026

Open Ended Schemes ( Equity Scheme - Sectoral/ Thematic )


Bank of India Mutual Fund
154093;Bank of India Banking & Financial Services Fund - Direct Plan - Growth;Direct Plan;Growth;INF761K01HE4;;9.94;21-Aug-2026
154094;Bank of India Banking & Financial Services Fund - Direct Plan - IDCW;Direct Plan;IDCW;INF761K01HF1;INF761K01HG9;9.94;21-Aug-2026
154095;Bank of India Banking & Financial Services Fund - Regular Plan - Growth;Regular Plan;Growth;INF761K01HH7;;9.87;21-Aug-2026
154096;Bank of India Banking & Financial Services Fund - Regular Plan - IDCW;Regular Plan;IDCW;INF761K01HI5;INF761K01HJ3;9.87;21-Aug-2026
152788;Bank of India Business Cycle Fund - Direct Plan - Dividend;Direct Plan;IDCW;INF761K01GG1;INF761K01GH9;10.01;21-Aug-2026
152789;Bank of India Business Cycle Fund - Direct Plan - Growth;Direct Plan;Growth;INF761K01GF3;;10.01;21-Aug-2026
152791;Bank of India Business Cycle Fund - Regular Plan - Dividend;Regular Plan;IDCW;INF761K01GD8;INF761K01GE6;9.78;21-Aug-2026
152790;Bank of India Business Cycle Fund - Regular Plan - Growth;Regular Plan;Growth;INF761K01GC0;;9.77;21-Aug-2026
153139;Bank of India Consumption Fund - Direct - Growth;Direct Plan;Growth;INF761K01GI7;;11.56;21-Aug-2026
153142;Bank of India Consumption Fund - Direct - IDCW;Direct Plan;IDCW;INF761K01GJ5;INF761K01GK3;11.56;21-Aug-2026
153140;Bank of India Consumption Fund - Regular - Growth;Regular Plan;Growth;INF761K01GL1;;11.34;21-Aug-2026
153141;Bank of India Consumption Fund - Regular - IDCW;Regular Plan;IDCW;INF761K01GM9;INF761K01GN7;11.34;21-Aug-2026
119364;BANK OF INDIA Manufacturing & Infrastructure Fund-Direct Plan-Growth;Direct Plan;Growth;INF761K01702;;80.31;21-Aug-2026
119365;BANK OF INDIA Manufacturing & Infrastructure Fund-Direct Plan-Quarterly IDCW;Direct Plan;Quarterly IDCW;INF761K01728;INF761K01710;78.94;21-Aug-2026
119363;BANK OF INDIA Manufacturing & Infrastructure Fund-Direct Plan-Regular IDCW;Direct Plan;IDCW;INF761K01694;INF761K01686;75.77;21-Aug-2026
112359;BANK OF INDIA Manufacturing & Infrastructure Fund-Growth;Regular Plan;Growth;INF761K01199;;67.44;21-Aug-2026
112360;BANK OF INDIA Manufacturing & Infrastructure Fund-Quarterly IDCW;Regular Plan;Quarterly IDCW;INF761K01231;INF761K01223;43.78;21-Aug-2026
112361;BANK OF INDIA Manufacturing & Infrastructure Fund-Regular IDCW;Regular Plan;IDCW;INF761K01215;INF761K01207;42.98;21-Aug-2026

Kotak Mahindra Mutual Fund
153753;Kotak Active Momentum Fund - Direct Plan - Growth option;Direct Plan;Growth Option;INF174KA1XA4;;11.314;21-Aug-2026
153754;Kotak Active Momentum Fund - Direct Plan - IDCW - Payout and Reinvestment;Direct Plan;Dividend Reinvestment Option;INF174KA1XB2;INF174KA1XC0;11.314;21-Aug-2026
153755;Kotak Active Momentum Fund - Regular Plan - Growth;Regular Plan;Payout of Income Distribution cum capital withdrawal option- Direct;INF174KA1XD8;;11.16;21-Aug-2026
153756;Kotak Active Momentum Fund - Regular Plan - IDCW - Payout & Reinvestment;Regular Plan;Growth;INF174KA1XE6;INF174KA1XF3;11.161;21-Aug-2026
151384;Kotak Banking & Financial Services Fund - Direct Plan - Growth;Direct Plan;Growth;INF174KA1MD1;;17.268;21-Aug-2026
151383;Kotak Banking & Financial Services Fund - Direct Plan - IDCW Payout;Direct Plan;IDCW Payout;INF174KA1ME9;INF174KA1MF6;17.266;21-Aug-2026
151381;Kotak Banking & Financial Services Fund - Regular Plan - Growth;Regular Plan;Growth;INF174KA1MA7;;16.364;21-Aug-2026
151382;Kotak Banking & Financial Services Fund - Regular Plan - IDCW Payout;Regular Plan;IDCW Payout;INF174KA1MB5;INF174KA1MC3;16.364;21-Aug-2026
150624;Kotak Business Cycle - Direct Plan - Growth;Direct Plan;Growth;INF174KA1JN6;;18.602;21-Aug-2026
150625;Kotak Business Cycle Fund-Direct Plan-IDCW option;Direct Plan;IDCW option;INF174KA1JO4;INF174KA1JP1;17.29;21-Aug-2026
150626;Kotak Business Cycle Fund-Regular Plan--Growth;Regular Plan;Growth;INF174KA1JK2;;17.549;21-Aug-2026
150622;Kotak Business Cycle Fund-Regular Plan-IDCW option;Regular Plan;IDCW option;INF174KA1JL0;INF174KA1JM8;16.312;21-Aug-2026
152169;Kotak Consumption Fund - Direct plan - Growth Option;Direct Plan;Growth Option;INF174KA1PP8;;15.061;21-Aug-2026
152172;Kotak Consumption Fund - Direct plan - IDCW Option;Direct Plan;IDCW option;INF174KA1PQ6;INF174KA1PR4;15.059;21-Aug-2026
152170;Kotak Consumption Fund - Regular plan - Growth Option;Regular Plan;Growth Option;INF174KA1PM5;;14.418;21-Aug-2026
152171;Kotak Consumption Fund - Regular plan - IDCW Option;Regular Plan;IDCW option;INF174KA1PN3;INF174KA1PO1;14.415;21-Aug-2026
153447;Kotak Energy Opportunities Fund-Direct-Growth;Direct Plan;Growth;INF174KA1VX0;;10.842;21-Aug-2026
153448;Kotak Energy Opportunities Fund-Direct-IDCW-Payout & Reinvestment;Direct Plan;IDCW-Payout & Reinvestment;INF174KA1VY8;INF174KA1VZ5;10.841;21-Aug-2026
153449;Kotak Energy Opportunities Fund-Regular-Growth;Regular Plan;Growth;INF174KA1WA6;;10.626;21-Aug-2026
153450;Kotak Energy Opportunities Fund-Regular-IDCW-Payout & Reinvestment;Regular Plan;IDCW-Payout & Reinvestment;INF174KA1WB4;INF174KA1WC2;10.626;21-Aug-2026
148606;Kotak ESG Exclusionary Strategy Fund - Direct Plan - Growth Option;Direct Plan;Growth Option;INF174KA1FI4;;18.701;21-Aug-2026
148605;Kotak ESG Exclusionary Strategy Fund - Direct Plan - Payout of Income Distribution cum capital withdrawal option;Direct Plan;Payout of Income Distribution cum capital withdrawal option;INF174KA1FH6;INF174KA1FJ2;18.701;21-Aug-2026
148602;Kotak ESG Exclusionary Strategy Fund - Regular Plan - Growth Option;Regular Plan;Growth Option;INF174KA1FF0;;17.089;21-Aug-2026
148603;Kotak ESG Exclusionary Strategy Fund - Regular Plan - Payout of Income Distribution cum capital withdrawal option;Regular Plan;Payout of Income Distribution cum capital withdrawal option;INF174KA1FE3;INF174KA1FG8;17.088;21-Aug-2026
152214;Kotak Healthcare Fund - Direct Plan - Growth Option;Direct Plan;Growth Option;INF174KA1PZ7;;17.41;21-Aug-2026
152215;Kotak Healthcare Fund - Direct Plan - IDCW Option;Direct Plan;IDCW Option;INF174KA1QA8;INF174KA1QB6;17.408;21-Aug-2026
152216;Kotak Healthcare Fund - Regular Plan - Growth Option;Regular Plan;Growth Option;INF174KA1PW4;;16.662;21-Aug-2026
152213;Kotak Healthcare Fund - Regular Plan - IDCW Option;Regular Plan;IDCW Option;INF174KA1PX2;INF174KA1PY0;16.667;21-Aug-2026
133796;Kotak Infrastructure & Economic Reform Fund - Standard Plan-Growth;Regular Plan;Growth Option;INF178L01095;;70.884;21-Aug-2026
133799;Kotak Infrastructure & Economic Reform Fund - Standard Plan-Payout of Income Distribution cum capital withdrawal option;Regular Plan;ayout of Income Distribution cum capital withdrawal option;INF178L01079;INF178L01087;56.691;21-Aug-2026
133801;Kotak Infrastructure & Economic Reform Fund- Direct Plan- Growth Option;Direct Plan;Growth Option;INF178L01AL9;;84.861;21-Aug-2026
133800;Kotak Infrastructure & Economic Reform Fund- Direct Plan- Payout of Income Distribution cum capital withdrawal option;Direct Plan;ayout of Income Distribution cum capital withdrawal option;INF178L01AK1;INF178L01AJ3;83.89;21-Aug-2026
149841;Kotak Manufacture in India Fund - Direct Plan Growth;Direct Plan;Growth;INF174KA1IF4;;24.078;21-Aug-2026
149842;Kotak Manufacture in India Fund - Direct Plan IDCW Option;Direct Plan;IDCW Option;INF174KA1IG2;INF174KA1IH0;24.078;21-Aug-2026
149840;Kotak Manufacture in India Fund - Regular Plan Growth;Regular Plan;Growth;INF174KA1IC1;;22.464;21-Aug-2026
149843;Kotak Manufacture in India Fund - Regular Plan IDCW Option;Regular Plan;IDCW Option;INF174KA1ID9;INF174KA1IE7;22.464;21-Aug-2026
152910;Kotak MNC Fund-Direct Plan-Growth;Direct Plan;Growth;INF174KA1TG9;;12.96;21-Aug-2026
152911;Kotak MNC Fund-Direct Plan-IDCW Option;Direct Plan;IDCW Option;INF174KA1TH7;INF174KA1TI5;12.96;21-Aug-2026
152913;Kotak MNC Fund-Regular Plan- Growth;Regular Plan;Growth;INF174KA1TJ3;;12.627;21-Aug-2026
152912;KotaK MNC Fund-Regular Plan-IDCW OPTION;Regular Plan;IDCW Option;INF174KA1TK1;INF174KA1TL9;12.627;21-Aug-2026
151881;Kotak Quant Fund - Direct Plan - Growth Option;Direct Plan;Growth;INF174KA1OL0;;15.594;21-Aug-2026
151880;Kotak Quant Fund - Direct plan - IDCW Payout;Direct Plan;IDCW;INF174KA1OM8;INF174KA1ON6;15.594;21-Aug-2026
151878;Kotak Quant Fund - Regular Plan - Growth Option;Regular Plan;Growth;INF174KA1OI6;;15.404;21-Aug-2026
151879;Kotak Quant Fund - Regular Plan - IDCW Payout;Regular Plan;IDCW;INF174KA1OJ4;INF174KA1OK2;15.286;21-Aug-2026
