Scheme Code;Scheme Name;Plan;Option;ISIN Div Payout/ISIN Growth;ISIN Div Reinvestment;Net Asset Value;Date
120388;Axis Liquid Fund;Direct Plan;Daily IDCW Option;;INF846K01DA0;1000.9560;19-Aug-2026
120389;Axis Liquid Fund;Direct Plan;Growth Option;INF846K01CX4;;3148.4308;19-Aug-2026
120391;Axis Liquid Fund;Direct Plan;Monthly IDCW Option;INF846K01CY2;INF846K01CZ9;1004.8308;19-Aug-2026
120390;Axis Liquid Fund;Direct Plan;Weekly IDCW Option;INF846K01DB8;INF846K01DC6;1002.3960;19-Aug-2026
112211;Axis Liquid Fund;Regular Plan;Daily IDCW Option;;INF846K01420;1001.3998;19-Aug-2026
112210;Axis Liquid Fund;Regular Plan;Growth Option;INF846K01412;;3118.3017;19-Aug-2026
112213;Axis Liquid Fund;Regular Plan;Monthly IDCW Option;INF846K01453;INF846K01461;1005.3636;19-Aug-2026
112212;Axis Liquid Fund;Regular Plan;Weekly IDCW Option;INF846K01438;INF846K01446;1002.3906;19-Aug-2026
112712;Axis Liquid Fund;;Daily IDCW Option;;INF846K01362;1000.9559;19-Aug-2026
112713;Axis Liquid Fund;;Growth Option;INF846K01354;;2839.4921;19-Aug-2026
112714;Axis Liquid Fund;;Monthly IDCW Option;INF846K01396;INF846K01404;1004.4902;19-Aug-2026
112715;Axis Liquid Fund;;Weekly IDCW Option;INF846K01370;INF846K01388;1000.9804;19-Aug-2026

Bajaj Finserv Mutual Fund
151835;Bajaj Finserv Liquid Fund;Direct Plan;Daily - IDCW;;INF0QA701029;1034.6939;19-Aug-2026
151838;Bajaj Finserv Liquid Fund;Direct Plan;Fortnightly - IDCW;INF0QA701078;INF0QA701045;1036.2379;19-Aug-2026
151833;Bajaj Finserv Liquid Fund;Direct Plan;Growth;INF0QA701011;;1234.9392;19-Aug-2026
151836;Bajaj Finserv Liquid Fund;Direct Plan;Monthly - IDCW;INF0QA701086;INF0QA701052;1035.0055;19-Aug-2026
151834;Bajaj Finserv Liquid Fund;Direct Plan;Weekly - IDCW;INF0QA701060;INF0QA701037;1035.0148;19-Aug-2026
151839;Bajaj Finserv Liquid Fund;Regular Plan;Daily - IDCW;;INF0QA701136;1033.8241;19-Aug-2026
151841;Bajaj Finserv Liquid Fund;Regular Plan;Fortnightly - IDCW;INF0QA701151;INF0QA701110;1035.3129;19-Aug-2026
151837;Bajaj Finserv Liquid Fund;Regular Plan;Growth;INF0QA701094;;1228.1326;19-Aug-2026
151842;Bajaj Finserv Liquid Fund;Regular Plan;Monthly - IDCW;INF0QA701169;INF0QA701128;1034.1244;19-Aug-2026
151840;Bajaj Finserv Liquid Fund;Regular Plan;Weekly - IDCW;INF0QA701144;INF0QA701102;1034.1353;19-Aug-2026

Bandhan Mutual Fund
108692;BANDHAN LIQUID Fund;Regular Plan;Daily IDCW;INF194K01VZ4;INF194K01VY7;1001.4161;19-Aug-2026
108690;BANDHAN LIQUID Fund;Regular Plan;Growth;INF194K01VX9;;3377.7582;19-Aug-2026
108693;BANDHAN LIQUID Fund;Regular Plan;Monthly IDCW;INF194K01WF4;INF194K01WE7;1004.3866;19-Aug-2026
115489;BANDHAN LIQUID Fund;Regular Plan;Periodic IDCW;INF194K01WC1;INF194K01WB3;1458.3107;19-Aug-2026
108691;BANDHAN LIQUID Fund;Regular Plan;Weekly IDCW;INF194K01WI8;INF194K01WH0;1002.1495;19-Aug-2026
139582;BANDHAN LIQUID Fund;;Unclaimed IDCW Less than 3 years;INF194KA14C0;;1.8195;19-Aug-2026
139583;BANDHAN LIQUID Fund;;Unclaimed IDCW More than 3 years;INF194KA15C7;;1.0000;19-Aug-2026
139584;BANDHAN LIQUID Fund;;Unclaimed Redemption Less than 3 years;INF194KA12C4;;1.8195;19-Aug-2026
139585;BANDHAN LIQUID Fund;;Unclaimed Redemption More than 3 years;INF194KA13C2;;1.0000;19-Aug-2026
118365;BANDHAN LIQUID Fund;Direct Plan;Monthly IDCW;INF194K01J36;INF194K01J28;1010.6467;19-Aug-2026
118367;BANDHAN LIQUID Fund;Direct Plan;Weekly IDCW;INF194KB1JT8;INF194K01J51;1007.9114;19-Aug-2026
118366;BANDHAN LIQUID Fund;Direct Plan;Daily IDCW;;INF194K01I78;1001.6663;19-Aug-2026
118364;BANDHAN LIQUID Fund;Direct Plan;Growth;INF194K01I60;;3416.2964;19-Aug-2026
118363;BANDHAN LIQUID Fund;Direct Plan;Periodic IDCW;INF194K01J02;INF194K01I94;1376.3109;19-Aug-2026

Bank of India Mutual Fund
119368;BANK OF INDIA LIQUID FUND;Direct Plan;Daily IDCW;;INF761K01CL0;1005.0000;19-Aug-2026
119369;BANK OF INDIA LIQUID FUND;Direct Plan;Growth;INF761K01785;;3258.3461;19-Aug-2026
119370;BANK OF INDIA LIQUID FUND;Direct Plan;Weekly IDCW;;INF761K01CM8;1005.3069;19-Aug-2026
111971;BANK OF INDIA LIQUID FUND;Regular Plan;Daily IDCW;;INF761K01CO4;1005.0000;19-Aug-2026
109254;BANK OF INDIA LIQUID FUND;Regular Plan;Growth;INF761K01306;;3224.6721;19-Aug-2026
109255;BANK OF INDIA LIQUID FUND;Regular Plan;Weekly IDCW;;INF761K01CP1;1005.3037;19-Aug-2026

Baroda BNP Paribas Mutual Fund
119414;BARODA BNP PARIBAS LIQUID FUND;Direct Plan;Daily IDCW Option;INF955L01AK2;;1002.0849;19-Aug-2026
119415;BARODA BNP PARIBAS LIQUID FUND;Direct Plan;Growth Option;INF955L01AL0;;3260.3304;19-Aug-2026
119416;BARODA BNP PARIBAS LIQUID FUND;Direct Plan;Weekly IDCW Option;INF251K01SL8;;1220.3984;19-Aug-2026
111707;BARODA BNP PARIBAS LIQUID FUND;Regular Plan;Daily IDCW Option;INF955L01468;INF955L01476;1001.1996;19-Aug-2026
111704;BARODA BNP PARIBAS LIQUID FUND;Regular Plan;Growth Option;INF955L01484;;3215.7195;19-Aug-2026
111705;BARODA BNP PARIBAS LIQUID FUND;Regular Plan;Weekly IDCW Option;INF251K01SK0;INF955L01500;1000.6575;19-Aug-2026
101408;BARODA BNP PARIBAS LIQUID FUND;;Growth Option;INF955L01575;;4734.2892;19-Aug-2026
101407;BARODA BNP PARIBAS LIQUID FUND;;IDCW Option;INF955L01559;INF955L01567;3906.1974;19-Aug-2026

Canara Robeco Mutual Fund
118307;Canara Robeco Liquid Fund;Direct Plan;DAILY IDCW (Reinvestment);;INF760K01FS0;1005.5000;19-Aug-2026
118305;Canara Robeco Liquid Fund;Direct Plan;GROWTH OPTION;INF760K01FU6;;3390.6686;19-Aug-2026
118304;Canara Robeco Liquid Fund;Direct Plan;IDCW (Payout/Reinvestment);INF760K01FT8;;2256.7934;19-Aug-2026
118306;Canara Robeco Liquid Fund;Direct Plan;MONTHLY IDCW (Payout/Reinvestment);INF760K01FV4;INF760K01FW2;1004.3435;19-Aug-2026
118308;Canara Robeco Liquid Fund;Direct Plan;WEEKLY IDCW (Payout/Reinvestment);INF760K01FY8;INF760K01FX0;1000.4273;19-Aug-2026
109349;Canara Robeco Liquid Fund;Regular Plan;DAILY IDCW (Reinvestment);;INF760K01CU3;1005.5000;19-Aug-2026
109353;Canara Robeco Liquid Fund;Regular Plan;GROWTH OPTION;INF760K01CW9;;3368.2709;19-Aug-2026
109351;Canara Robeco Liquid Fund;Regular Plan;MONTHLY IDCW (Payout/Reinvestment);INF760K01CX7;INF760K01CY5;1004.1040;19-Aug-2026
109350;Canara Robeco Liquid Fund;Regular Plan;WEEKLY IDCW (Payout/Reinvestment);INF760K01BZ4;INF760K01CZ2;1000.4273;19-Aug-2026
139235;Canara Robeco Liquid Fund;Direct Plan;Unclaimed Redemption and Dividend Plan-Growth Option;INF760K01IC8;;1850.4680;19-Aug-2026

Capitalmind Mutual Fund
154011;Capitalmind Liquid Fund;Direct Plan;Growth;INF226401034;;1048.9105;19-Aug-2026
154010;Capitalmind Liquid Fund;Regular Plan;Growth;INF226401042;;1047.3805;19-Aug-2026

DSP Mutual Fund
119125;DSP Liquidity Fund;Direct Plan;Growth;INF740K01QL4;;4047.1299;19-Aug-2026
119124;DSP Liquidity Fund;Direct Plan;Daily IDCW;;INF740KA1OB6;1001.4663;19-Aug-2026
119123;DSP Liquidity Fund;Direct Plan;Weekly IDCW;INF740KA1OC4;INF740KA1OD2;1002.4188;19-Aug-2026
103347;DSP Liquidity Fund;Regular Plan;Growth;INF740K01FK9;;3997.0482;19-Aug-2026
103348;DSP Liquidity Fund;Regular Plan;Weekly IDCW;INF740K01FM5;INF740K01FL7;1002.4042;19-Aug-2026
103349;DSP Liquidity Fund;Regular Plan;Daily IDCW;;INF740KA1OE0;1001.4663;19-Aug-2026

ICICI Prudential Mutual Fund
103343;ICICI Prudential Liquid Fund -;Regular Plan;Daily IDCW;INF109K01VP3;;100.1482;19-Aug-2026
120191;ICICI Prudential Liquid Fund -;Direct Plan;IDCW;INF109K01Q31;INF109K01Q23;194.1723;19-Aug-2026
120188;ICICI Prudential Liquid Fund -;Direct Plan;Daily IDCW;;INF109K01Q15;100.1082;19-Aug-2026
120197;ICICI Prudential Liquid Fund -;Direct Plan;Growth;INF109K01Q49;;418.6568;19-Aug-2026
120190;ICICI Prudential Liquid Fund -;Direct Plan;Weekly IDCW;INF109K01Q98;;100.2136;19-Aug-2026
103340;ICICI Prudential Liquid Fund -;Regular Plan;Growth;INF109K01VQ1;;414.1495;19-Aug-2026
115505;ICICI Prudential Liquid Fund -;Regular Plan;IDCW Others;INF109K01VU3;INF109K01VT5;192.4751;19-Aug-2026
103342;ICICI Prudential Liquid Fund -;Regular Plan;Weekly IDCW;INF109K01VS7;;100.1880;19-Aug-2026

ITI Mutual Fund
147161;ITI Liquid Fund;Direct Plan;Annually IDCW Option;INF00XX01366;INF00XX01333;1470.3044;19-Aug-2026
147158;ITI Liquid Fund;Direct Plan;Daily IDCW Option;;INF00XX01291;1001.0037;19-Aug-2026
147160;ITI Liquid Fund;Direct Plan;Fortnightly IDCW Option;INF00XX01341;INF00XX01317;1002.2501;19-Aug-2026
147157;ITI Liquid Fund;Direct Plan;Growth Option;INF00XX01283;;1468.3553;19-Aug-2026
147163;ITI Liquid Fund;Direct Plan;Monthly IDCW Option;INF00XX01358;INF00XX01325;1004.9574;19-Aug-2026
147159;ITI Liquid Fund;Direct Plan;Weekly IDCW Option;;INF00XX01309;1001.1660;19-Aug-2026
147162;ITI Liquid Fund;Regular Plan;Annually IDCW Option;INF00XX01275;INF00XX01242;1463.3983;19-Aug-2026
147154;ITI Liquid Fund;Regular Plan;Daily IDCW Option;;INF00XX01200;1001.0000;19-Aug-2026
147153;ITI Liquid Fund;Regular Plan;Growth Option;INF00XX01192;;1453.7614;19-Aug-2026
147156;ITI Liquid Fund;Regular Plan;Monthly IDCW Option;INF00XX01267;INF00XX01234;1000.7692;19-Aug-2026
147164;ITI Liquid Fund;Regular Plan;Weekly IDCW Option;;INF00XX01218;1001.1643;19-Aug-2026

JM Financial Mutual Fund
120411;JM Liquid Fund;Direct Plan;Daily IDCW Option;;INF192K01CH6;10.4302;19-Aug-2026
120406;JM Liquid Fund;Direct Plan;Growth Option;INF192K01CM6;;77.1745;19-Aug-2026
120408;JM Liquid Fund;Direct Plan;Quarterly IDCW Option;INF192K01CK0;INF192K01CL8;43.8151;19-Aug-2026
120407;JM Liquid Fund;Direct Plan;Weekly IDCW Option;INF192K01CI4;INF192K01CJ2;11.0076;19-Aug-2026
100244;JM Liquid Fund;Regular Plan;Quarterly IDCW Option;INF192K01866;INF192K01874;43.17;19-Aug-2026
100247;JM Liquid Fund;Regular Plan;Super Institutional Plan - Growth Option;INF192K01981;;43.8551;19-Aug-2026
100233;JM Liquid Fund;Regular Plan;Weekly IDCW Option;INF192K01841;INF192K01858;11.0051;19-Aug-2026
100234;JM Liquid Fund;Regular Plan;Growth Option;INF192K01882;;76.2708;19-Aug-2026
148414;JM Liquid Fund;Direct Plan;Unclaimed Application Refund Amount I.E.F - Growth Plan;;;41.4437;19-Aug-2026
148413;JM Liquid Fund;Direct Plan;Unclaimed Brokerage I.E.F - Growth Plan;;;41.4437;19-Aug-2026
101549;JM Liquid Fund - Bonus Option;Regular Plan;Bonus Option - Principal Units;INF192K01890;;24.4222;19-Aug-2026
101078;JM Liquid Fund - Daily Dividend Option;Regular Plan;Daily IDCW Option;;INF192K01833;10.4302;19-Aug-2026

LIC Mutual Fund
120248;LIC MF Liquid Fund;Direct Plan;Daily IDCW;INF767K01DL5;INF767K01DM3;1035.2975;19-Aug-2026
120249;LIC MF Liquid Fund;Direct Plan;Growth;INF767K01DN1;;5136.072;19-Aug-2026
151930;LIC MF Liquid Fund;Direct Plan;Monthly IDCW;INF397L01AK7;INF397L01AJ9;1246.5551;19-Aug-2026
151932;LIC MF Liquid Fund;Direct Plan;Weekly IDCW;INF397L01AM3;INF397L01AL5;1113.6196;19-Aug-2026
101184;LIC MF Liquid Fund;Regular Plan;Daily IDCW;INF767K01IQ3;INF767K01IR1;1000.1751;19-Aug-2026
101185;LIC MF Liquid Fund;Regular Plan;Growth;INF767K01IS9;;5058.3143;19-Aug-2026
151928;LIC MF Liquid Fund;Regular Plan;Monthly IDCW;INF397L01976;INF397L01968;1225.2365;19-Aug-2026
151927;LIC MF Liquid Fund;Regular Plan;Weekly IDCW;INF397L01950;INF397L01943;1002.3248;19-Aug-2026

Mahindra Manulife Mutual Fund
139535;Mahindra Manulife Liquid Fund;Direct Plan;Daily IDCW;;INF174V01051;1293.9577;19-Aug-2026
139536;Mahindra Manulife Liquid Fund;Direct Plan;Weekly IDCW;;INF174V01069;1003.9483;19-Aug-2026
139538;Mahindra Manulife Liquid Fund;Direct Plan;Growth;INF174V01044;;1842.8800;19-Aug-2026
139534;Mahindra Manulife Liquid Fund;Regular Plan;Daily IDCW;;INF174V01028;1001.6836;19-Aug-2026
139537;Mahindra Manulife Liquid Fund;Regular Plan;Growth;INF174V01010;;1821.0602;19-Aug-2026
139541;Mahindra Manulife Liquid Fund;Regular Plan;Weekly IDCW;;INF174V01036;1010.3543;19-Aug-2026

Navi Mutual Fund
119163;Navi Liquid Fund;Direct Plan;Daily IDCW - ReInvestment	;;INF959L01GK1;10.0129;19-Aug-2026
119161;Navi Liquid Fund;Direct Plan;Monthly IDCW - Payout;INF959L01GG9;INF959L01GH7;10.0426;19-Aug-2026
119162;Navi Liquid Fund;Direct Plan;Weekly IDCW - Payout;INF959L01GI5;INF959L01GJ3;10.0072;19-Aug-2026
112645;Navi Liquid Fund;Regular Plan;Daily IDCW;;INF959L01GM7;10.0771;19-Aug-2026
112647;Navi Liquid Fund;Regular Plan;Monthly IDCW;INF959L01GN5;INF959L01GO3;10.0422;19-Aug-2026
112646;Navi Liquid Fund;Regular Plan;Weekly IDCW;INF959L01GP0;INF959L01GQ8;10.0076;19-Aug-2026
119164;Navi Liquid Fund;;;INF959L01GF1;;30.5278;19-Aug-2026
112636;Navi Liquid Fund;Regular Plan;Growth Option;INF959L01GL9;;30.2402;19-Aug-2026
140437;Navi Liquid Fund;Direct Plan;Unclaimed Redemption and Dividend Plan less than 3 years;INF959L01CO2;;10;19-Aug-2026
139386;Navi Liquid Fund;Regular Plan;Unclaimed Redemption and Dividend Plan less than 3 years;INF959L01CN4;;30.4244;19-Aug-2026

PGIM India Mutual Fund
138285;PGIM India Liquid Fund;Regular Plan;Regular IDCW;;INF223J01BO9;100.304;19-Aug-2026
138297;PGIM India Liquid Fund;Direct Plan;Direct IDCW;INF223J01NR7;;131.589;19-Aug-2026
138299;PGIM India Liquid Fund;Direct Plan;Direct Growth;INF223J01NS5;;369.231;19-Aug-2026
138298;PGIM India Liquid Fund;Direct Plan;Direct IDCW;INF223J01NT3;INF223J01NU1;116.2418;19-Aug-2026
138301;PGIM India Liquid Fund;Direct Plan;Direct IDCW;INF223J01NV9;INF223J01NW7;100.5817;19-Aug-2026
138288;PGIM India Liquid Fund;Regular Plan;Regular Growth;INF223J01BP6;;364.4246;19-Aug-2026
138287;PGIM India Liquid Fund;Regular Plan;Regular IDCW;INF223J01BL5;;116.6562;19-Aug-2026
138289;PGIM India Liquid Fund;Regular Plan;Regular IDCW;INF223J01BU6;;100.5803;19-Aug-2026

quant Mutual Fund
120837;Quant Liquid Fund;Direct Plan;Growth Option;INF966L01820;;45.3035;19-Aug-2026
103225;Quant Liquid Fund;Regular Plan;Growth Option;INF966L01317;;44.0025;19-Aug-2026
120838;Quant Liquid Fund;Direct Plan;Monthly IDCW Option;INF966L01796;INF966L01812;15.809;19-Aug-2026
103228;Quant Liquid Fund;Regular Plan;Monthly IDCW Option;INF966L01291;INF966L01309;15.2013;19-Aug-2026
120839;Quant Liquid Fund;Direct Plan;Weekly IDCW Option;INF966L01788;INF966L01804;14.7004;19-Aug-2026
103227;Quant Liquid Fund;Regular Plan;Weekly IDCW Option;INF966L01499;INF966L01283;14.5114;19-Aug-2026
120836;Quant Liquid Fund;Direct Plan;Daily IDCW Option;;INF966L01770;13.163;19-Aug-2026
103226;Quant Liquid Fund;Regular Plan;Daily IDCW Option;;INF966L01275;12.6232;19-Aug-2026

Quantum Mutual Fund
103736;Quantum Liquid Fund;Direct Plan;Daily IDCW;;INF082J01135;10.0136;19-Aug-2026
103734;Quantum Liquid Fund;Direct Plan;Growth Option;INF082J01127;;37.5915;19-Aug-2026
103735;Quantum Liquid Fund;Direct Plan;Monthly IDCW;INF082J01143;INF082J01200;10.0559;19-Aug-2026
141065;Quantum Liquid Fund;Regular Plan;Daily IDCW;;INF082J01317;10.0002;19-Aug-2026
141066;Quantum Liquid Fund;Regular Plan;Growth Option;INF082J01309;;37.2822;19-Aug-2026
141067;Quantum Liquid Fund;Regular Plan;Monthly IDCW;INF082J01325;INF082J01333;10.0523;19-Aug-2026
152299;Quantum Liquid Fund;;;;;10.0000;19-Aug-2026
152298;Quantum Liquid Fund;;;;;11.8192;19-Aug-2026
152301;Quantum Liquid Fund;;;;;10.0000;19-Aug-2026
152300;Quantum Liquid Fund;;;;;11.3445;19-Aug-2026

Sundaram Mutual Fund
149664;Sundaram Liquid Fund (Formerly Known as Principal Cash Management Fund);Direct Plan;GROWTH;INF173K01GU0;;2501.8009;19-Aug-2026
149660;Sundaram Liquid Fund (Formerly Known as Principal Cash Management Fund);Regular Plan;IDCW (Income Distribution CUM Capital Withdrawal);INF173K01DD3;INF173K01DE1;1043.6245;19-Aug-2026
149662;Sundaram Liquid Fund (Formerly Known as Principal Cash Management Fund);Direct Plan;IDCW (Income Distribution CUM Capital Withdrawal);INF173K01GV8;INF173K01GW6;1046.8431;19-Aug-2026
149661;Sundaram Liquid Fund (Formerly Known as Principal Cash Management Fund);Regular Plan;GROWTH;INF173K01DA9;;2467.2121;19-Aug-2026

The Wealth Company Mutual Fund
153887;The Wealth Company Liquid Fund;Direct Plan;Daily IDCW;;INF2F0001073;1002.0035;19-Aug-2026
153883;The Wealth Company Liquid Fund;Direct Plan;Growth;INF2F0001081;;1056.3978;19-Aug-2026
153884;The Wealth Company Liquid Fund;Direct Plan;Monthly IDCW;INF2F0001107;INF2F0001099;1006.262;19-Aug-2026
153889;The Wealth Company Liquid Fund;Direct Plan;Weekly IDCW;INF2F0001123;INF2F0001115;1002.2965;19-Aug-2026
153886;The Wealth Company Liquid Fund;Regular Plan;Daily IDCW;;INF2F0001131;1002;19-Aug-2026
153888;The Wealth Company Liquid Fund;Regular Plan;Growth;INF2F0001149;;1054.9438;19-Aug-2026
153890;The Wealth Company Liquid Fund;Regular Plan;Monthly IDCW;INF2F0001164;INF2F0001156;1006.16;19-Aug-2026
153885;The Wealth Company Liquid Fund;Regular Plan;Weekly IDCW;INF2F0001180;INF2F0001172;1002.2825;19-Aug-2026

Unifi Mutual Fund
153570;UNIFI LIQUID FUND;Direct Plan;GROWTH;INF1MIY01056;;1071.8826;19-Aug-2026
153571;UNIFI LIQUID FUND;Regular Plan;GROWTH;INF1MIY01064;;1071.0547;19-Aug-2026

WhiteOak Capital Mutual Fund
145969;WhiteOak Capital Liquid Fund;Direct Plan;Daily IDCW Reinvestment Option;;INF03VN01019;1001.9025;19-Aug-2026
145966;WhiteOak Capital Liquid Fund;Direct Plan;Fortnightly IDCW Payout / Reinvestment Option;INF03VN01027;INF03VN01035;1002.9323;19-Aug-2026
145971;WhiteOak Capital Liquid Fund;Direct Plan;Growth Option;INF03VN01043;;1514.2343;19-Aug-2026
145967;WhiteOak Capital Liquid Fund;Direct Plan;Monthly IDCW Payout / Reinvestment Option;INF03VN01050;INF03VN01068;1002.4833;19-Aug-2026
145970;WhiteOak Capital Liquid Fund;Direct Plan;Weekly IDCW Payout / Reinvestment Option;INF03VN01076;INF03VN01084;1002.1018;19-Aug-2026
145963;WhiteOak Capital Liquid Fund;Regular Plan;Daily IDCW Reinvestment Option;;INF03VN01092;1001.9023;19-Aug-2026
145965;WhiteOak Capital Liquid Fund;Regular Plan;Fortnightly IDCW Payout / Reinvestment Option;INF03VN01100;INF03VN01118;1004.0544;19-Aug-2026
145968;WhiteOak Capital Liquid Fund;Regular Plan;Growth Option;INF03VN01126;;1503.4874;19-Aug-2026
145972;WhiteOak Capital Liquid Fund;Regular Plan;Monthly IDCW Payout / Reinvestment Option;INF03VN01134;INF03VN01142;1002.0789;19-Aug-2026
145964;WhiteOak Capital Liquid Fund;Regular Plan;Weekly IDCW Payout / Reinvestment Option;INF03VN01159;INF03VN01167;1002.0683;19-Aug-2026

Open Ended Schemes ( Debt Scheme - Ultra Short Duration Fund )


Axis Mutual Fund
144753;Axis Ultra Short Duration Fund;Direct Plan;Daily IDCW Option;;INF846K01F57;10.0338;19-Aug-2026
144755;Axis Ultra Short Duration Fund;Direct Plan;Monthly IDCW Option;INF846K01F99;INF846K01F81;10.0651;19-Aug-2026
144756;Axis Ultra Short Duration Fund;Direct Plan;Regular IDCW Option;INF846K01G15;INF846K01G07;16.8438;19-Aug-2026
144757;Axis Ultra Short Duration Fund;Direct Plan;Weekly IDCW Option;INF846K01F73;INF846K01F65;10.0532;19-Aug-2026
144754;Axis Ultra Short Duration Fund;Direct Plan;Growth Option;INF846K01F40;;16.8425;19-Aug-2026
144758;Axis Ultra Short Duration Fund;Regular Plan;Daily IDCW Option;;INF846K01G31;10.0689;19-Aug-2026
144760;Axis Ultra Short Duration Fund;Regular Plan;Monthly IDCW Option;INF846K01G72;INF846K01G64;10.0699;19-Aug-2026
144761;Axis Ultra Short Duration Fund;Regular Plan;Regular IDCW Option;INF846K01G98;INF846K01G80;15.7262;19-Aug-2026
144762;Axis Ultra Short Duration Fund;Regular Plan;Weekly IDCW Option;INF846K01G56;INF846K01G49;10.0698;19-Aug-2026
144759;Axis Ultra Short Duration Fund;Regular Plan;Growth Option;INF846K01G23;;15.7263;19-Aug-2026

Bandhan Mutual Fund
144195;BANDHAN ULTRA SHORT DURATION FUND;Direct Plan;Monthly IDCW;INF194KA11S2;INF194KA12S0;10.0777;19-Aug-2026
144173;BANDHAN ULTRA SHORT DURATION FUND;Direct Plan;Growth;INF194KA16R3;;16.5612;19-Aug-2026
144196;BANDHAN ULTRA SHORT DURATION FUND;Direct Plan;Periodic IDCW;INF194KA17S9;INF194KA18S7;14.0811;19-Aug-2026
144192;BANDHAN ULTRA SHORT DURATION FUND;Direct Plan;Quarterly IDCW;INF194KA14S6;INF194KA15S3;10.6136;19-Aug-2026
144191;BANDHAN ULTRA SHORT DURATION FUND;Direct Plan;Weekly IDCW;INF194KA10T2;INF194KA11T0;10.0749;19-Aug-2026
144174;BANDHAN ULTRA SHORT DURATION FUND;Direct Plan;Daily IDCW;INF194KA18R9;INF194KA19R7;10.0367;19-Aug-2026
144172;BANDHAN ULTRA SHORT DURATION FUND;Regular Plan;Daily IDCW;INF194KA12Q4;INF194KA13Q2;10.0519;19-Aug-2026
144171;BANDHAN ULTRA SHORT DURATION FUND;Regular Plan;Growth;INF194KA10Q8;;16.3255;19-Aug-2026
144194;BANDHAN ULTRA SHORT DURATION FUND;Regular Plan;Monthly IDCW;INF194KA15Q7;INF194KA16Q5;10.0824;19-Aug-2026
144193;BANDHAN ULTRA SHORT DURATION FUND;Regular Plan;Periodic IDCW;INF194KA11R4;INF194KA12R2;13.7403;19-Aug-2026
144190;BANDHAN ULTRA SHORT DURATION FUND;Regular Plan;Quarterly IDCW;INF194KA18Q1;INF194KA19Q9;10.5941;19-Aug-2026
144189;BANDHAN ULTRA SHORT DURATION FUND;Regular Plan;Weekly IDCW;INF194KA14R8;INF194KA15R5;10.0761;19-Aug-2026

Bank of India Mutual Fund
119380;BANK OF INDIA ULTRA SHORT DURATION FUND;Direct Plan;Daily IDCW;;INF761K01CT3;1005.0000;19-Aug-2026
119379;BANK OF INDIA ULTRA SHORT DURATION FUND;Direct Plan;Growth;INF761K01892;;3514.3556;19-Aug-2026
119381;BANK OF INDIA ULTRA SHORT DURATION FUND;Direct Plan;Weekly IDCW;;INF761K01CU1;1005.3093;19-Aug-2026
126389;BANK OF INDIA ULTRA SHORT DURATION FUND;Direct Plan;Bonus;INF761K01CS5;;3498.9782;19-Aug-2026
111970;BANK OF INDIA ULTRA SHORT DURATION FUND;Regular Plan;Daily IDCW;;INF761K01CW7;1005.0000;19-Aug-2026
109269;BANK OF INDIA ULTRA SHORT DURATION FUND;Regular Plan;Growth;INF761K01298;;3376.8144;19-Aug-2026
109264;BANK OF INDIA ULTRA SHORT DURATION FUND;Regular Plan;Weekly IDCW;;INF761K01CX5;1005.2661;19-Aug-2026

Baroda BNP Paribas Mutual Fund
143510;Baroda BNP Paribas Ultra Short Duration Fund;Regular Plan;Weekly IDCW Option;INF251K01SN4;INF955L01GY0;1001.5877;19-Aug-2026
143507;Baroda BNP Paribas Ultra Short Duration Fund;Regular Plan;Daily IDCW Option;;INF955L01GW4;1006.2583;19-Aug-2026
143464;Baroda BNP Paribas Ultra Short Duration Fund;Regular Plan;Growth Option;INF955L01GX2;;1655.8516;19-Aug-2026
143511;Baroda BNP Paribas Ultra Short Duration Fund;Direct Plan;Daily IDCW Option;;INF955L01GZ7;1007.0751;19-Aug-2026
143508;Baroda BNP Paribas Ultra Short Duration Fund;Direct Plan;Growth Option;INF955L01HA8;;1680.6475;19-Aug-2026
