Scheme Code;NAV Name;Plan;Option;ISIN Div Payout/ISIN Growth;ISIN Div Reinvestment;Net Asset Value;Date
100348;ICICI Prudential Large & Mid Cap Fund - IDCW;Regular Plan;IDCW;INF109K01EQ7;INF109K01449;31.15;20-Aug-2026

The Wealth Company Mutual Fund
154381;The Wealth Company Large & Mid Cap Fund Direct Growth;Direct Plan;Growth;INF2F0001594;;10.541;20-Aug-2026
154380;The Wealth Company Large & Mid Cap Fund Direct IDCW;Direct Plan;IDCW;INF2F0001602;INF2F0001610;10.5404;20-Aug-2026
154382;The Wealth Company Large & Mid Cap Fund Regular Growth;Regular Plan;Growth;INF2F0001560;;10.4991;20-Aug-2026
154379;The Wealth Company Large & Mid Cap Fund Regular IDCW;Regular Plan;IDCW;INF2F0001578;INF2F0001586;10.4993;20-Aug-2026

Open Ended Schemes ( Equity Scheme - Mid Cap Fund )


ICICI Prudential Mutual Fund
120381;ICICI Prudential MidCap Fund - Direct Plan -  Growth;Direct Plan;Growth;INF109K011N7;;393.27;20-Aug-2026
120380;ICICI Prudential MidCap Fund - Direct Plan -  IDCW;Direct Plan;IDCW;INF109K019M2;INF109K010N9;72.85;20-Aug-2026
102528;ICICI Prudential MidCap Fund - Growth;Regular Plan;Growth;INF109K01AN2;;347.96;20-Aug-2026
102529;ICICI Prudential MidCap Fund - IDCW;Regular Plan;IDCW;INF109K01EH6;INF109K01AL6;45.09;20-Aug-2026

Taurus Mutual Fund
118872;Taurus Mid Cap Fund - Direct Plan - Growth;Direct Plan;Growth;INF044D01CA9;;136.16;20-Aug-2026
118873;Taurus Mid Cap Fund - Direct Plan - Payout of Income Distribution cum Capital Withdrawal option;Direct Plan;Income Distribution cum Capital Withdrawal;INF044D01CB7;INF044D01CC5;120.96;20-Aug-2026
100477;Taurus Mid Cap Fund - Regular Plan - Growth;Regular Plan;Growth;INF044D01815;;128.34;20-Aug-2026
111642;Taurus Mid Cap Fund - Regular Plan - Payout of Income Distribution cum Capital Withdrawal option;Regular Plan;Income Distribution cum Capital Withdrawal;INF044D01781;INF044D01799;114.40;20-Aug-2026

Open Ended Schemes ( Equity Scheme - Small Cap Fund )


Abakkus Mutual Fund
154215;Abakkus Small Cap Fund - Direct Plan - Growth;Direct Plan;Growth;INF2JJD01177;;12.6020;20-Aug-2026
154214;Abakkus Small Cap Fund - Regular  Plan - Growth;Regular Plan;Growth;INF2JJD01185;;12.5290;20-Aug-2026

ICICI Prudential Mutual Fund
120591;ICICI Prudential Smallcap Fund - Direct Plan - Growth;Direct Plan;Growth;INF109K015M0;;104.58;20-Aug-2026
120870;ICICI Prudential Smallcap Fund - Direct Plan - IDCW;Direct Plan;IDCW;INF109K013M5;INF109K014M3;72.37;20-Aug-2026
106823;ICICI Prudential Smallcap Fund - Growth;Regular Plan;Growth;INF109K01BI0;;92.14;20-Aug-2026
106822;ICICI Prudential Smallcap Fund - IDCW;Regular Plan;IDCW;INF109K01FA8;INF109K01BJ8;34.21;20-Aug-2026

Quantum Mutual Fund
152107;QUANTUM SMALL CAP FUND - DIRECT PLAN GROWTH OPTION;Direct Plan;Growth Option;INF082J01432;;14.30;20-Aug-2026
152108;QUANTUM SMALL CAP FUND - REGULAR PLAN GROWTH OPTION;Regular Plan;Growth Option;INF082J01440;;13.72;20-Aug-2026

The Wealth Company Mutual Fund
154269;The Wealth Company Small Cap Fund- Direct-Growth;Direct Plan;Growth;INF2F0001537;;11.8972;20-Aug-2026
154270;The Wealth Company Small Cap Fund- Direct-IDCW;Direct Plan;IDCW;INF2F0001545;INF2F0001552;11.8988;20-Aug-2026
154268;The Wealth Company Small Cap Fund- Regular-Growth;Regular Plan;Growth;INF2F0001503;;11.8068;20-Aug-2026
154267;The Wealth Company Small Cap Fund- Regular-IDCW;Regular Plan;IDCW;INF2F0001511;INF2F0001529;11.8061;20-Aug-2026

Open Ended Schemes ( Equity Scheme - Dividend Yield Fund )


ICICI Prudential Mutual Fund
129312;ICICI Prudential Dividend Yield Equity Fund Direct Plan Growth Option;Direct Plan;Growth;INF109KA1UA0;;60.01;20-Aug-2026
129309;ICICI Prudential Dividend Yield Equity Fund Direct Plan IDCW Option;Direct Plan;IDCW;INF109KA1UB8;INF109KA1UC6;25.26;20-Aug-2026
129310;ICICI Prudential Dividend Yield Equity Fund Growth Option;Regular Plan;Growth;INF109KA1TX4;;53.09;20-Aug-2026
129311;ICICI Prudential Dividend Yield Equity Fund IDCW Option;Regular Plan;IDCW;INF109KA1TY2;INF109KA1TZ9;18.87;20-Aug-2026

Open Ended Schemes ( Equity Scheme - Value Fund )


ICICI Prudential Mutual Fund
120323;ICICI Prudential Value Fund (erstwhile Value Discovery Fund) - Direct Plan - Growth;Direct Plan;Growth;INF109K012K1;;511.49;20-Aug-2026
120322;ICICI Prudential Value Fund (erstwhile Value Discovery Fund) - Direct Plan - IDCW;Direct Plan;IDCW;INF109K011K3;INF109K010K5;115.48;20-Aug-2026
102594;ICICI Prudential Value Fund (erstwhile Value Discovery Fund) - Growth;Regular Plan;Growth;INF109K01AF8;;462.97;20-Aug-2026
102595;ICICI Prudential Value Fund (erstwhile Value Discovery Fund) - IDCW;Regular Plan;IDCW;INF109K01EC7;INF109K01AD3;35.02;20-Aug-2026

Quantum Mutual Fund
103490;Quantum Value Fund - Direct Plan Growth Option;Direct Plan;Growth Option;INF082J01036;;126.12;20-Aug-2026
103491;Quantum Value Fund - Direct Plan IDCW;Direct Plan;IDCW;INF082J01044;INF082J01051;126.38;20-Aug-2026
141068;Quantum Value Fund - Regular Plan Growth Option;Regular Plan;Growth Option;INF082J01242;;119.46;20-Aug-2026
141069;Quantum Value Fund - Regular Plan IDCW;Regular Plan;IDCW;INF082J01259;INF082J01267;119.33;20-Aug-2026

Open Ended Schemes ( Equity Scheme - Focused Fund )


ICICI Prudential Mutual Fund
120722;ICICI Prudential Focused Equity Fund - Direct Plan - Growth;Direct Plan;Growth;INF109K018N2;;111.56;20-Aug-2026
120723;ICICI Prudential Focused Equity Fund - Direct Plan - IDCW;Direct Plan;IDCW;INF109K016N6;INF109K017N4;64.95;20-Aug-2026
111957;ICICI Prudential Focused Equity Fund - Growth;Regular Plan;Growth;INF109K01BZ4;;96.19;20-Aug-2026
111958;ICICI Prudential Focused Equity Fund - IDCW;Regular Plan;IDCW;INF109K01FM3;INF109K01CA5;28.34;20-Aug-2026

Old Bridge Mutual Fund
152358;Old Bridge Focused Fund - Direct Growth;Direct Plan;Direct Growth;INF0S5R01042;;14.25;20-Aug-2026
152359;Old Bridge Focused Fund - Direct IDCW;Direct Plan;Direct - IDCW;INF0S5R01059;INF0S5R01067;14.25;20-Aug-2026
152361;Old Bridge Focused Fund - Regular Growth;Regular Plan;Regular Growth;INF0S5R01034;;13.87;20-Aug-2026
152363;Old Bridge Focused Fund - Regular IDCW;Regular Plan;Regular IDCW;INF0S5R01018;INF0S5R01026;13.87;20-Aug-2026

Open Ended Schemes ( Equity Scheme - Sectoral/ Thematic )


ICICI Prudential Mutual Fund
153684;ICICI Prudential Active Momentum Fund - Direct Plan - Growth;Direct Plan;Growth;INF109K1A385;;11.19;20-Aug-2026
153685;ICICI Prudential Active Momentum Fund - Growth;Regular Plan;Growth;INF109K1A377;;11.06;20-Aug-2026
109445;ICICI Prudential Banking and Financial Services Fund -  Growth;Regular Plan;Growth;INF109K01BU5;;131.00;20-Aug-2026
109446;ICICI Prudential Banking and Financial Services Fund -  IDCW;Regular Plan;IDCW;INF109K01DY3;INF109K01BV3;25.00;20-Aug-2026
120244;ICICI Prudential Banking and Financial Services Fund - Direct Plan -  Growth;Direct Plan;Growth;INF109K013J1;;148.73;20-Aug-2026
120245;ICICI Prudential Banking and Financial Services Fund - Direct Plan -  IDCW;Direct Plan;IDCW;INF109K011J5;INF109K012J3;68.34;20-Aug-2026
146951;ICICI Prudential Bharat Consumption Fund - Direct Plan - Growth Option;Direct Plan;Growth;INF109KC1YD4;;27.84;20-Aug-2026
146949;ICICI Prudential Bharat Consumption Fund - Direct Plan - IDCW Option;Direct Plan;IDCW;INF109KC1YF9;;17.87;20-Aug-2026
146950;ICICI Prudential Bharat Consumption Fund - Growth Option;Regular Plan;Growth;INF109KC1YA0;;25.66;20-Aug-2026
146952;ICICI Prudential Bharat Consumption Fund - IDCW Option;Regular Plan;IDCW;INF109KC1YC6;;15.95;20-Aug-2026
153867;ICICI Prudential Conglomerate Fund - Direct Plan - Growth;Direct Plan;Growth;INF109K1A427;;10.65;20-Aug-2026
153866;ICICI Prudential Conglomerate Fund - Direct Plan - IDCW;Direct Plan;IDCW;INF109K1A443;INF109K1A435;10.65;20-Aug-2026
153865;ICICI Prudential Conglomerate Fund - Growth;Regular Plan;Growth;INF109K1A393;;10.55;20-Aug-2026
153864;ICICI Prudential Conglomerate Fund - IDCW;Regular Plan;IDCW;INF109K1A419;INF109K1A401;10.55;20-Aug-2026
152728;ICICI PRUDENTIAL ENERGY OPPORTUNITIES FUND - Direct Plan - Growth;Direct Plan;Growth;INF109KC12W6;;11.85;20-Aug-2026
152729;ICICI PRUDENTIAL ENERGY OPPORTUNITIES FUND - Direct Plan - IDCW;Direct Plan;IDCW;INF109KC13W4;INF109KC14W2;11.85;20-Aug-2026
152726;ICICI PRUDENTIAL ENERGY OPPORTUNITIES FUND - Growth;Regular Plan;Growth;INF109KC15W9;;11.56;20-Aug-2026
152727;ICICI PRUDENTIAL ENERGY OPPORTUNITIES FUND - IDCW;Regular Plan;IDCW;INF109KC16W7;INF109KC17W5;11.56;20-Aug-2026
153070;ICICI Prudential Equity Minimum Variance Fund - Direct Plan - Growth;Direct Plan;Growth;INF109KC10Y6;;10.79;20-Aug-2026
153071;ICICI Prudential Equity Minimum Variance Fund - Direct Plan - IDCW;Direct Plan;IDCW;INF109KC12Y2;INF109KC11Y4;10.78;20-Aug-2026
153069;ICICI Prudential Equity Minimum Variance Fund - Growth;Regular Plan;Growth;INF109KC17X3;;10.57;20-Aug-2026
153068;ICICI Prudential Equity Minimum Variance Fund - IDCW;Regular Plan;IDCW;INF109KC19X9;INF109KC18X1;10.57;20-Aug-2026
148516;ICICI Prudential ESG Exclusionary Strategy Fund - Direct Plan - Growth;Direct Plan;Growth;INF109KC1O09;;23.38;20-Aug-2026
148515;ICICI Prudential ESG Exclusionary Strategy Fund - Direct Plan - IDCW;Direct Plan;IDCW;INF109KC1O25;INF109KC1O17;16.26;20-Aug-2026
148517;ICICI Prudential ESG Exclusionary Strategy Fund - Growth;Regular Plan;Growth;INF109KC1N75;;21.68;20-Aug-2026
148514;ICICI Prudential ESG Exclusionary Strategy Fund - IDCW;Regular Plan;IDCW;INF109KC1N91;INF109KC1N83;14.74;20-Aug-2026
120688;ICICI Prudential Exports & Services Fund - Direct Plan - Growth;Direct Plan;Growth;INF109K01W25;;189.61;20-Aug-2026
120687;ICICI Prudential Exports & Services Fund - Direct Plan - IDCW;Direct Plan;IDCW;INF109K01W09;INF109K01W17;80.65;20-Aug-2026
103312;ICICI Prudential Exports & Services Fund - Growth;Regular Plan;Growth;INF109K01BB5;;173.02;20-Aug-2026
103313;ICICI Prudential Exports & Services Fund - IDCW;Regular Plan;IDCW;INF109K01FL5;INF109K01BA7;39.00;20-Aug-2026
120587;ICICI Prudential FMCG Fund - Direct Plan -  Growth;Direct Plan;Growth;INF109K01Z14;;456.43;20-Aug-2026
120588;ICICI Prudential FMCG Fund - Direct Plan -  IDCW;Direct Plan;IDCW;INF109K01Y98;INF109K01Z06;149.85;20-Aug-2026
100352;ICICI Prudential FMCG Fund - Growth;Regular Plan;Growth;INF109K01415;;410.33;20-Aug-2026
100351;ICICI Prudential FMCG Fund - IDCW;Regular Plan;IDCW;INF109K01EO2;INF109K01423;75.84;20-Aug-2026
150310;ICICI PRUDENTIAL HOUSING OPPORTUNITIES FUND - Direct Plan Growth;Direct Plan;Growth;INF109KC10C2;;18.38;20-Aug-2026
150311;ICICI PRUDENTIAL HOUSING OPPORTUNITIES FUND - Direct Plan IDCW;Direct Plan;IDCW;INF109KC11C0;INF109KC12C8;15.58;20-Aug-2026
150308;ICICI PRUDENTIAL HOUSING OPPORTUNITIES FUND - Growth;Regular Plan;Growth;INF109KC17B9;;17.45;20-Aug-2026
150309;ICICI PRUDENTIAL HOUSING OPPORTUNITIES FUND - IDCW;Regular Plan;IDCW;INF109KC18B7;INF109KC19B5;14.67;20-Aug-2026
145896;ICICI Prudential India Opportunities Fund - Cumulative Option;Regular Plan;Cumulative;INF109KC1RE6;;36.76;20-Aug-2026
145897;ICICI Prudential India Opportunities Fund - Direct Plan - Cumulative Option;Direct Plan;Cumulative;INF109KC1RH9;;40.43;20-Aug-2026
145898;ICICI Prudential India Opportunities Fund - Direct Plan - IDCW Option;Direct Plan;IDCW;INF109KC1RJ5;INF109KC1RI7;24.67;20-Aug-2026
145899;ICICI Prudential India Opportunities Fund - IDCW Option;Regular Plan;IDCW;INF109KC1RG1;INF109KC1RF3;21.46;20-Aug-2026
120621;ICICI Prudential Infrastructure Fund - Direct Plan -  Growth;Direct Plan;Growth;INF109K018M4;;222.63;20-Aug-2026
120622;ICICI Prudential Infrastructure Fund - Direct Plan -  IDCW;Direct Plan;IDCW;INF109K016M8;INF109K017M6;48.64;20-Aug-2026
103149;ICICI Prudential Infrastructure Fund - Growth;Regular Plan;Growth;INF109K01AV5;;203.71;20-Aug-2026
103150;ICICI Prudential Infrastructure Fund - IDCW;Regular Plan;IDCW;INF109K01FB6;INF109K01AT9;28.68;20-Aug-2026
145077;ICICI Prudential Manufacturing Fund - Cumulative Option;Regular Plan;Cumulative;INF109KC1LG4;;39.83;20-Aug-2026
145075;ICICI Prudential Manufacturing Fund - Direct Plan - Cumulative Option;Direct Plan;Cumulative;INF109KC1LJ8;;43.37;20-Aug-2026
145076;ICICI Prudential Manufacturing Fund - Direct Plan - IDCW Option;Direct Plan;IDCW;INF109KC1LK6;;25.81;20-Aug-2026
145078;ICICI Prudential Manufacturing Fund - IDCW Option;Regular Plan;IDCW;INF109KC1LH2;;22.81;20-Aug-2026
143873;ICICI Prudential Pharma Healthcare and Diagnostics (P.H.D) Fund - Cumulative Option;Regular Plan;Cumulative;INF109KC1GE9;;43.37;20-Aug-2026
143874;ICICI Prudential Pharma Healthcare and Diagnostics (P.H.D) Fund - Direct Plan - Cumulative Option;Direct Plan;Cumulative;INF109KC1GH2;;47.14;20-Aug-2026
143876;ICICI Prudential Pharma Healthcare and Diagnostics (P.H.D) Fund - Direct Plan - IDCW Option;Direct Plan;IDCW;INF109KC1GJ8;;26.46;20-Aug-2026
143875;ICICI Prudential Pharma Healthcare and Diagnostics (P.H.D) Fund - IDCW Option;Regular Plan;IDCW;INF109KC1GG4;;23.29;20-Aug-2026
150539;ICICI Prudential PSU Equity Fund - Direct Plan - Growth;Direct Plan;Growth;INF109KC12I5;;23.13;20-Aug-2026
150541;ICICI Prudential PSU Equity Fund - Direct Plan - IDCW;Direct Plan;IDCW;INF109KC13I3;INF109KC14I1;19.62;20-Aug-2026
150538;ICICI Prudential PSU Equity Fund - Growth;Regular Plan;Growth;INF109KC19H2;;21.92;20-Aug-2026
150540;ICICI Prudential PSU Equity Fund - IDCW;Regular Plan;IDCW;INF109KC10I9;INF109KC11I7;18.46;20-Aug-2026
153458;ICICI Prudential Quality Fund - Direct Plan - Growth;Direct Plan;Growth;INF109K1A187;;10.93;20-Aug-2026
153460;ICICI Prudential Quality Fund - Direct Plan - IDCW;Direct Plan;IDCW;INF109K1A203;INF109K1A195;10.94;20-Aug-2026
153459;ICICI Prudential Quality Fund - Growth;Regular Plan;Growth;INF109K1A211;;10.77;20-Aug-2026
153457;ICICI Prudential Quality Fund - IDCW;Regular Plan;IDCW;INF109K1A179;INF109K1A161;10.77;20-Aug-2026
148600;ICICI Prudential Quant Fund Direct Plan Growth;Direct Plan;Growth;INF109KC1O66;;24.16;20-Aug-2026
148601;ICICI Prudential Quant Fund Direct Plan IDCW;Direct Plan;IDCW;INF109KC1O82;INF109KC1O74;15.62;20-Aug-2026
148598;ICICI Prudential Quant Fund Growth;Regular Plan;Growth;INF109KC1O33;;23.27;20-Aug-2026
148599;ICICI Prudential Quant Fund IDCW;Regular Plan;IDCW;INF109KC1O58;INF109KC1O41;14.89;20-Aug-2026
153184;ICICI Prudential Rural Opportunities Fund - Direct Plan - Growth;Direct Plan;Growth;INF109KC12Z9;;11.38;20-Aug-2026
153182;ICICI Prudential Rural Opportunities Fund - Direct Plan - IDCW;Direct Plan;IDCW;INF109KC14Z5;INF109KC13Z7;11.38;20-Aug-2026
153181;ICICI Prudential Rural Opportunities Fund - Growth;Regular Plan;Growth;INF109KC19Y7;;11.18;20-Aug-2026
153183;ICICI Prudential Rural Opportunities Fund - IDCW;Regular Plan;IDCW;INF109KC11Z1;INF109KC10Z3;11.17;20-Aug-2026
150685;ICICI PRUDENTIAL TRANSPORTATION AND LOGISTICS FUND - Direct Plan - Growth;Direct Plan;Growth;INF109KC12K1;;24.31;20-Aug-2026
150687;ICICI PRUDENTIAL TRANSPORTATION AND LOGISTICS FUND - Direct Plan - IDCW;Direct Plan;IDCW;INF109KC13K9;INF109KC14K7;20.74;20-Aug-2026
150684;ICICI PRUDENTIAL TRANSPORTATION AND LOGISTICS FUND - Growth;Regular Plan;Growth;INF109KC19J8;;23.20;20-Aug-2026
150686;ICICI PRUDENTIAL TRANSPORTATION AND LOGISTICS FUND - IDCW;Regular Plan;IDCW;INF109KC10K5;INF109KC11K3;19.68;20-Aug-2026

Quantum Mutual Fund
147372;QUANTUM ESG BEST IN CLASS STRATEGY FUND - DIRECT PLAN - GROWTH OPTION;Direct Plan;Growth Option;INF082J01382;;25.45;20-Aug-2026
147371;QUANTUM ESG BEST IN CLASS STRATEGY FUND - REGULAR PLAN - GROWTH OPTION;Regular Plan;Growth Option;INF082J01390;;23.75;20-Aug-2026
153094;Quantum Ethical Fund - Direct Plan Growth Option;Direct Plan;Growth Option;INF082J01473;;10.40;20-Aug-2026
153095;Quantum Ethical Fund - Regular Plan Growth Option;Regular Plan;Growth Option;INF082J01481;;10.16;20-Aug-2026

Taurus Mutual Fund
118868;Taurus Banking & Financial Services Fund - Direct Plan - Growth;Direct Plan;Growth;INF044D01CN2;;59.76;20-Aug-2026
118869;Taurus Banking & Financial Services Fund - Direct Plan - Payout of Income Distribution cum Capital Withdrawal option;Direct Plan;Income Distribution cum Capital Withdrawal;INF044D01CO0;INF044D01CP7;59.07;20-Aug-2026
117312;Taurus Banking & Financial Services Fund - Regular Plan - Growth;Regular Plan;Growth;INF044D01BI4;;53.04;20-Aug-2026
117313;Taurus Banking & Financial Services Fund - Regular Plan - Payout of Income Distribution cum Capital Withdrawal option;Regular Plan;Income Distribution cum Capital Withdrawal;INF044D01BJ2;INF044D01BK0;47.48;20-Aug-2026
111903;Taurus Ethical Fund -  Regular Plan - Bonus Option;Regular Plan;Bonus;INF044D01823;;129.79;20-Aug-2026
118876;Taurus Ethical Fund - Direct Plan - Growth;Direct Plan;Growth;INF044D01CJ0;;148.50;20-Aug-2026
118877;Taurus Ethical Fund - Direct Plan - Payout of Income Distribution cum Capital Withdrawal option;Direct Plan;Income Distribution cum Capital Withdrawal;INF044D01CK8;INF044D01CL6;99.69;20-Aug-2026
111787;Taurus Ethical Fund - Regular Plan - Growth;Regular Plan;Growth;INF044D01864;;129.81;20-Aug-2026
111788;Taurus Ethical Fund - Regular Plan - Payout of Income Distribution cum Capital Withdrawal option;Regular Plan;Income Distribution cum Capital Withdrawal;INF044D01831;INF044D01849;87.75;20-Aug-2026
118878;Taurus Ethical Fund-Direct Plan-Bonus Option #;Direct Plan;Bonus;INF044D01CM4;;48.67;20-Aug-2026
118879;Taurus Infrastructure Fund - Direct Plan - Growth ;Direct Plan;Growth;INF044D01CD3;;68.53;20-Aug-2026
118880;Taurus Infrastructure Fund - Direct Plan - Payout of Income Distribution cum Capital Withdrawal option;Direct Plan;Income Distribution cum Capital Withdrawal;INF044D01CE1;INF044D01CF8;63.83;20-Aug-2026
105417;Taurus Infrastructure Fund - Regular Plan - Growth;Regular Plan;Growth;INF044D01906;;63.48;20-Aug-2026
105418;Taurus Infrastructure Fund - Regular Plan - Payout of Income Distribution cum Capital Withdrawal option;Regular Plan;Income Distribution cum Capital Withdrawal;INF044D01872;INF044D01880;59.63;20-Aug-2026

The Wealth Company Mutual Fund
153895;THE WEALTH COMPANY ETHICAL FUND DIRECT GROWTH;Direct Plan;Growth;INF2F0001214;;10.0462;20-Aug-2026
153898;THE WEALTH COMPANY ETHICAL FUND DIRECT IDCW;Direct Plan;IDCW;INF2F0001206;INF2F0001198;10.0467;20-Aug-2026
153897;THE WEALTH COMPANY ETHICAL FUND REGULAR GROWTH;Regular Plan;Growth;INF2F0001248;;9.917;20-Aug-2026
153896;THE WEALTH COMPANY ETHICAL FUND REGULAR IDCW;Regular Plan;IDCW;INF2F0001230;INF2F0001222;9.9165;20-Aug-2026

Open Ended Schemes ( Equity Scheme - ELSS )


ICICI Prudential Mutual Fund
120592;ICICI Prudential ELSS Tax Saver Fund - Direct Plan - Growth;Direct Plan;Growth;INF109K01Y31;;1057.53;20-Aug-2026
120593;ICICI Prudential ELSS Tax Saver Fund - Direct Plan - IDCW;Direct Plan;IDCW;INF109K01Y15;INF109K01Y23;45.41;20-Aug-2026
100354;ICICI Prudential ELSS Tax Saver Fund - Growth;Regular Plan;Growth;INF109K01464;;946.38;20-Aug-2026
100353;ICICI Prudential ELSS Tax Saver Fund - IDCW;Regular Plan;IDCW;INF109K01FN1;INF109K01472;21.55;20-Aug-2026

Quantum Mutual Fund
111549;Quantum ELSS Tax Saver Fund - Direct Plan Growth Option;Direct Plan;Growth Option;INF082J01069;;126.04;20-Aug-2026
111550;Quantum ELSS Tax Saver Fund - Direct Plan IDCW;Direct Plan;IDCW;INF082J01077;INF082J01085;125.22;20-Aug-2026
141070;Quantum ELSS Tax Saver Fund - Regular Plan Growth Option;Regular Plan;Growth Option;INF082J01366;;118.69;20-Aug-2026
141071;Quantum ELSS Tax Saver Fund - Regular Plan IDCW;Regular Plan;IDCW;INF082J01374;;117.88;20-Aug-2026

Taurus Mutual Fund
118866;Taurus ELSS Tax Saver Fund - Direct Plan - Growth;Direct Plan;Growth;INF044D01CG6;INF044D01AA3;200.45;20-Aug-2026
118867;Taurus ELSS Tax Saver Fund - Direct Plan - Payout of Income Distribution cum Capital Withdrawal option;Direct Plan;Income Distribution cum Capital Withdrawal;INF044D01CH4;INF044D01CI2;92.38;20-Aug-2026
100480;Taurus ELSS Tax Saver Fund - Regular Plan - Growth;Regular Plan;Growth;INF044D01AC9;;182.65;20-Aug-2026
108402;Taurus ELSS Tax Saver Fund - Regular Plan - Payout of Income Distribution cum Capital Withdrawal option;Regular Plan;Income Distribution cum Capital Withdrawal;INF044D01997;;85.57;20-Aug-2026

Open Ended Schemes ( Debt Scheme - Overnight Fund )


ICICI Prudential Mutual Fund
145547;ICICI Prudential Overnight Fund - Daily IDCW;Regular Plan;Daily IDCW;;INF109KC18E1;1000.0050;20-Aug-2026
145537;ICICI Prudential Overnight Fund - Direct Plan - Daily IDCW;Direct Plan;Daily IDCW;;INF109KC12G9;1000.0050;20-Aug-2026
145536;ICICI Prudential Overnight Fund - Direct Plan - Growth;Direct Plan;Growth;INF109KC11G1;;1480.4983;20-Aug-2026
149411;ICICI Prudential Overnight fund - Direct Plan - Unclaimed IDCW Stable Scheme;Direct Plan;Unclaimed IDCW Stable Scheme;INF109KC18H4;;1000.0000;20-Aug-2026
149408;ICICI Prudential Overnight fund - Direct Plan - Unclaimed IDCW Transitory Scheme;Direct Plan;Unclaimed IDCW Transitory Scheme	;INF109KC16H8;;1306.2702;20-Aug-2026
149409;ICICI Prudential Overnight fund - Direct Plan - Unclaimed Redemption Stable Scheme;Direct Plan;Unclaimed Redemption Stable Scheme;INF109KC17H6;;1000.0000;20-Aug-2026
149410;ICICI Prudential Overnight fund - Direct Plan - Unclaimed Redemption Transitory Scheme;Direct Plan;Unclaimed Redemption Transitory Scheme;INF109KC15H0;;1306.2826;20-Aug-2026
145539;ICICI Prudential Overnight Fund - Direct Plan - Weekly IDCW;Direct Plan;Weekly IDCW;INF109KC16G0;INF109KC15G2;1000.4143;20-Aug-2026
145535;ICICI Prudential Overnight Fund - Growth;Regular Plan;Growth;INF109KC17E3;;1471.0659;20-Aug-2026
