Scheme Code;NAV Name;Plan;Option;ISIN Div Payout/ISIN Growth;ISIN Div Reinvestment;Net Asset Value;Date
148505;Sundaram Large Cap Fund (Formerly Known as Sundaram Blue Chip Fund)  Regular Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW);Regular Plan;IDCW (Income Distribution CUM Capital Withdrawal);INF903JA1JA4;;15.3101;25-Aug-2026
148508;Sundaram Large Cap Fund (Formerly Known as Sundaram Blue Chip Fund) Direct Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW);Direct Plan;IDCW (Income Distribution CUM Capital Withdrawal);INF903JA1JD8;;16.6912;25-Aug-2026
148506;Sundaram Large Cap Fund (Formerly Known as Sundaram Blue Chip Fund) Regular Plan - Reinvestment of Income Distribution cum Capital Withdrawal (IDCW);Regular Plan;IDCW (Income Distribution CUM Capital Withdrawal);;INF903JA1JB2;15.3101;25-Aug-2026
148507;Sundaram Large Cap Fund (Formerly Known as Sundaram Blue Chip Fund)Direct Plan - Growth;Direct Plan;GROWTH;INF903JA1JC0;;22.9887;25-Aug-2026
148504;Sundaram Large Cap Fund(Formerly Known as Sundaram Blue Chip Fund) Regular Plan - Growth;Regular Plan;GROWTH;INF903JA1IZ3;;21.1200;25-Aug-2026

Taurus Mutual Fund
118870;Taurus Large Cap Fund - Direct Plan - Growth;Direct Plan;Growth;INF044D01BX3;;178.70;25-Aug-2026
118871;Taurus Large Cap Fund - Direct Plan - Payout of Income Distribution cum Capital Withdrawal option;Direct Plan;Income Distribution cum Capital Withdrawal;INF044D01BY1;INF044D01BZ8;78.71;25-Aug-2026
101209;Taurus Large Cap Fund - Regular Plan - Growth;Regular Plan;Growth;INF044D01773;;168.52;25-Aug-2026
108403;Taurus Large Cap Fund - Regular Plan - Payout of Income Distribution cum Capital Withdrawal option;Regular Plan;Income Distribution cum Capital Withdrawal;INF044D01740;INF044D01757;73.82;25-Aug-2026

Open Ended Schemes ( Equity Scheme - Large & Mid Cap Fund )


Abakkus Mutual Fund
154477;Abakkus Large & Mid Cap Fund - Direct  Plan - Growth;Direct Plan;Growth;INF2JJD01193;;10.0880;25-Aug-2026
154478;Abakkus Large & Mid Cap Fund - Regular Plan - Growth;Regular Plan;Growth;INF2JJD01201;;10.0780;25-Aug-2026

Canara Robeco Mutual Fund
118278;CANARA ROBECO LARGE AND MID CAP FUND - DIRECT PLAN - GROWTH OPTION;Direct Plan;GROWTH OPTION;INF760K01EI4;;304.5500;25-Aug-2026
118277;CANARA ROBECO LARGE AND MID CAP FUND - DIRECT PLAN - IDCW (Payout/Reinvestment);Direct Plan;IDCW (Payout/Reinvestment);INF760K01EG8;INF760K01EH6;131.4300;25-Aug-2026
102920;CANARA ROBECO LARGE AND MID CAP FUND - REGULAR PLAN - GROWTH OPTION;Regular Plan;GROWTH OPTION;INF760K01167;;262.9800;25-Aug-2026
102921;CANARA ROBECO LARGE AND MID CAP FUND - REGULAR PLAN - IDCW (Payout/Reinvestment);Regular Plan;IDCW (Payout/Reinvestment);INF760K01175;INF760K01183;85.4200;25-Aug-2026

Sundaram Mutual Fund
119565;Sundaram Large and Midcap Direct Plan - Income Distribution cum Capital Withdrawal (IDCW);Direct Plan;IDCW (Income Distribution CUM Capital Withdrawal);INF903J01PP3;INF903J01PQ1;37.5373;25-Aug-2026
119566;Sundaram Large and Midcap Fund Direct Plan - Growth;Direct Plan;GROWTH;INF903J01PR9;;108.8141;25-Aug-2026
105001;Sundaram Large and Midcap Fund Regular Plan - Growth;Regular Plan;GROWTH;INF903J01DT1;;95.6240;25-Aug-2026
105000;Sundaram Large and Midcap Regular Plan - Income Distribution cum Capital Withdrawal (IDCW);Regular Plan;IDCW (Income Distribution CUM Capital Withdrawal);INF903J01DU9;INF903J01DV7;32.2728;25-Aug-2026

Open Ended Schemes ( Equity Scheme - Mid Cap Fund )


Canara Robeco Mutual Fund
150817;Canara Robeco Mid Cap Fund- Direct Plan- Growth Option;Direct Plan;Growth Option;INF760K01KI1;;19.8500;25-Aug-2026
150818;Canara Robeco Mid Cap Fund- Direct Plan- IDCW;Direct Plan;IDCW;INF760K01KK7;INF760K01KJ9;18.2800;25-Aug-2026
150816;Canara Robeco Mid Cap Fund- Regular Plan- Growth Option;Regular Plan;Growth Option;INF760K01KL5;;18.8500;25-Aug-2026
150819;Canara Robeco Mid Cap Fund- Regular Plan- IDCW;Regular Plan;IDCW;INF760K01KN1;INF760K01KM3;17.3400;25-Aug-2026

Sundaram Mutual Fund
119581;Sundaram Mid Cap Fund Direct Plan - Growth;Direct Plan;GROWTH;INF903J01MJ3;;1687.9836;25-Aug-2026
119582;Sundaram Mid Cap Fund Direct Plan - Income Distribution cum Capital Withdrawal (IDCW);Direct Plan;IDCW (Income Distribution CUM Capital Withdrawal);INF903J01MH7;INF903J01MI5;73.9231;25-Aug-2026
101539;Sundaram Mid Cap Fund Regular Plan - Growth;Regular Plan;GROWTH;INF903J01173;;1531.8123;25-Aug-2026
101538;Sundaram Mid Cap Fund Regular Plan - Income Distribution cum Capital Withdrawal (IDCW);Regular Plan;IDCW (Income Distribution CUM Capital Withdrawal);INF903J01181;INF903J01199;66.1106;25-Aug-2026

Taurus Mutual Fund
118872;Taurus Mid Cap Fund - Direct Plan - Growth;Direct Plan;Growth;INF044D01CA9;;136.71;25-Aug-2026
118873;Taurus Mid Cap Fund - Direct Plan - Payout of Income Distribution cum Capital Withdrawal option;Direct Plan;Income Distribution cum Capital Withdrawal;INF044D01CB7;INF044D01CC5;121.44;25-Aug-2026
100477;Taurus Mid Cap Fund - Regular Plan - Growth;Regular Plan;Growth;INF044D01815;;128.84;25-Aug-2026
111642;Taurus Mid Cap Fund - Regular Plan - Payout of Income Distribution cum Capital Withdrawal option;Regular Plan;Income Distribution cum Capital Withdrawal;INF044D01781;INF044D01799;114.84;25-Aug-2026

Open Ended Schemes ( Equity Scheme - Small Cap Fund )


Abakkus Mutual Fund
154215;Abakkus Small Cap Fund - Direct Plan - Growth;Direct Plan;Growth;INF2JJD01177;;12.6390;25-Aug-2026
154214;Abakkus Small Cap Fund - Regular  Plan - Growth;Regular Plan;Growth;INF2JJD01185;;12.5640;25-Aug-2026

Canara Robeco Mutual Fund
146130;CANARA ROBECO SMALL CAP FUND - DIRECT PLAN - GROWTH OPTION;Direct Plan;GROWTH OPTION;INF760K01JC6;;46.4800;25-Aug-2026
146131;CANARA ROBECO SMALL CAP FUND - DIRECT PLAN - IDCW (Payout/Reinvestment);Direct Plan;IDCW (Payout/Reinvestment);INF760K01JD4;INF760K01JE2;40.2600;25-Aug-2026
146127;CANARA ROBECO SMALL CAP FUND - REGULAR PLAN - GROWTH OPTION;Regular Plan;GROWTH OPTION;INF760K01JF9;;41.5300;25-Aug-2026
146128;CANARA ROBECO SMALL CAP FUND - REGULAR PLAN - IDCW (Payout/Reinvestment);Regular Plan;IDCW (Payout/Reinvestment);INF760K01JG7;INF760K01JH5;35.5500;25-Aug-2026

Sundaram Mutual Fund
119589;Sundaram Small Cap Fund Direct Plan - Growth;Direct Plan;GROWTH;INF903J01NK9;;336.0028;25-Aug-2026
119588;Sundaram Small Cap Fund Direct Plan - Income Distribution cum Capital Withdrawal (IDCW);Direct Plan;GROWTH;INF903J01NI3;INF903J01NJ1;41.4099;25-Aug-2026
100795;Sundaram Small Cap Fund Regular Plan - Growth;Regular Plan;IDCW (Income Distribution CUM Capital Withdrawal);INF903J01470;;299.9251;25-Aug-2026
100794;Sundaram Small Cap Fund Regular Plan - Income Distribution cum Capital Withdrawal (IDCW);Regular Plan;GROWTH;INF903J01454;INF903J01462;35.9501;25-Aug-2026

Open Ended Schemes ( Equity Scheme - Dividend Yield Fund )


Sundaram Mutual Fund
149700;Sundaram Dividend Yield Fund (Formerly Known as Principal Dividend Yield Fund) - Direct Plan - Growth Option;Direct Plan;GROWTH;INF173K01EV3;;146.2192;25-Aug-2026
149699;Sundaram Dividend Yield Fund (Formerly Known as Principal Dividend Yield Fund)- Direct Plan - Income Distribution CUM Capital Withdrawal Option;Direct Plan;IDCW (Income Distribution CUM Capital Withdrawal);INF173K01ES9;INF173K01ET7;61.0313;25-Aug-2026
149698;Sundaram Dividend Yield Fund (Formerly Known as Principal Dividend Yield Fund)- Income Distribution CUM Capital Withdrawal Plan;Regular Plan;IDCW (Income Distribution CUM Capital Withdrawal);INF173K01AD9;INF173K01AE7;35.9541;25-Aug-2026
149697;Sundaram Dividend Yield Fund (Formerly Known as Principal Dividend Yield Fund)-Growth Plan;Regular Plan;GROWTH;INF173K01AC1;;132.2293;25-Aug-2026

Open Ended Schemes ( Equity Scheme - Value Fund )


Canara Robeco Mutual Fund
149085;Canara Robeco Value Fund - Direct Plan - Growth Option;Direct Plan;Growth Option;INF760K01JW4;;19.7700;25-Aug-2026
149086;Canara Robeco Value Fund - Direct Plan - IDCW (Payout/Reinvestment);Direct Plan;IDCW (Payout/Reinvestment);INF760K01JY0;INF760K01JX2;17.6600;25-Aug-2026
149088;Canara Robeco Value Fund - Regular Plan - Growth Option;Regular Plan;Growth Option;INF760K01JZ7;;18.3000;25-Aug-2026
149087;Canara Robeco Value Fund - Regular Plan - IDCW (Payout/Reinvestment);Regular Plan;IDCW (Payout/Reinvestment);INF760K01KB6;INF760K01KA8;16.3500;25-Aug-2026

Sundaram Mutual Fund
119549;Sundaram Value Fund Direct Plan - Growth;Direct Plan;GROWTH;INF903J01NN3;;226.9335;25-Aug-2026
119548;Sundaram Value Fund Direct Plan - Income Distribution cum Capital Withdrawal (IDCW);Direct Plan;IDCW (Income Distribution CUM Capital Withdrawal);INF903J01NL7;INF903J01NM5;18.5669;25-Aug-2026
101853;Sundaram Value Fund Regular Plan - Growth;Regular Plan;GROWTH;INF903J01538;;212.9692;25-Aug-2026
100614;Sundaram Value Fund Regular Plan - Income Distribution cum Capital Withdrawal (IDCW);Regular Plan;IDCW (Income Distribution CUM Capital Withdrawal);INF903J01512;INF903J01520;15.1848;25-Aug-2026

Open Ended Schemes ( Equity Scheme - Focused Fund )


Canara Robeco Mutual Fund
148883;Canara Robeco Focused Fund - Direct Plan - Growth Option;Direct Plan;Growth Option;INF760K01JQ6;;21.9100;25-Aug-2026
148882;Canara Robeco Focused Fund - Direct Plan - IDCW (Payout/Reinvestment);Direct Plan;IDCW (Payout/Reinvestment);INF760K01JS2;INF760K01JR4;18.6300;25-Aug-2026
148884;Canara Robeco Focused Fund - Regular Plan - Growth Option;Regular Plan;Growth Option;INF760K01JT0;;20.2000;25-Aug-2026
148885;Canara Robeco Focused Fund - Regular Plan - IDCW (Payout/Reinvestment);Regular Plan;IDCW (Payout/Reinvestment);INF760K01JV6;INF760K01JU8;17.1000;25-Aug-2026

Old Bridge Mutual Fund
152358;Old Bridge Focused Fund - Direct Growth;Direct Plan;Direct Growth;INF0S5R01042;;14.28;25-Aug-2026
152359;Old Bridge Focused Fund - Direct IDCW;Direct Plan;Direct - IDCW;INF0S5R01059;INF0S5R01067;14.28;25-Aug-2026
152361;Old Bridge Focused Fund - Regular Growth;Regular Plan;Regular Growth;INF0S5R01034;;13.90;25-Aug-2026
152363;Old Bridge Focused Fund - Regular IDCW;Regular Plan;Regular IDCW;INF0S5R01018;INF0S5R01026;13.90;25-Aug-2026

Sundaram Mutual Fund
149533;Sundaram Focused Fund (Formerly Known as Principal Focused Multicap Fund)- Direct Plan - Growth Option;Direct Plan;GROWTH;INF173K01EK6;;188.3450;25-Aug-2026
149534;Sundaram Focused Fund (Formerly Known as Principal Focused Multicap Fund)- Direct Plan - Income Distribution CUM Capital Withdrawal Option (IDCW);Direct Plan;IDCW (Income Distribution CUM Capital Withdrawal);INF173K01EM2;INF173K01EL4;44.1403;25-Aug-2026
149531;Sundaram Focused Fund (Formerly Known as Principal Focused Multicap Fund)- Income Distribution CUM Capital Withdrawal Option (IDCW);Regular Plan;IDCW (Income Distribution CUM Capital Withdrawal);INF173K01197;INF173K01205;40.1240;25-Aug-2026
149532;Sundaram Focused Fund (Formerly Known as Principal Focused Multicap Fund)-Growth Option;Regular Plan;GROWTH;INF173K01189;;168.2366;25-Aug-2026

Open Ended Schemes ( Equity Scheme - Sectoral/ Thematic )


Canara Robeco Mutual Fund
154250;Canara Robeco Banking and Financials Services Fund - Direct Plan - Growth;Direct Plan;Growth;INF760K01LN9;;11.2100;25-Aug-2026
154251;Canara Robeco Banking and Financials Services Fund - Direct Plan - IDCW;Direct Plan;IDCW;INF760K01LP4;INF760K01LR0;11.2100;25-Aug-2026
154248;Canara Robeco Banking and Financials Services Fund - Regular Plan - Growth;Regular Plan;Growth;INF760K01LM1;;11.1300;25-Aug-2026
154249;Canara Robeco Banking and Financials Services Fund - Regular Plan - IDCW;Regular Plan;IDCW;INF760K01LO7;INF760K01LQ2;11.1300;25-Aug-2026
118273;CANARA ROBECO CONSUMPTION FUND - DIRECT PLAN - GROWTH OPTION;Direct Plan;GROWTH OPTION;INF760K01DU1;;128.9400;25-Aug-2026
118274;CANARA ROBECO CONSUMPTION FUND - DIRECT PLAN - IDCW (Payout/Reinvestment);Direct Plan;IDCW (Payout/Reinvestment);INF760K01DS5;INF760K01DT3;83.6800;25-Aug-2026
112152;CANARA ROBECO CONSUMPTION FUND - REGULAR PLAN - GROWTH OPTION;Regular Plan;GROWTH OPTION;INF760K01241;;110.6200;25-Aug-2026
112153;CANARA ROBECO CONSUMPTION FUND - REGULAR PLAN - IDCW (Payout/Reinvestment);Regular Plan;IDCW (Payout/Reinvestment);INF760K01225;INF760K01233;45.1900;25-Aug-2026
118267;CANARA ROBECO INFRASTRUCTURE FUND - DIRECT PLAN - GROWTH OPTION;Direct Plan;GROWTH OPTION;INF760K01FO9;;193.6500;25-Aug-2026
118268;CANARA ROBECO INFRASTRUCTURE FUND - DIRECT PLAN - IDCW (Payout/Reinvestment);Direct Plan;IDCW (Payout/Reinvestment);INF760K01FM3;INF760K01FN1;92.4600;25-Aug-2026
103390;CANARA ROBECO INFRASTRUCTURE FUND - REGULAR PLAN - GROWTH OPTION;Regular Plan;GROWTH OPTION;INF760K01274;;169.8500;25-Aug-2026
103389;CANARA ROBECO INFRASTRUCTURE FUND - REGULAR PLAN - IDCW (Payout/Reinvestment);Regular Plan;IDCW (Payout/Reinvestment);INF760K01258;INF760K01266;65.2000;25-Aug-2026
152450;Canara Robeco Manufacturing Fund - Direct Plan - Growth Option;Direct Plan;Growth Option;INF760K01KZ5;;14.7200;25-Aug-2026
152449;Canara Robeco Manufacturing Fund - Direct Plan - IDWC Option;Direct Plan;IDWC Option;INF760K01KY8;INF760K01KX0;14.7200;25-Aug-2026
152447;Canara Robeco Manufacturing Fund - Regular Plan - Growth Option;Regular Plan;Growth Option;INF760K01KU6;;14.2300;25-Aug-2026
152448;Canara Robeco Manufacturing Fund -Regular Plan - IDWC Option;Regular Plan;IDWC Option;INF760K01KW2;INF760K01KV4;14.2200;25-Aug-2026

Sundaram Mutual Fund
152677;Sundaram Business Cycle Fund Direct Plan Growth;Direct Plan;GROWTH;INF903JA1LQ6;;12.0441;25-Aug-2026
152676;Sundaram Business Cycle Fund Direct Plan IDCW Payout;Direct Plan;IDCW (Income Distribution CUM Capital Withdrawal);INF903JA1LR4;;12.0441;25-Aug-2026
152673;Sundaram Business Cycle Fund Direct Plan IDCW Reinvestment;Direct Plan;IDCW (Income Distribution CUM Capital Withdrawal);;INF903JA1LS2;12.0441;25-Aug-2026
152678;Sundaram Business Cycle Fund Regular Plan Growth;Regular Plan;GROWTH;INF903JA1LN3;;11.6457;25-Aug-2026
152674;Sundaram Business Cycle Fund Regular Plan IDCW Payout;Regular Plan;IDCW (Income Distribution CUM Capital Withdrawal);INF903JA1LO1;;11.6457;25-Aug-2026
152675;Sundaram Business Cycle Fund Regular Plan IDCW Reinvestment;Regular Plan;IDCW (Income Distribution CUM Capital Withdrawal);;INF903JA1LP8;11.6457;25-Aug-2026
119595;Sundaram Consumption Fund (Formerly Known as Sundaram Rural and Consumption Fund Direct Plan - Growth);Direct Plan;GROWTH;INF903J01NH5;;109.4425;25-Aug-2026
103743;Sundaram Consumption Fund (Formerly Known as Sundaram Rural and Consumption Fund Regular Plan - Income Distribution cum Capital Withdrawal (IDCW);Regular Plan;IDCW (Income Distribution CUM Capital Withdrawal);INF903J01546;INF903J01553;25.8374;25-Aug-2026
119594;Sundaram Consumption Fund (Formerly Known asSundaram Rural and Consumption Fund Direct Plan - Income Distribution cum Capital Withdrawal (IDCW);Direct Plan;IDCW (Income Distribution CUM Capital Withdrawal);INF903J01NF9;INF903J01NG7;29.1039;25-Aug-2026
102142;Sundaram Consumption Fund(Formerly Known as Sundaram Rural and Consumption Fund Regular Plan - Growth);Regular Plan;GROWTH;INF903J01561;;98.8581;25-Aug-2026
119597;Sundaram Financial Services Opportunities Fund Direct Plan - Growth;Direct Plan;GROWTH;INF903J01NB8;;125.8051;25-Aug-2026
119596;Sundaram Financial Services Opportunities Fund Direct Plan - Income Distribution cum Capital Withdrawal (IDCW);Direct Plan;IDCW (Income Distribution CUM Capital Withdrawal);INF903J01MZ9;INF903J01NA0;34.3070;25-Aug-2026
109059;Sundaram Financial Services Opportunities Fund Regular Plan - Growth;Regular Plan;GROWTH;INF903J01629;;109.8844;25-Aug-2026
109058;Sundaram Financial Services Opportunities Fund Regular Plan - Income Distribution cum Capital Withdrawal (IDCW);Regular Plan;IDCW (Income Distribution CUM Capital Withdrawal);INF903J01603;INF903J01611;29.4487;25-Aug-2026
129212;Sundaram Infrastructure Advantage Fund Direct Plan - Growth;Direct Plan;GROWTH;INF903J01F92;;110.1342;25-Aug-2026
129211;Sundaram Infrastructure Advantage Fund Direct Plan - Income Distribution cum Capital Withdrawal (IDCW);Direct Plan;IDCW (Income Distribution CUM Capital Withdrawal);INF903J01G00;INF903J01G18;63.4121;25-Aug-2026
129213;Sundaram Infrastructure Advantage Fund Regular Plan - Growth;Regular Plan;GROWTH;INF903J01F68;;102.3986;25-Aug-2026
129210;Sundaram Infrastructure Advantage Fund Regular Plan - Income Distribution cum Capital Withdrawal (IDCW);Regular Plan;IDCW (Income Distribution CUM Capital Withdrawal);INF903J01F76;INF903J01F84;58.6427;25-Aug-2026
153669;Sundaram Multi-Factor Fund - Direct - Growth;Direct Plan;GROWTH;INF903JA1LV6;;10.0567;25-Aug-2026
153670;Sundaram Multi-Factor Fund - Direct - IDCW Payout;Direct Plan;IDCW (Income Distribution CUM Capital Withdrawal);INF903JA1LU8;;10.0567;25-Aug-2026
153666;Sundaram Multi-Factor Fund - Direct - IDCW Reinvestment;Direct Plan;IDCW (Income Distribution CUM Capital Withdrawal);;INF903JA1LT0;10.0567;25-Aug-2026
153667;Sundaram Multi-Factor Fund - Regular - Growth;Regular Plan;GROWTH;INF903JA1LY0;;9.8825;25-Aug-2026
153671;Sundaram Multi-Factor Fund - Regular - IDCW Payout;Regular Plan;IDCW (Income Distribution CUM Capital Withdrawal);INF903JA1LX2;;9.8825;25-Aug-2026
153668;Sundaram Multi-Factor Fund - Regular - IDCW Reinvestment;Regular Plan;IDCW (Income Distribution CUM Capital Withdrawal);;INF903JA1LW4;9.8825;25-Aug-2026

Taurus Mutual Fund
118868;Taurus Banking & Financial Services Fund - Direct Plan - Growth;Direct Plan;Growth;INF044D01CN2;;59.92;25-Aug-2026
118869;Taurus Banking & Financial Services Fund - Direct Plan - Payout of Income Distribution cum Capital Withdrawal option;Direct Plan;Income Distribution cum Capital Withdrawal;INF044D01CO0;INF044D01CP7;59.23;25-Aug-2026
117312;Taurus Banking & Financial Services Fund - Regular Plan - Growth;Regular Plan;Growth;INF044D01BI4;;53.18;25-Aug-2026
117313;Taurus Banking & Financial Services Fund - Regular Plan - Payout of Income Distribution cum Capital Withdrawal option;Regular Plan;Income Distribution cum Capital Withdrawal;INF044D01BJ2;INF044D01BK0;47.61;25-Aug-2026
111903;Taurus Ethical Fund -  Regular Plan - Bonus Option;Regular Plan;Bonus;INF044D01823;;129.35;25-Aug-2026
118876;Taurus Ethical Fund - Direct Plan - Growth;Direct Plan;Growth;INF044D01CJ0;;148.03;25-Aug-2026
118877;Taurus Ethical Fund - Direct Plan - Payout of Income Distribution cum Capital Withdrawal option;Direct Plan;Income Distribution cum Capital Withdrawal;INF044D01CK8;INF044D01CL6;99.37;25-Aug-2026
111787;Taurus Ethical Fund - Regular Plan - Growth;Regular Plan;Growth;INF044D01864;;129.37;25-Aug-2026
111788;Taurus Ethical Fund - Regular Plan - Payout of Income Distribution cum Capital Withdrawal option;Regular Plan;Income Distribution cum Capital Withdrawal;INF044D01831;INF044D01849;87.45;25-Aug-2026
118878;Taurus Ethical Fund-Direct Plan-Bonus Option #;Direct Plan;Bonus;INF044D01CM4;;48.51;25-Aug-2026
118879;Taurus Infrastructure Fund - Direct Plan - Growth ;Direct Plan;Growth;INF044D01CD3;;68.90;25-Aug-2026
118880;Taurus Infrastructure Fund - Direct Plan - Payout of Income Distribution cum Capital Withdrawal option;Direct Plan;Income Distribution cum Capital Withdrawal;INF044D01CE1;INF044D01CF8;64.17;25-Aug-2026
105417;Taurus Infrastructure Fund - Regular Plan - Growth;Regular Plan;Growth;INF044D01906;;63.82;25-Aug-2026
105418;Taurus Infrastructure Fund - Regular Plan - Payout of Income Distribution cum Capital Withdrawal option;Regular Plan;Income Distribution cum Capital Withdrawal;INF044D01872;INF044D01880;59.94;25-Aug-2026

Open Ended Schemes ( Equity Scheme - ELSS )


Canara Robeco Mutual Fund
118285;CANARA ROBECO ELSS TAX SAVER - DIRECT PLAN - GROWTH OPTION;Direct Plan;GROWTH OPTION;INF760K01EL8;;205.2700;25-Aug-2026
118286;CANARA ROBECO ELSS TAX SAVER - DIRECT PLAN - IDCW (Payout);Direct Plan;IDCW (Payout);INF760K01EJ2;INF760K01EK0;79.5900;25-Aug-2026
111722;CANARA ROBECO ELSS TAX SAVER - REGULAR PLAN - GROWTH OPTION;Regular Plan;GROWTH OPTION;INF760K01100;;181.4000;25-Aug-2026
100593;CANARA ROBECO ELSS TAX SAVER - REGULAR PLAN -IDCW (Payout);Regular Plan;IDCW (Payout);INF760K01084;INF760K01092;48.5200;25-Aug-2026

Sundaram Mutual Fund
149571;Sundaram ELSS Tax Saver Fund Direct Plan - Income Distribution CUM Capital Withdrawal Option (IDCW);Direct Plan;IDCW (Income Distribution CUM Capital Withdrawal);INF173K01NN1;;517.4034;25-Aug-2026
149570;Sundaram ELSS Tax Saver Fund Direct Plan Growth;Direct Plan;GROWTH;INF173K01HZ7;;540.2947;25-Aug-2026
149569;Sundaram ELSS Tax Saver Fund Regular Growth;Regular Plan;GROWTH;INF173K01361;;502.3173;25-Aug-2026
149572;Sundaram ELSS Tax Saver Fund Regular Plan - Income Distribution CUM Capital Withdrawal Option (IDCW);Regular Plan;IDCW (Income Distribution CUM Capital Withdrawal);INF173K01NM3;;386.1372;25-Aug-2026

Taurus Mutual Fund
118866;Taurus ELSS Tax Saver Fund - Direct Plan - Growth;Direct Plan;Growth;INF044D01CG6;INF044D01AA3;201.99;25-Aug-2026
118867;Taurus ELSS Tax Saver Fund - Direct Plan - Payout of Income Distribution cum Capital Withdrawal option;Direct Plan;Income Distribution cum Capital Withdrawal;INF044D01CH4;INF044D01CI2;93.09;25-Aug-2026
100480;Taurus ELSS Tax Saver Fund - Regular Plan - Growth;Regular Plan;Growth;INF044D01AC9;;184.04;25-Aug-2026
108402;Taurus ELSS Tax Saver Fund - Regular Plan - Payout of Income Distribution cum Capital Withdrawal option;Regular Plan;Income Distribution cum Capital Withdrawal;INF044D01997;;86.22;25-Aug-2026

Open Ended Schemes ( Debt Scheme - Overnight Fund )


Canara Robeco Mutual Fund
147532;CANARA ROBECO OVERNIGHT FUND - DIRECT PLAN - DAILY IDCW (Reinvestment);Direct Plan;DAILY IDCW (Reinvestment);;INF760K01JN3;1001.0012;25-Aug-2026
147531;CANARA ROBECO OVERNIGHT FUND - DIRECT PLAN - GROWTH OPTION;Direct Plan;GROWTH OPTION;INF760K01JM5;;1419.1914;25-Aug-2026
147533;CANARA ROBECO OVERNIGHT FUND - REGULAR PLAN - DAILY IDCW (Reinvestment);Regular Plan;DAILY IDCW (Reinvestment);;INF760K01JP8;1001.0000;25-Aug-2026
147534;CANARA ROBECO OVERNIGHT FUND - REGULAR PLAN - GROWTH OPTION;Regular Plan;GROWTH OPTION;INF760K01JO1;;1417.5675;25-Aug-2026

Sundaram Mutual Fund
146963;Sundaram Overnight Fund Direct Plan - Growth;Direct Plan;GROWTH;INF903JA1HG5;;1460.1140;25-Aug-2026
