Scheme Code;NAV Name;Plan;Option;ISIN Div Payout/ISIN Growth;ISIN Div Reinvestment;Net Asset Value;Date
151788;quant BFSI Fund - Growth Option - Regular Plan;Regular Plan;Growth Option;INF966L01CA6;;21.0287;26-Aug-2026
151790;quant BFSI Fund - IDCW Option - Direct Plan;Direct Plan;IDCW Option;INF966L01BY8;INF966L01BZ5;22.1573;26-Aug-2026
151789;quant BFSI Fund - IDCW Option - Regular Plan;Regular Plan;IDCW Option;INF966L01CB4;INF966L01CC2;21.0271;26-Aug-2026
151757;quant Business Cycle Fund - Growth Option - Direct Plan;Direct Plan;Growth Option;INF966L01BR2;;17.3189;26-Aug-2026
151758;quant Business Cycle Fund - Growth Option - Regular Plan;Regular Plan;Growth Option;INF966L01BU6;;16.4698;26-Aug-2026
151759;quant Business Cycle Fund - IDCW Option - Direct Plan;Direct Plan;IDCW Option;INF966L01BS0;INF966L01BT8;17.306;26-Aug-2026
151760;quant Business Cycle Fund - IDCW Option - Regular Plan;Regular Plan;IDCW Option;INF966L01BV4;INF966L01BW2;16.4855;26-Aug-2026
152255;quant Commodities Fund - Growth Option - Direct Plan;Direct Plan;Growth Option;INF966L01DF3;;15.3877;26-Aug-2026
152256;quant Commodities Fund - Growth Option - Regular Plan;Regular Plan;Growth Option;INF966L01DC0;;14.7831;26-Aug-2026
152257;quant Commodities Fund - IDCW Option - Direct Plan;Direct Plan;IDCW Option;INF966L01DG1;INF966L01DH9;15.3827;26-Aug-2026
152258;quant Commodities Fund - IDCW Option - Regular Plan;Regular Plan;IDCW Option;INF966L01DD8;INF966L01DE6;14.7808;26-Aug-2026
152336;quant Consumption Fund - Growth Option - Direct Plan;Direct Plan;Growth Option;INF966L01DN7;;10.7363;26-Aug-2026
152338;quant Consumption Fund - Growth Option - Regular Plan;Regular Plan;Growth Option;INF966L01DI7;;10.3165;26-Aug-2026
152339;quant Consumption Fund - IDCW Option - Direct Plan;Direct Plan;IDCW Option;INF966L01DO5;INF966L01DP2;10.7411;26-Aug-2026
152337;quant Consumption Fund - IDCW Option - Regular Plan;Regular Plan;IDCW Option;INF966L01DL1;INF966L01DM9;10.3204;26-Aug-2026
148564;quant ESG Integration Strategy Fund - Growth Option - Direct Plan;Direct Plan;Growth Option;INF966L01AD4;;43.1629;26-Aug-2026
148560;quant ESG Integration Strategy Fund - Growth Option - Regular Plan;Regular Plan;Growth Option;INF966L01AB8;;39.4622;26-Aug-2026
148563;quant ESG Integration Strategy Fund - IDCW Option - Direct Plan;Direct Plan;IDCW Option;INF966L01AE2;INF966L01AG7;43.1077;26-Aug-2026
148561;quant ESG Integration Strategy Fund - IDCW Option - Regular Plan;Regular Plan;IDCW Option;INF966L01AC6;INF966L01AF9;39.2706;26-Aug-2026
151853;quant Healthcare Fund - Growth Option - Direct Plan;Direct Plan;Growth Option;INF966L01CD0;;19.2584;26-Aug-2026
151855;quant Healthcare Fund - Growth Option - Regular Plan;Regular Plan;Growth Option;INF966L01CG3;;18.3049;26-Aug-2026
151854;quant Healthcare Fund - IDCW Option - Direct Plan;Direct Plan;IDCW Option;INF966L01CE8;INF966L01CF5;19.2565;26-Aug-2026
151856;quant Healthcare Fund - IDCW Option - Regular Plan;Regular Plan;IDCW Option;INF966L01CH1;INF966L01CI9;18.304;26-Aug-2026
106170;quant Infrastructure Fund - Growth Option;Regular Plan;Growth Option;INF966L01523;;41.992;26-Aug-2026
120833;quant Infrastructure Fund - Growth Option-Direct Plan;Direct Plan;Growth Option;INF966L01721;;46.7016;26-Aug-2026
120832;quant Infrastructure Fund - IDCW Option - Direct Plan;Direct Plan;IDCW Option;INF966L01705;INF966L01713;46.6638;26-Aug-2026
106169;quant Infrastructure Fund - IDCW Option - Regular Plan;Regular Plan;IDCW Option;INF966L01507;INF966L01515;41.898;26-Aug-2026
151916;quant Manufacturing Fund - Growth Option - Direct Plan;Direct Plan;Growth Option;INF966L01CJ7;;17.4574;26-Aug-2026
151913;quant Manufacturing Fund - Growth Option - Regular Plan;Regular Plan;Growth Option;INF966L01CN9;;16.6686;26-Aug-2026
151914;quant Manufacturing Fund - IDCW Option - Direct Plan;Direct Plan;IDCW Option;INF966L01CK5;INF966L01CL3;17.4525;26-Aug-2026
151915;quant Manufacturing Fund - IDCW Option - Regular Plan;Regular Plan;IDCW Option;INF966L01CO7;INF966L01CP4;16.7958;26-Aug-2026
152189;quant Momentum Fund - Growth Option - Direct Plan;Direct Plan;Growth Option;INF966L01CZ3;;15.9601;26-Aug-2026
152190;quant Momentum Fund - Growth Option - Regular Plan;Regular Plan;Growth Option;INF966L01CW0;;15.4072;26-Aug-2026
152192;quant Momentum Fund - IDCW Option - Direct Plan;Direct Plan;IDCW Option;INF966L01DA4;INF966L01DB2;15.9438;26-Aug-2026
152191;quant Momentum Fund - IDCW Option - Regular Plan;Regular Plan;IDCW Option;INF966L01CX8;INF966L01CY6;15.3583;26-Aug-2026
152415;quant PSU Fund - Growth Option - Direct Plan;Direct Plan;Growth Option;INF966L01DT4;;10.9642;26-Aug-2026
152413;quant PSU Fund - Growth Option - Regular Plan;Regular Plan;Growth Option;INF966L01DQ0;;10.583;26-Aug-2026
152416;quant PSU Fund - IDCW Option - Direct Plan;Direct Plan;IDCW Option;INF966L01DU2;INF966L01DV0;10.9705;26-Aug-2026
152414;quant PSU Fund - IDCW Option - Regular Plan;Regular Plan;IDCW Option;INF966L01DR8;INF966L01DS6;10.5827;26-Aug-2026
148925;quant Quantamental Fund - Growth Option - Direct Plan;Direct Plan;Growth Option;INF966L01AK9;;27.1829;26-Aug-2026
148923;quant Quantamental Fund - Growth Option - Regular Plan;Regular Plan;Growth Option;INF966L01AH5;;25.0783;26-Aug-2026
148924;quant Quantamental Fund - IDCW Option - Direct Plan;Direct Plan;IDCW Option;INF966L01AL7;INF966L01AM5;27.3322;26-Aug-2026
148922;quant Quantamental Fund - IDCW Option - Regular Plan;Regular Plan;IDCW Option;INF966L01AI3;INF966L01AJ1;25.1075;26-Aug-2026
152067;quant Teck Fund - Growth Option - Direct Plan;Direct Plan;Growth Option;INF966L01CT6;;11.8027;26-Aug-2026
152070;quant Teck Fund - Growth Option - Regular Plan;Regular Plan;Growth Option;INF966L01CQ2;;11.2612;26-Aug-2026
152068;quant Teck Fund - IDCW Option - Direct Plan;Direct Plan;IDCW Option;INF966L01CU4;INF966L01CV2;11.7963;26-Aug-2026
152069;quant Teck Fund - IDCW Option - Regular Plan;Regular Plan;IDCW Option;INF966L01CR0;INF966L01CS8;11.2628;26-Aug-2026

Quantum Mutual Fund
147372;QUANTUM ESG BEST IN CLASS STRATEGY FUND - DIRECT PLAN - GROWTH OPTION;Direct Plan;Growth Option;INF082J01382;;25.48;26-Aug-2026
147371;QUANTUM ESG BEST IN CLASS STRATEGY FUND - REGULAR PLAN - GROWTH OPTION;Regular Plan;Growth Option;INF082J01390;;23.77;26-Aug-2026
153094;Quantum Ethical Fund - Direct Plan Growth Option;Direct Plan;Growth Option;INF082J01473;;10.38;26-Aug-2026
153095;Quantum Ethical Fund - Regular Plan Growth Option;Regular Plan;Growth Option;INF082J01481;;10.14;26-Aug-2026

Samco Mutual Fund
151753;Samco Active Momentum Fund - Direct Plan - Growth Option;Direct Plan;Growth;INF0K1H01081;;15.82;26-Aug-2026
151752;Samco Active Momentum Fund - Regular Plan - Growth Option;Regular Plan;Growth;INF0K1H01073;;15.14;26-Aug-2026
152586;Samco Special Opportunities Fund - Direct Plan - Growth;Direct Plan;Growth;INF0K1H01180;;9.16;26-Aug-2026
152587;Samco Special Opportunities Fund - Regular Plan - Growth;Regular Plan;Growth;INF0K1H01172;;8.84;26-Aug-2026

SBI Mutual Fund
152657;SBI Automotive Opportunities Fund - Direct Plan - Growth;Direct Plan;Growth;INF200KB1183;;13.9974;26-Aug-2026
152655;SBI Automotive Opportunities Fund - Direct Plan - Income Distribution Cum Capital Withdrawal Option;Direct Plan;IDCW;INF200KB1191;INF200KB1209;13.9970;26-Aug-2026
152658;SBI Automotive Opportunities Fund - Regular Plan - Growth;Regular Plan;Growth;INF200KB1159;;13.6566;26-Aug-2026
152656;SBI Automotive Opportunities Fund - Regular Plan - Income Distribution Cum Capital Withdrawal Option;Regular Plan;IDCW;INF200KB1167;INF200KB1175;13.6568;26-Aug-2026
133859;SBI BANKING & FINANCIAL SERVICES FUND - DIRECT PLAN - GROWTH;Direct Plan;Growth;INF200KA1507;;50.0204;26-Aug-2026
133857;SBI Banking & Financial Services Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW);Direct Plan;IDCW;INF200KA1515;INF200KA1523;44.7107;26-Aug-2026
133858;SBI BANKING & FINANCIAL SERVICES FUND - REGULAR PLAN - GROWTH;Regular Plan;Growth;INF200KA1473;;44.3019;26-Aug-2026
133860;SBI Banking & Financial Services Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW);Regular Plan;IDCW;INF200KA1481;INF200KA1499;39.7853;26-Aug-2026
119705;SBI COMMA Fund - DIRECT PLAN - Growth;Direct Plan;Growth;INF200K01SB6;;129.5482;26-Aug-2026
119613;SBI Comma Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW);Direct Plan;IDCW;INF200K01RZ7;INF200K01SA8;73.7189;26-Aug-2026
103145;SBI COMMA Fund - REGULAR PLAN - Growth;Regular Plan;Growth;INF200K01339;;118.8748;26-Aug-2026
103146;SBI Comma Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW);Regular Plan;IDCW;INF200K01313;INF200K01321;67.4744;26-Aug-2026
120575;SBI CONSUMPTION OPPORTUNITIES FUND - DIRECT PLAN - GROWTH;Direct Plan;Growth;INF200K01RM5;;332.5956;26-Aug-2026
119730;SBI Consumption Opportunities Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW);Direct Plan;IDCW;INF200K01RK9;INF200K01RL7;234.1440;26-Aug-2026
120576;SBI CONSUMPTION OPPORTUNITIES FUND - REGULAR - GROWTH;Regular Plan;Growth;INF200K01VR6;;288.2021;26-Aug-2026
100645;SBI Consumption Opportunities Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW);Regular Plan;IDCW;INF200K01404;INF200K01412;173.5174;26-Aug-2026
152417;SBI Energy Opportunities Fund - Direct Plan - Growth;Direct Plan;Growth;INF200KB1126;;11.3158;26-Aug-2026
152420;SBI Energy Opportunities Fund - Direct Plan - Income Distribution Cum Capital Withdrawal Option;Direct Plan;IDCW;INF200KB1134;INF200KB1142;11.3156;26-Aug-2026
152418;SBI Energy Opportunities Fund - Regular Plan - Growth;Regular Plan;Growth;INF200KB1092;;11.0168;26-Aug-2026
152419;SBI Energy Opportunities Fund - Regular Plan - Income Distribution Cum Capital Withdrawal Option;Regular Plan;IDCW;INF200KB1100;INF200KB1118;11.0171;26-Aug-2026
146643;SBI Equity Minimum Variance Fund - Direct Plan - Growth;Direct Plan;Growth;INF200KA1A71;;24.4613;26-Aug-2026
146642;SBI Equity Minimum Variance Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW);Direct Plan;IDCW;INF200KA1A89;INF200KA1A97;24.4598;26-Aug-2026
146644;SBI Equity Minimum Variance Fund - Regular Plan - Growth;Regular Plan;Growth;INF200KA1A48;;23.8174;26-Aug-2026
146641;SBI Equity Minimum Variance Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW);Regular Plan;IDCW;INF200KA1A55;INF200KA1A63;23.8212;26-Aug-2026
119708;SBI ESG Exclusionary Strategy Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW);Direct Plan;IDCW;INF200K01SC4;INF200K01SD2;96.0542;26-Aug-2026
119709;SBI ESG Exclusionary Strategy Fund - Direct Plan -Growth;Direct Plan;Growth;INF200K01SE0;;267.5637;26-Aug-2026
104523;SBI ESG Exclusionary Strategy Fund - Regular Plan - Growth;Regular Plan;Growth;INF200K01214;;242.6217;26-Aug-2026
101295;SBI ESG Exclusionary Strategy Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW);Regular Plan;IDCW;INF200K01198;INF200K01206;75.8787;26-Aug-2026
119782;SBI Healthcare Opportunities Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW);Direct Plan;IDCW;INF200K01UN7;INF200K01UO5;418.2693;26-Aug-2026
119783;SBI HEALTHCARE OPPORTUNITIES FUND - DIRECT PLAN -GROWTH;Direct Plan;Growth;INF200K01UP2;;602.0252;26-Aug-2026
100644;SBI Healthcare Opportunities Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW);Regular Plan;IDCW;INF200K01453;INF200K01461;327.5274;26-Aug-2026
102823;SBI HEALTHCARE OPPORTUNITIES FUND - REGULAR PLAN -GROWTH;Regular Plan;Growth;INF200K01446;;519.9283;26-Aug-2026
119700;SBI INFRASTRUCTURE FUND -  DIRECT PLAN - GROWTH;Direct Plan;Growth;INF200K01RS2;;55.2621;26-Aug-2026
106096;SBI INFRASTRUCTURE FUND -  REGULAR PLAN - GROWTH;Regular Plan;Growth;INF200K01CT2;;50.6889;26-Aug-2026
119695;SBI Infrastructure Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW);Direct Plan;IDCW;INF200K01RQ6;INF200K01RR4;48.9077;26-Aug-2026
106095;SBI Infrastructure Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW);Regular Plan;IDCW;INF200K01CU0;INF200K01CV8;45.0919;26-Aug-2026
152776;SBI Innovative Opportunities Fund - Direct Plan - Growth;Direct Plan;Growth;INF200KB1324;;11.0684;26-Aug-2026
152777;SBI Innovative Opportunities Fund - Direct Plan - Income Distribution Cum Capital Withdrawal Option;Direct Plan;IDCW;INF200KB1332;INF200KB1340;11.0684;26-Aug-2026
152774;SBI Innovative Opportunities Fund - Regular Plan - Growth;Regular Plan;Growth;INF200KB1290;;10.8293;26-Aug-2026
152775;SBI Innovative Opportunities Fund - Regular Plan - Income Distribution Cum Capital Withdrawal Option;Regular Plan;IDCW;INF200KB1308;INF200KB1316;10.8298;26-Aug-2026
119710;SBI MNC Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW);Direct Plan;IDCW;INF200K01SL5;INF200K01SM3;165.4776;26-Aug-2026
119711;SBI MNC FUND - DIRECT PLAN -GROWTH;Direct Plan;Growth;INF200K01SN1;;463.5687;26-Aug-2026
103114;SBI MNC Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW);Regular Plan;IDCW;INF200K01255;INF200K01263;127.6034;26-Aug-2026
103034;SBI MNC FUND - REGULAR PLAN -GROWTH;Regular Plan;Growth;INF200K01271;;417.6977;26-Aug-2026
119732;SBI PSU Fund - DIRECT PLAN - GROWTH;Direct Plan;Growth;INF200K01UY4;;38.3037;26-Aug-2026
119733;SBI PSU Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW);Direct Plan;IDCW;INF200K01UW8;INF200K01UX6;38.2477;26-Aug-2026
112923;SBI PSU Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW);Regular Plan;IDCW;INF200K01BD8;INF200K01BE6;34.4001;26-Aug-2026
113099;SBI PSU Fund - REGULAR PLAN -Growth;Regular Plan;Growth;INF200K01BC0;;34.4041;26-Aug-2026
153154;SBI Quant Fund- Direct Plan- Growth;Direct Plan;Growth;INF200KB1506;;10.0278;26-Aug-2026
153151;SBI Quant Fund- Direct Plan- Income Distribution cum Capital Withdrawal Option (IDCW);Direct Plan;IDCW;INF200KB1514;INF200KB1522;10.0276;26-Aug-2026
153153;SBI Quant Fund- Regular Plan- Growth;Regular Plan;Growth;INF200KB1472;;9.8403;26-Aug-2026
153152;SBI Quant Fund- Regular Plan- Income Distribution Cum Capital Withdrawal Option (IDCW);Regular Plan;IDCW;INF200KB1480;INF200KB1498;9.8403;26-Aug-2026

Shriram Mutual Fund
153076;Shriram Multi Sector Rotation Fund - Direct Plan Growth Option;Direct Plan;Growth;INF680P01455;;8.3952;26-Aug-2026
153077;Shriram Multi Sector Rotation Fund - Regular Plan Growth Option;Regular Plan;Growth;INF680P01463;;8.1533;26-Aug-2026

Sundaram Mutual Fund
152677;Sundaram Business Cycle Fund Direct Plan Growth;Direct Plan;GROWTH;INF903JA1LQ6;;12.0746;26-Aug-2026
152676;Sundaram Business Cycle Fund Direct Plan IDCW Payout;Direct Plan;IDCW (Income Distribution CUM Capital Withdrawal);INF903JA1LR4;;12.0746;26-Aug-2026
152673;Sundaram Business Cycle Fund Direct Plan IDCW Reinvestment;Direct Plan;IDCW (Income Distribution CUM Capital Withdrawal);;INF903JA1LS2;12.0746;26-Aug-2026
152678;Sundaram Business Cycle Fund Regular Plan Growth;Regular Plan;GROWTH;INF903JA1LN3;;11.6747;26-Aug-2026
152674;Sundaram Business Cycle Fund Regular Plan IDCW Payout;Regular Plan;IDCW (Income Distribution CUM Capital Withdrawal);INF903JA1LO1;;11.6747;26-Aug-2026
152675;Sundaram Business Cycle Fund Regular Plan IDCW Reinvestment;Regular Plan;IDCW (Income Distribution CUM Capital Withdrawal);;INF903JA1LP8;11.6747;26-Aug-2026
119595;Sundaram Consumption Fund (Formerly Known as Sundaram Rural and Consumption Fund Direct Plan - Growth);Direct Plan;GROWTH;INF903J01NH5;;108.6262;26-Aug-2026
103743;Sundaram Consumption Fund (Formerly Known as Sundaram Rural and Consumption Fund Regular Plan - Income Distribution cum Capital Withdrawal (IDCW);Regular Plan;IDCW (Income Distribution CUM Capital Withdrawal);INF903J01546;INF903J01553;25.6441;26-Aug-2026
119594;Sundaram Consumption Fund (Formerly Known asSundaram Rural and Consumption Fund Direct Plan - Income Distribution cum Capital Withdrawal (IDCW);Direct Plan;IDCW (Income Distribution CUM Capital Withdrawal);INF903J01NF9;INF903J01NG7;28.8868;26-Aug-2026
102142;Sundaram Consumption Fund(Formerly Known as Sundaram Rural and Consumption Fund Regular Plan - Growth);Regular Plan;GROWTH;INF903J01561;;98.1184;26-Aug-2026
119597;Sundaram Financial Services Opportunities Fund Direct Plan - Growth;Direct Plan;GROWTH;INF903J01NB8;;126.6393;26-Aug-2026
119596;Sundaram Financial Services Opportunities Fund Direct Plan - Income Distribution cum Capital Withdrawal (IDCW);Direct Plan;IDCW (Income Distribution CUM Capital Withdrawal);INF903J01MZ9;INF903J01NA0;34.5345;26-Aug-2026
109059;Sundaram Financial Services Opportunities Fund Regular Plan - Growth;Regular Plan;GROWTH;INF903J01629;;110.6092;26-Aug-2026
109058;Sundaram Financial Services Opportunities Fund Regular Plan - Income Distribution cum Capital Withdrawal (IDCW);Regular Plan;IDCW (Income Distribution CUM Capital Withdrawal);INF903J01603;INF903J01611;29.6429;26-Aug-2026
129212;Sundaram Infrastructure Advantage Fund Direct Plan - Growth;Direct Plan;GROWTH;INF903J01F92;;109.4616;26-Aug-2026
129211;Sundaram Infrastructure Advantage Fund Direct Plan - Income Distribution cum Capital Withdrawal (IDCW);Direct Plan;IDCW (Income Distribution CUM Capital Withdrawal);INF903J01G00;INF903J01G18;63.0248;26-Aug-2026
129213;Sundaram Infrastructure Advantage Fund Regular Plan - Growth;Regular Plan;GROWTH;INF903J01F68;;101.7718;26-Aug-2026
129210;Sundaram Infrastructure Advantage Fund Regular Plan - Income Distribution cum Capital Withdrawal (IDCW);Regular Plan;IDCW (Income Distribution CUM Capital Withdrawal);INF903J01F76;INF903J01F84;58.2837;26-Aug-2026
153669;Sundaram Multi-Factor Fund - Direct - Growth;Direct Plan;GROWTH;INF903JA1LV6;;10.0512;26-Aug-2026
153670;Sundaram Multi-Factor Fund - Direct - IDCW Payout;Direct Plan;IDCW (Income Distribution CUM Capital Withdrawal);INF903JA1LU8;;10.0512;26-Aug-2026
153666;Sundaram Multi-Factor Fund - Direct - IDCW Reinvestment;Direct Plan;IDCW (Income Distribution CUM Capital Withdrawal);;INF903JA1LT0;10.0512;26-Aug-2026
153667;Sundaram Multi-Factor Fund - Regular - Growth;Regular Plan;GROWTH;INF903JA1LY0;;9.8766;26-Aug-2026
153671;Sundaram Multi-Factor Fund - Regular - IDCW Payout;Regular Plan;IDCW (Income Distribution CUM Capital Withdrawal);INF903JA1LX2;;9.8766;26-Aug-2026
153668;Sundaram Multi-Factor Fund - Regular - IDCW Reinvestment;Regular Plan;IDCW (Income Distribution CUM Capital Withdrawal);;INF903JA1LW4;9.8766;26-Aug-2026

Taurus Mutual Fund
118868;Taurus Banking & Financial Services Fund - Direct Plan - Growth;Direct Plan;Growth;INF044D01CN2;;60.36;26-Aug-2026
118869;Taurus Banking & Financial Services Fund - Direct Plan - Payout of Income Distribution cum Capital Withdrawal option;Direct Plan;Income Distribution cum Capital Withdrawal;INF044D01CO0;INF044D01CP7;59.67;26-Aug-2026
117312;Taurus Banking & Financial Services Fund - Regular Plan - Growth;Regular Plan;Growth;INF044D01BI4;;53.57;26-Aug-2026
117313;Taurus Banking & Financial Services Fund - Regular Plan - Payout of Income Distribution cum Capital Withdrawal option;Regular Plan;Income Distribution cum Capital Withdrawal;INF044D01BJ2;INF044D01BK0;47.96;26-Aug-2026
111903;Taurus Ethical Fund -  Regular Plan - Bonus Option;Regular Plan;Bonus;INF044D01823;;129.15;26-Aug-2026
118876;Taurus Ethical Fund - Direct Plan - Growth;Direct Plan;Growth;INF044D01CJ0;;147.82;26-Aug-2026
118877;Taurus Ethical Fund - Direct Plan - Payout of Income Distribution cum Capital Withdrawal option;Direct Plan;Income Distribution cum Capital Withdrawal;INF044D01CK8;INF044D01CL6;99.23;26-Aug-2026
111787;Taurus Ethical Fund - Regular Plan - Growth;Regular Plan;Growth;INF044D01864;;129.18;26-Aug-2026
111788;Taurus Ethical Fund - Regular Plan - Payout of Income Distribution cum Capital Withdrawal option;Regular Plan;Income Distribution cum Capital Withdrawal;INF044D01831;INF044D01849;87.32;26-Aug-2026
118878;Taurus Ethical Fund-Direct Plan-Bonus Option #;Direct Plan;Bonus;INF044D01CM4;;48.44;26-Aug-2026
118879;Taurus Infrastructure Fund - Direct Plan - Growth ;Direct Plan;Growth;INF044D01CD3;;68.60;26-Aug-2026
118880;Taurus Infrastructure Fund - Direct Plan - Payout of Income Distribution cum Capital Withdrawal option;Direct Plan;Income Distribution cum Capital Withdrawal;INF044D01CE1;INF044D01CF8;63.89;26-Aug-2026
105417;Taurus Infrastructure Fund - Regular Plan - Growth;Regular Plan;Growth;INF044D01906;;63.54;26-Aug-2026
105418;Taurus Infrastructure Fund - Regular Plan - Payout of Income Distribution cum Capital Withdrawal option;Regular Plan;Income Distribution cum Capital Withdrawal;INF044D01872;INF044D01880;59.68;26-Aug-2026

Union Mutual Fund
153109;Union Active Momentum Fund - Direct Plan - Growth Option;Direct Plan;Growth Option;INF582M01KG9;;10.16;26-Aug-2026
153110;Union Active Momentum Fund - Direct Plan - IDCW Option;Direct Plan;IDCW Option;INF582M01KH7;INF582M01KI5;10.16;26-Aug-2026
153111;Union Active Momentum Fund - Regular Plan - Growth Option;Regular Plan;Growth Option;INF582M01KC8;;9.93;26-Aug-2026
153112;Union Active Momentum Fund - Regular Plan - IDCW Option;Regular Plan;IDCW Option;INF582M01KD6;INF582M01KE4;9.93;26-Aug-2026
152409;Union Business Cycle Fund - Direct Plan - Growth Option;Direct Plan;Growth Option;INF582M01JQ0;;12.36;26-Aug-2026
152410;Union Business Cycle Fund - Direct Plan - IDCW Option;Direct Plan;IDCW Option;INF582M01JR8;INF582M01JS6;12.36;26-Aug-2026
152411;Union Business Cycle Fund - Regular Plan - Growth Option;Regular Plan;Growth Option;INF582M01JM9;;11.96;26-Aug-2026
152412;Union Business Cycle Fund - Regular Plan - IDCW Option;Regular Plan;IDCW Option;INF582M01JN7;INF582M01JO5;11.96;26-Aug-2026
154020;Union Consumption Fund - Direct Plan - Growth Option;Direct Plan;Growth Option;INF582M01MH3;;10.08;26-Aug-2026
154021;Union Consumption Fund - Direct Plan - IDCW Option;Direct Plan;IDCW Option;INF582M01MI1;INF582M01MJ9;10.08;26-Aug-2026
154022;Union Consumption Fund - Regular Plan - Growth Option;Regular Plan;Growth Option;INF582M01MD2;;9.99;26-Aug-2026
154023;Union Consumption Fund - Regular Plan - IDCW Option;Regular Plan;IDCW Option;INF582M01ME0;INF582M01MF7;9.99;26-Aug-2026
151905;Union Innovation & Opportunities Fund - Direct Plan - Growth Option;Direct Plan;Growth Option;INF582M01JE6;;16.98;26-Aug-2026
151904;Union Innovation & Opportunities Fund - Direct Plan - IDCW Option;Direct Plan;IDCW Option;INF582M01JF3;INF582M01JG1;16.98;26-Aug-2026
151903;Union Innovation & Opportunities Fund - Regular Plan - Growth Option;Regular Plan;Growth Option;INF582M01JA4;;16.26;26-Aug-2026
151906;Union Innovation & Opportunities Fund - Regular Plan - IDCW Option;Regular Plan;IDCW Option;INF582M01JB2;INF582M01JC0;16.26;26-Aug-2026

UTI Mutual Fund
120733;UTI Banking and Financial Services Fund - Direct Plan - Growth Option;Direct Plan;Growth;INF789F01SN3;;229.3884;26-Aug-2026
120732;UTI Banking and Financial Services Fund - Direct Plan - IDCW;Direct Plan;IDCW;INF789F01SL7;INF789F01SM5;89.7787;26-Aug-2026
102401;UTI Banking and Financial Services Fund - Regular Plan - Growth Option;Regular Plan;Growth;INF789F01372;;199.0039;26-Aug-2026
102402;UTI Banking and Financial Services Fund - Regular Plan - IDCW;Regular Plan;IDCW;INF789F01356;INF789F01364;77.4513;26-Aug-2026
120782;UTI Healthcare Fund - Direct Plan - Growth Option;Direct Plan;Growth;INF789F01TO9;;389.6244;26-Aug-2026
120783;UTI Healthcare Fund - Direct Plan - IDCW;Direct Plan;IDCW;INF789F01TM3;INF789F01TN1;301.1511;26-Aug-2026
100807;UTI Healthcare Fund - Regular Plan - Growth Option;Regular Plan;Growth;INF789F01695;;341.8858;26-Aug-2026
100806;UTI Healthcare Fund - Regular Plan - IDCW;Regular Plan;IDCW;INF789F01679;INF789F01687;264.23;26-Aug-2026
120729;UTI Infrastructure Fund - Direct Plan - IDCW;Direct Plan;IDCW;INF789F01TS0;INF789F01TT8;80.3103;26-Aug-2026
102396;UTI Infrastructure Fund - Regular Plan - IDCW;Regular Plan;IDCW;INF789F01737;INF789F01745;76.1197;26-Aug-2026
102395;UTI Infrastructure Fund-Growth Option;Regular Plan;Growth;INF789F01752;;145.6437;26-Aug-2026
120728;UTI Infrastructure Fund-Growth Option- Direct;Direct Plan;Growth;INF789F01TU6;;153.468;26-Aug-2026
120682;UTI - MNC Fund - Growth Option - Direct;Direct Plan;Growth;INF789F01UD0;;458.5683;26-Aug-2026
100740;UTI - MNC Fund - Regular Plan - Growth Option;Regular Plan;Growth;INF789F01844;;408.1702;26-Aug-2026
120681;UTI MNC Fund - Direct Plan - IDCW;Direct Plan;IDCW;INF789F01UB4;INF789F01UC2;237.8744;26-Aug-2026
100739;UTI MNC Fund - Regular Plan - IDCW;Regular Plan;IDCW;INF789F01828;INF789F01836;210.4463;26-Aug-2026

WhiteOak Capital Mutual Fund
152321;WhiteOak Capital Banking & Financial Services Fund - Direct Growth;Direct Plan;Growth Option;INF03VN01860;;13.826;26-Aug-2026
152322;WhiteOak Capital Banking & Financial Services Fund - Regular Growth;Regular Plan;Growth Option;INF03VN01852;;13.234;26-Aug-2026
154161;WhiteOak Capital Consumption Opportunities Fund Direct Plan Growth;Direct Plan;Growth Option;INF03VN01AD3;;10.597;26-Aug-2026
154162;WhiteOak Capital Consumption Opportunities Fund Regular Plan Growth;Regular Plan;Growth Option;INF03VN01AE1;;10.503;26-Aug-2026
152915;WhiteOak Capital Digital Bharat Fund Direct Plan Growth;Direct Plan;Growth Option;INF03VN01936;;10.723;26-Aug-2026
