Scheme Code;NAV Name;Plan;Option;ISIN Div Payout/ISIN Growth;ISIN Div Reinvestment;Net Asset Value;Date
147184;ITI Multi Cap Fund - Regular Plan - Growth Option;Regular Plan;Growth Option;INF00XX01135;;26.5560;26-Aug-2026
147185;ITI Multi Cap Fund - Regular Plan - IDCW Option;Regular Plan;IDCW Option;INF00XX01143;INF00XX01150;23.2292;26-Aug-2026

LIC Mutual Fund
150659;LIC MF Multi Cap Fund-Direct Plan-Growth;Direct Plan;Growth;INF767K01RK7;;20.0186;26-Aug-2026
150660;LIC MF Multi Cap Fund-Direct Plan-IDCW;Direct Plan;IDCW;INF767K01RL5;INF767K01RM3;20.0186;26-Aug-2026
150661;LIC MF Multi Cap Fund-Regular Plan-Growth;Regular Plan;Growth;INF767K01RH3;;18.8307;26-Aug-2026
150662;LIC MF Multi Cap Fund-Regular Plan-IDCW;Regular Plan;IDCW;INF767K01RI1;INF767K01RJ9;18.8307;26-Aug-2026

Motilal Oswal Mutual Fund
152650;Motilal Oswal Multi Cap Fund Regular Plan Growth;;;INF247L01CO2;;15.0280;26-Aug-2026
152649;Motilal Oswal Multi Cap Fund Regular Plan IDCW;;;INF247L01CJ2;INF247L01CK0;14.8023;26-Aug-2026
152651;Motilal Oswal Multi Cap Fund-Direct Plan Growth;;;INF247L01CL8;;15.4573;26-Aug-2026
152652;Motilal Oswal Multi Cap Fund-Direct Plan IDCW;;;INF247L01CM6;INF247L01CN4;15.2304;26-Aug-2026

Nippon India Mutual Fund
118652;NIPPON INDIA MULTI CAP FUND - DIRECT Plan - IDCW Option;Direct Plan;IDCW Option;INF204K01XD4;INF204K01XE2;87.5210;26-Aug-2026
118651;Nippon India Multi Cap Fund - Direct Plan Growth Plan - Bonus Option;Direct Plan;Bonus Option;INF204K01D55;;338.2449;26-Aug-2026
118650;Nippon India Multi Cap Fund - Direct Plan Growth Plan - Growth Option;Direct Plan;Growth Option;INF204K01XF9;;338.2449;26-Aug-2026
101163;NIPPON INDIA MULTI CAP FUND - IDCW Option;Regular Plan;IDCW Option;INF204K01455;INF204K01463;60.2179;26-Aug-2026
101162;Nippon India Multi Cap Fund-Growth Plan-Bonus Option;Regular Plan;Bonus Option;INF204K01471;;305.6883;26-Aug-2026
101161;Nippon India Multi Cap Fund-Growth Plan-Growth Option;Regular Plan;Growth Option;INF204K01489;;305.6883;26-Aug-2026

PGIM India Mutual Fund
152815;PGIM India Multi Cap Fund - Direct Plan - Growth Option;Direct Plan;Direct Growth;INF663L01Z03;;11.19;26-Aug-2026
152817;PGIM India Multi Cap Fund - Direct Plan - IDCW Option;Direct Plan;Direct IDCW;INF663L01Z11;INF663L01Z29;11.19;26-Aug-2026
152816;PGIM India Multi Cap Fund - Regular Plan - Growth Option;Regular Plan;Regular Growth;INF663L01Y87;;10.82;26-Aug-2026
152818;PGIM India Multi Cap Fund - Regular Plan - IDCW Option;Regular Plan;Regular IDCW;INF663L01Y95;INF663L01Z37;10.82;26-Aug-2026

quant Mutual Fund
100631;quant Multi Cap Fund-GROWTH OPTION - Regular Plan;Regular Plan;Growth Option;INF966L01234;;664.0944;26-Aug-2026
120823;quant Multi Cap Fund-GROWTH OPTION-Direct Plan;Direct Plan;Growth Option;INF966L01614;;732.8072;26-Aug-2026
120822;quant Multi Cap Fund-IDCW Option - Direct Plan;Direct Plan;IDCW Option;INF966L01598;INF966L01606;84.8656;26-Aug-2026
100630;quant Multi Cap Fund-IDCW Option - Regular Plan;Regular Plan;IDCW Option;INF966L01218;INF966L01226;75.9475;26-Aug-2026

Samco Mutual Fund
152847;Samco Multi Cap Fund - Direct Plan - Growth;Direct Plan;Growth;INF0K1H01198;;9.19;26-Aug-2026
152848;Samco Multi Cap Fund - Regular Plan - Growth;Regular Plan;Growth;INF0K1H01206;;8.93;26-Aug-2026

SBI Mutual Fund
149887;SBI Multicap Fund- Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW);Direct Plan;IDCW;INF200KA19E0;INF200KA10F6;18.3211;26-Aug-2026
149882;SBI Multicap Fund- Direct Plan- Growth option;Direct Plan;Growth;INF200KA18E2;;18.3210;26-Aug-2026
149886;SBI Multicap Fund- Regular Plan- Growth Option;Regular Plan;Growth;INF200KA15E8;;17.5961;26-Aug-2026
149883;SBI Multicap Fund- Regular Plan- Income Distribution cum Capital Withdrawal Option (IDCW);Regular Plan;IDCW;INF200KA16E6;INF200KA17E4;17.5990;26-Aug-2026

Sundaram Mutual Fund
149668;Sundaram Multi Cap Fund (Formerly Known as Principal Multi Cap Growth Fund) - Direct Plan - Income Distribution CUM Capital Withdrawal Option (IDCW);Direct Plan;IDCW (Income Distribution CUM Capital Withdrawal);INF173K01FN7;INF173K01FO5;89.8602;26-Aug-2026
149666;Sundaram Multi Cap Fund (Formerly Known as Principal Multi Cap Growth Fund)- Income Distribution CUM Capital Withdrawal Option (IDCW);Regular Plan;IDCW (Income Distribution CUM Capital Withdrawal);INF173K01957;INF173K01965;65.8275;26-Aug-2026
149669;Sundaram Multi Cap Fund (Formerly Known as Principal Multi Cap Growth Fund)-Direct Plan - Growth Option;Direct Plan;GROWTH;INF173K01FQ0;;452.9524;26-Aug-2026
149667;Sundaram Multi Cap Fund (Formerly Known as Principal Multi Cap Growth Fund)-Growth Option;Regular Plan;GROWTH;INF173K01940;;402.1539;26-Aug-2026

Trust Mutual Fund
153644;TRUSTMF MULTI CAP FUND -DIRECT PLAN-GROWTH;Direct Plan;Growth;INF0GCD01834;;12.27;26-Aug-2026
153645;TRUSTMF MULTI CAP FUND -REGULAR PLAN-GROWTH;Regular Plan;Growth;INF0GCD01842;;12.02;26-Aug-2026

Union Mutual Fund
150858;Union Multicap Fund - Direct Plan - Growth Option;Direct Plan;Growth Option;INF582M01IO7;;18.70;26-Aug-2026
150857;Union Multicap Fund - Direct Plan - IDCW Option;Direct Plan;IDCW Option;INF582M01IP4;INF582M01IQ2;18.70;26-Aug-2026
150855;Union Multicap Fund - Regular Plan - Growth Option;Regular Plan;Growth Option;INF582M01IS8;;17.84;26-Aug-2026
150856;Union Multicap Fund - Regular Plan - IDCW Option;Regular Plan;IDCW Option;INF582M01IT6;INF582M01IU4;17.84;26-Aug-2026

WhiteOak Capital Mutual Fund
152071;WhiteOak Capital Multi Cap Fund Direct Plan Growth;Direct Plan;Growth Option;INF03VN01803;;17.200;26-Aug-2026
152072;WhiteOak Capital Multi Cap Fund Regular Plan Growth;Regular Plan;Growth Option;INF03VN01795;;16.437;26-Aug-2026

Open Ended Schemes ( Equity Scheme - Large Cap Fund )


Axis Mutual Fund
120465;Axis Large Cap Fund - Direct Plan - Growth;Direct Plan;Growth Option;INF846K01DP8;;70.79;26-Aug-2026
120466;Axis Large Cap Fund - Direct Plan - IDCW;Direct Plan;IDCW Option;INF846K01DN3;INF846K01DO1;25.65;26-Aug-2026
112277;Axis Large Cap Fund - Regular Plan - Growth;Regular Plan;Growth Option;INF846K01164;;60.97;26-Aug-2026
112278;Axis Large Cap Fund - Regular Plan - IDCW;Regular Plan;IDCW Option;INF846K01172;INF846K01180;17.85;26-Aug-2026

Bajaj Finserv Mutual Fund
152783;BAJAJ FINSERV LARGE CAP FUND - DIRECT PLAN - GROWTH;Direct Plan;Growth;INF0QA701896;;10.562;26-Aug-2026
152781;BAJAJ FINSERV LARGE CAP FUND - DIRECT PLAN - IDCW;Direct Plan;IDCW;INF0QA701904;INF0QA701912;10.562;26-Aug-2026
152780;BAJAJ FINSERV LARGE CAP FUND - REGULAR PLAN - GROWTH;Regular Plan;Growth;INF0QA701862;;10.248;26-Aug-2026
152782;BAJAJ FINSERV LARGE CAP FUND - REGULAR PLAN - IDCW;Regular Plan;IDCW;INF0QA701870;INF0QA701888;10.248;26-Aug-2026

Bank of India Mutual Fund
148980;BANK OF INDIA Large Cap Fund Direct Plan Growth;Direct Plan;Growth;INF761K01FL3;;18.17;26-Aug-2026
148981;BANK OF INDIA Large Cap Fund Direct Plan IDCW;Direct Plan;IDCW;INF761K01FK5;INF761K01FM1;18.13;26-Aug-2026
148982;BANK OF INDIA Large Cap Fund Regular Plan Growth;Regular Plan;Growth;INF761K01FO7;;16.99;26-Aug-2026
148983;BANK OF INDIA Large Cap Fund Regular Plan IDCW;Regular Plan;IDCW;INF761K01FN9;INF761K01FP4;16.99;26-Aug-2026

Baroda BNP Paribas Mutual Fund
150187;BARODA BNP PARIBAS LARGE CAP Fund - Direct Plan - Growth Option;Direct Plan;Growth Option;INF251K01HN7;;263.0681;26-Aug-2026
150188;BARODA BNP PARIBAS LARGE CAP Fund - Direct Plan - IDCW Option;Direct Plan;IDCW Option;INF251K01HL1;INF251K01HM9;26.7315;26-Aug-2026
150186;BARODA BNP PARIBAS LARGE CAP Fund - Regular Plan - IDCW Option;Regular Plan;IDCW Option;INF251K01910;INF251K01902;21.9526;26-Aug-2026
150185;BARODA BNP PARIBAS LARGE CAP Fund- Regular Plan - Growth Option;Regular Plan;Growth Option;INF251K01894;;225.0284;26-Aug-2026

ICICI Prudential Mutual Fund
120585;ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund)  - Direct Plan - IDCW;Direct Plan;IDCW;INF109K014L5;INF109K015L2;61.11;26-Aug-2026
108466;ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund)  - Growth;Regular Plan;Growth;INF109K01BL4;;109.35;26-Aug-2026
108465;ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund)  - IDCW;Regular Plan;IDCW;INF109K01EP9;INF109K01BM2;29.48;26-Aug-2026
120586;ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth;Direct Plan;Growth;INF109K016L0;;120.79;26-Aug-2026

ITI Mutual Fund
148353;ITI Large Cap Fund - Direct Plan - Growth Option;Direct Plan;Growth Option;INF00XX01804;;19.6123;26-Aug-2026
148352;ITI Large Cap Fund - Direct Plan - IDCW Option;Direct Plan;IDCW Option;INF00XX01812;INF00XX01820;18.6135;26-Aug-2026
148351;ITI Large Cap Fund - Regular Plan - Growth Option;Regular Plan;Growth Option;INF00XX01770;;17.5112;26-Aug-2026
148354;ITI Large Cap Fund - Regular Plan - IDCW Option;Regular Plan;IDCW Option;INF00XX01788;INF00XX01796;16.5218;26-Aug-2026

Kotak Mahindra Mutual Fund
120152;Kotak Large Cap  Fund - Growth - Direct;Direct Plan;Growth;INF174K01KW6;;666.655;26-Aug-2026
114458;Kotak Large Cap Fund - Growth;Regular Plan;Growth;INF174K01153;;572.537;26-Aug-2026
120153;Kotak Large Cap Fund - Payout of Income Distribution cum capital withdrawal option - Direct;Direct Plan;Payout of Income Distribution cum capital withdrawal option;INF174K01KY2;INF174K01KX4;88.167;26-Aug-2026
114457;Kotak Large Cap Fund - Payout of Income Distribution cumcapital withdrawal option;Regular Plan;Payout of Income Distribution cum capital withdrawal option;INF174K01179;INF174K01161;73.905;26-Aug-2026

LIC Mutual Fund
120267;LIC MF Large Cap Fund-Direct Plan-Growth;Direct Plan;Growth;INF767K01EJ7;;62.7125;26-Aug-2026
120268;LIC MF Large Cap Fund-Direct Plan-IDCW;Direct Plan;IDCW;INF767K01EI9;INF767K01EK5;39.4899;26-Aug-2026
106871;LIC MF Large Cap Fund-Regular Plan-Growth;Regular Plan;Growth;INF767K01105;;54.5035;26-Aug-2026
100332;LIC MF Large Cap Fund-Regular Plan-IDCW;Regular Plan;IDCW;INF767K01097;INF767K01089;32.9167;26-Aug-2026

Motilal Oswal Mutual Fund
152354;Motilal Oswal Large Cap Direct Plan Growth;;;INF247L01CE3;;14.2554;26-Aug-2026
152351;Motilal Oswal Large Cap Direct Plan IDCW;;;INF247L01CF0;INF247L01CG8;12.8493;26-Aug-2026
152352;Motilal Oswal Large Cap Regular Plan Growth;;;INF247L01CB9;;13.8032;26-Aug-2026
152353;Motilal Oswal Large Cap Regular Plan IDCW;;;INF247L01CC7;INF247L01CD5;12.2947;26-Aug-2026

Nippon India Mutual Fund
106235;Nippon India Large Cap  Fund- Growth Plan -Growth Option;Regular Plan;Growth Option;INF204K01562;;90.3417;26-Aug-2026
118634;NIPPON INDIA LARGE CAP FUND - DIRECT Plan - IDCW Option;Direct Plan;IDCW Option;INF204K01XG7;INF204K01XH5;40.4401;26-Aug-2026
118633;Nippon India Large Cap Fund - Direct Plan Growth Plan - Bonus Option;Direct Plan;Bonus Option;INF204K01D30;;101.6749;26-Aug-2026
118632;Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option;Direct Plan;Growth Option;INF204K01XI3;;101.6749;26-Aug-2026
106236;NIPPON INDIA LARGE CAP FUND - IDCW Option;Regular Plan;IDCW Option;INF204K01539;INF204K01547;26.4130;26-Aug-2026
106240;Nippon India Large Cap Fund- Growth Plan Bonus Option;Regular Plan;Bonus Option;INF204K01554;;90.3417;26-Aug-2026

PGIM India Mutual Fund
138313;PGIM India Large Cap Fund - Direct Plan - Dividend;Direct Plan;Direct IDCW;INF663L01GS2;INF663L01GT0;26.77;26-Aug-2026
138312;PGIM India Large Cap Fund - Direct Plan - Growth;Direct Plan;Direct Growth;INF663L01GR4;;405.4;26-Aug-2026
138307;PGIM India Large Cap Fund - Dividend;Regular Plan;Regular IDCW;INF663L01GU8;INF663L01GV6;18.43;26-Aug-2026
138308;PGIM India Large Cap Fund - Growth;Regular Plan;Regular Growth;INF663L01GW4;;335.93;26-Aug-2026

PPFAS Mutual Fund
154155;Parag Parikh Large Cap Fund - Direct Plan - Growth;Direct Plan;Growth;INF879O01332;;9.7353;26-Aug-2026
154156;Parag Parikh Large Cap Fund - Direct Plan - IDCW;Direct Plan;Monthly IDCW Payout;;INF879O01357;9.7428;26-Aug-2026
154154;Parag Parikh Large Cap Fund - Regular Plan - Growth;Regular Plan;Growth;INF879O01365;;9.7141;26-Aug-2026
154153;Parag Parikh Large Cap Fund - Regular Plan - IDCW;Regular Plan;Monthly IDCW Payout;;INF879O01381;9.7140;26-Aug-2026

quant Mutual Fund
150440;quant Large Cap Fund - Growth Option - Direct Plan;Direct Plan;Growth Option;INF966L01AT0;;17.12;26-Aug-2026
150441;quant Large Cap Fund - Growth Option - Regular Plan;Regular Plan;Growth Option;INF966L01AW4;;16.0703;26-Aug-2026
150439;quant Large Cap Fund - IDCW Option - Direct Plan;Direct Plan;IDCW Option;INF966L01AU8;INF966L01AV6;17.1907;26-Aug-2026
150442;quant Large Cap Fund - IDCW Option - Regular Plan;Regular Plan;IDCW Option;INF966L01AX2;INF966L01AY0;15.9814;26-Aug-2026

Samco Mutual Fund
153239;Samco Large Cap Fund - Direct Plan - Growth Option;Direct Plan;Growth;INF0K1H01255;;9.24;26-Aug-2026
153238;Samco Large Cap Fund - Regular Plan - Growth Option;Regular Plan;Growth;INF0K1H01263;;9.03;26-Aug-2026

SBI Mutual Fund
119585;SBI Large Cap Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW);Direct Plan;IDCW;INF200K01QV8;INF200K01QW6;68.2315;26-Aug-2026
103616;SBI Large Cap Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW);Regular Plan;IDCW;INF200K01164;INF200K01172;53.5963;26-Aug-2026
119598;SBI Large Cap FUND-DIRECT PLAN -GROWTH;Direct Plan;Growth;INF200K01QX4;;105.1341;26-Aug-2026
103504;SBI Large Cap FUND-REGULAR PLAN GROWTH;Regular Plan;Growth;INF200K01180;;94.2130;26-Aug-2026

Sundaram Mutual Fund
148509;Sundaram Large Cap Fund (Formerly Known as Sundaram Blue Chip  Fund)  Direct Plan - Reinvestment of Income Distribution cum Capital Withdrawal (IDCW);Direct Plan;IDCW (Income Distribution CUM Capital Withdrawal);;INF903JA1JE6;16.6340;26-Aug-2026
148505;Sundaram Large Cap Fund (Formerly Known as Sundaram Blue Chip Fund)  Regular Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW);Regular Plan;IDCW (Income Distribution CUM Capital Withdrawal);INF903JA1JA4;;15.2571;26-Aug-2026
148508;Sundaram Large Cap Fund (Formerly Known as Sundaram Blue Chip Fund) Direct Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW);Direct Plan;IDCW (Income Distribution CUM Capital Withdrawal);INF903JA1JD8;;16.6340;26-Aug-2026
148506;Sundaram Large Cap Fund (Formerly Known as Sundaram Blue Chip Fund) Regular Plan - Reinvestment of Income Distribution cum Capital Withdrawal (IDCW);Regular Plan;IDCW (Income Distribution CUM Capital Withdrawal);;INF903JA1JB2;15.2571;26-Aug-2026
148507;Sundaram Large Cap Fund (Formerly Known as Sundaram Blue Chip Fund)Direct Plan - Growth;Direct Plan;GROWTH;INF903JA1JC0;;22.9099;26-Aug-2026
148504;Sundaram Large Cap Fund(Formerly Known as Sundaram Blue Chip Fund) Regular Plan - Growth;Regular Plan;GROWTH;INF903JA1IZ3;;21.0470;26-Aug-2026

Taurus Mutual Fund
118870;Taurus Large Cap Fund - Direct Plan - Growth;Direct Plan;Growth;INF044D01BX3;;180.85;26-Aug-2026
118871;Taurus Large Cap Fund - Direct Plan - Payout of Income Distribution cum Capital Withdrawal option;Direct Plan;Income Distribution cum Capital Withdrawal;INF044D01BY1;INF044D01BZ8;79.65;26-Aug-2026
101209;Taurus Large Cap Fund - Regular Plan - Growth;Regular Plan;Growth;INF044D01773;;170.56;26-Aug-2026
108403;Taurus Large Cap Fund - Regular Plan - Payout of Income Distribution cum Capital Withdrawal option;Regular Plan;Income Distribution cum Capital Withdrawal;INF044D01740;INF044D01757;74.71;26-Aug-2026

Union Mutual Fund
141248;Union Largecap Fund - Direct Plan - Growth Option;Direct Plan;Growth Option;INF582M01CU7;;25.15;26-Aug-2026
141249;Union Largecap Fund - Direct Plan - IDCW Option;Direct Plan;IDCW Option;INF582M01CV5;INF582M01CW3;25.15;26-Aug-2026
141247;Union Largecap Fund - Regular Plan - Growth Option;Regular Plan;Growth Option;INF582M01CQ5;;23.45;26-Aug-2026
141250;Union Largecap Fund - Regular Plan - IDCW Option;Regular Plan;IDCW Option;INF582M01CR3;INF582M01CS1;23.45;26-Aug-2026

UTI Mutual Fund
120656;UTI Large Cap Fund - Direct Plan - Growth Option;Direct Plan;Growth;INF789F01US8;;296.4737;26-Aug-2026
120657;UTI Large Cap Fund - Direct Plan - IDCW;Direct Plan;IDCW;INF789F01UQ2;INF789F01UR0;63.0133;26-Aug-2026
100651;UTI Large Cap Fund - Regular Plan - Growth Option;Regular Plan;Growth;INF789F01976;;268.0556;26-Aug-2026
100650;UTI Large Cap Fund - Regular Plan - IDCW;Regular Plan;IDCW;INF189A01038;INF789F01950;52.8213;26-Aug-2026

WhiteOak Capital Mutual Fund
150797;WhiteOak Capital Large Cap Fund Direct Plan Growth;Direct Plan;Growth Option;INF03VN01696;;16.106;26-Aug-2026
150798;WhiteOak Capital Large Cap Fund Direct Plan IDCW;Direct Plan;IDCW Option;INF03VN01704;INF03VN01712;16.106;26-Aug-2026
150799;WhiteOak Capital Large Cap Fund Regular Plan Growth;Regular Plan;Growth Option;INF03VN01662;;15.142;26-Aug-2026
150800;WhiteOak Capital Large Cap Fund Regular Plan IDCW;Regular Plan;IDCW Option;INF03VN01670;INF03VN01688;15.142;26-Aug-2026

Open Ended Schemes ( Equity Scheme - Large & Mid Cap Fund )


Abakkus Mutual Fund
154477;Abakkus Large & Mid Cap Fund - Direct  Plan - Growth;Direct Plan;Growth;INF2JJD01193;;10.0910;26-Aug-2026
154478;Abakkus Large & Mid Cap Fund - Regular Plan - Growth;Regular Plan;Growth;INF2JJD01201;;10.0810;26-Aug-2026

Bank of India Mutual Fund
119349;BANK OF INDIA Large & Mid Cap Fund Direct  Plan- Quarterly IDCW;Direct Plan;Quarterly IDCW;INF761K01678;INF761K01660;30.63;26-Aug-2026
119300;BANK OF INDIA Large & Mid Cap Fund Direct Plan- Bonus;Direct Plan;Bonus;INF761K01629;;56.96;26-Aug-2026
119350;BANK OF INDIA Large & Mid Cap Fund Direct Plan-Growth;Direct Plan;Growth;INF761K01652;;110.31;26-Aug-2026
119346;BANK OF INDIA Large & Mid Cap Fund Direct Plan-Regular IDCW;Direct Plan;IDCW;INF761K01645;INF761K01637;30.17;26-Aug-2026
110599;BANK OF INDIA Large & Mid Cap Fund Eco Plan- Growth;;Growth;INF761K01041;;104.88;26-Aug-2026
110601;BANK OF INDIA Large & Mid Cap Fund Eco Plan-Bonus;;Bonus;INF761K01017;;104.88;26-Aug-2026
110604;BANK OF INDIA Large & Mid Cap Fund Eco Plan-Quarterly IDCW;;Quarterly IDCW;INF761K01058;INF761K01066;29.59;26-Aug-2026
110608;BANK OF INDIA Large & Mid Cap Fund Eco Plan-Regular IDCW;;IDCW;INF761K01025;INF761K01033;29.37;26-Aug-2026
110603;BANK OF INDIA Large & Mid Cap Fund Regular Plan- Growth;Regular Plan;Growth;INF761K01108;;94.64;26-Aug-2026
110598;BANK OF INDIA Large & Mid Cap Fund Regular Plan- Quarterly IDCW;Regular Plan;Quarterly IDCW;INF761K01116;INF761K01124;34.47;26-Aug-2026
110607;BANK OF INDIA Large & Mid Cap Fund Regular Plan- Regular IDCW;Regular Plan;IDCW;INF761K01082;INF761K01090;28.25;26-Aug-2026
110606;BANK OF INDIA Large & Mid Cap Fund Regular Plan-Bonus;Regular Plan;Bonus;INF761K01074;;94.63;26-Aug-2026

Baroda BNP Paribas Mutual Fund
148474;Baroda BNP Paribas Large and Mid Cap Fund- Direct Plan -Growth Option;Direct Plan;Growth Option;INF955L01JU2;;30.6811;26-Aug-2026
148475;Baroda BNP Paribas Large and Mid Cap Fund-Direct Plan-IDCW Option;Direct Plan;IDCW Option;INF955L01JV0;INF955L01JW8;21.5150;26-Aug-2026
148471;Baroda BNP Paribas Large and Mid Cap Fund-Regular Plan-Growth Option;Regular Plan;Growth Option;INF955L01JR8;;28.1610;26-Aug-2026
148472;Baroda BNP Paribas Large and Mid Cap Fund-Regular plan-IDCW Option;Regular Plan;IDCW Option;INF955L01JS6;INF955L01JT4;18.5731;26-Aug-2026

ICICI Prudential Mutual Fund
120596;ICICI Prudential Large & Mid Cap Fund - Direct Plan - Growth;Direct Plan;Growth;INF109K011O5;;1207.18;26-Aug-2026
120597;ICICI Prudential Large & Mid Cap Fund - Direct Plan - IDCW;Direct Plan;IDCW;INF109K019N0;INF109K010O7;56.40;26-Aug-2026
100349;ICICI Prudential Large & Mid Cap Fund - Growth;Regular Plan;Growth;INF109K01431;;1070.59;26-Aug-2026
100348;ICICI Prudential Large & Mid Cap Fund - IDCW;Regular Plan;IDCW;INF109K01EQ7;INF109K01449;31.41;26-Aug-2026

ITI Mutual Fund
152821;ITI Large & Midcap Fund - Direct Plan - Growth;Direct Plan;Growth Option;INF00XX01DA4;;10.4118;26-Aug-2026
152823;ITI Large & Midcap Fund - Direct Plan - IDCW Option;Direct Plan;IDCW Option;INF00XX01DB2;INF00XX01DC0;10.4118;26-Aug-2026
152824;ITI Large & Midcap Fund - Regular Plan - Growth;Regular Plan;Growth Option;INF00XX01CX8;;10.0752;26-Aug-2026
152822;ITI Large & Midcap Fund - Regular Plan - IDCW Option;Regular Plan;IDCW Option;INF00XX01CY6;INF00XX01CZ3;10.0752;26-Aug-2026

LIC Mutual Fund
133710;LIC MF Large & Mid Cap Fund-Direct Plan-Growth;Direct Plan;Growth;INF767K01NE9;;46.6991;26-Aug-2026
133709;LIC MF Large & Mid Cap Fund-Direct Plan-IDCW;Direct Plan;IDCW;INF767K01ND1;INF767K01NF6;37.0498;26-Aug-2026
133711;LIC MF Large & Mid Cap Fund-Regular Plan-Growth;Regular Plan;Growth;INF767K01NB5;;40.0173;26-Aug-2026
133712;LIC MF Large & Mid Cap Fund-Regular Plan-IDCW;Regular Plan;IDCW;INF767K01NA7;INF767K01NC3;32.4001;26-Aug-2026

Motilal Oswal Mutual Fund
147704;Motilal Oswal Large and Midcap Fund - Direct Plan Growth;Direct Plan;Growth;INF247L01999;;41.4625;26-Aug-2026
147701;Motilal Oswal Large and Midcap Fund - Regular Plan Growth;Regular Plan;Growth;INF247L01965;;37.5979;26-Aug-2026
147706;Motilal Oswal Large and Midcap Fund Direct - IDCW Payout/Reinvestment;;;INF247L01AB3;INF247L01AA5;29.3053;26-Aug-2026
147703;Motilal Oswal Large and Midcap Fund Regular - IDCW Payout/Reinvestment;Regular Plan;Payout/Reinvestment;INF247L01981;INF247L01973;26.6932;26-Aug-2026

Navi Mutual Fund
