Scheme Code;NAV Name;Plan;Option;ISIN Div Payout/ISIN Growth;ISIN Div Reinvestment;Net Asset Value;Date

Open Ended Schemes ( Debt Scheme - Overnight Fund )


Bank of India Mutual Fund
138298;PGIM India Liquid Fund - Direct Plan - Monthly Dividend;Direct Plan;Direct IDCW;INF223J01NT3;INF223J01NU1;116.286;22-Aug-2026
138301;PGIM India Liquid Fund - Direct Plan - Weekly Dividend;Direct Plan;Direct IDCW;INF223J01NV9;INF223J01NW7;100.5208;22-Aug-2026
138288;PGIM India Liquid Fund - Growth;Regular Plan;Regular Growth;INF223J01BP6;;364.5601;22-Aug-2026
138287;PGIM India Liquid Fund - Monthly Dividend;Regular Plan;Regular IDCW;INF223J01BL5;;116.6996;22-Aug-2026
138289;PGIM India Liquid Fund - Weekly Dividend;Regular Plan;Regular IDCW;INF223J01BU6;;100.5204;22-Aug-2026

PPFAS Mutual Fund
143263;Parag Parikh Liquid Fund- Direct Plan- Daily Reinvestment of IDCW;Direct Plan;Daily Reinvestment of IDCW;;INF879O01118;1000.5405;22-Aug-2026
143269;Parag Parikh Liquid Fund- Direct Plan- Growth;Direct Plan;Growth;INF879O01068;;1564.9858;22-Aug-2026
143262;Parag Parikh Liquid Fund- Direct Plan- Monthly IDCW;Direct Plan;Monthly IDCW Payout;INF879O01076;INF879O01084;1007.5774;22-Aug-2026
143265;Parag Parikh Liquid Fund- Direct Plan- Weekly Reinvestment of IDCW;Direct Plan;Weekly Reinvestment of IDCW;;INF879O01134;1001.7883;22-Aug-2026
143264;Parag Parikh Liquid Fund- Regular Plan- Daily Reinvestment of IDCW;Regular Plan;Daily Reinvestment of IDCW;;INF879O01126;1000.5404;22-Aug-2026
143260;Parag Parikh Liquid Fund- Regular Plan- Growth;Regular Plan;Growth;INF879O01035;;1552.0023;22-Aug-2026
143261;Parag Parikh Liquid Fund- Regular Plan- Monthly IDCW;Regular Plan;Monthly IDCW Payout;INF879O01043;INF879O01050;1007.5100;22-Aug-2026
143266;Parag Parikh Liquid Fund- Regular Plan- Weekly Reinvestment of IDCW;Regular Plan;Weekly Reinvestment of IDCW;;INF879O01142;1001.7753;22-Aug-2026

Quantum Mutual Fund
103736;Quantum Liquid Fund - Direct Plan Daily IDCW;Direct Plan;Daily IDCW;;INF082J01135;10.0120;22-Aug-2026
103734;Quantum Liquid Fund - Direct Plan Growth Option;Direct Plan;Growth Option;INF082J01127;;37.6055;22-Aug-2026
103735;Quantum Liquid Fund - Direct Plan Monthly IDCW;Direct Plan;Monthly IDCW;INF082J01143;INF082J01200;10.0596;22-Aug-2026
141065;Quantum Liquid Fund - Regular Plan Daily IDCW;Regular Plan;Daily IDCW;;INF082J01317;10.0002;22-Aug-2026
141066;Quantum Liquid Fund - Regular Plan Growth Option;Regular Plan;Growth Option;INF082J01309;;37.2958;22-Aug-2026
141067;Quantum Liquid Fund - Regular Plan Monthly IDCW;Regular Plan;Monthly IDCW;INF082J01325;INF082J01333;10.0559;22-Aug-2026
152299;Quantum Liquid Fund - Unclaimed IDCW Plan Above 3 years;;;;;10.0000;22-Aug-2026
152298;Quantum Liquid Fund - Unclaimed IDCW Plan Below 3 years;;;;;11.8236;22-Aug-2026
152301;Quantum Liquid Fund - Unclaimed Redemption Plan Above 3 years;;;;;10.0000;22-Aug-2026
152300;Quantum Liquid Fund - Unclaimed Redemption Plan Below 3 years;;;;;11.3487;22-Aug-2026

Shriram Mutual Fund
153035;Shriram Liquid Fund - Direct Plan Growth Option;Direct Plan;Growth;INF680P01430;;1117.4919;22-Aug-2026
153036;Shriram Liquid Fund - Regular Plan Growth Option;Regular Plan;Growth;INF680P01448;;1114.7146;22-Aug-2026
153282;Shriram Unclaimed IDCW Liquid Fund;Direct Plan;;;;1090.2326;22-Aug-2026
153283;Shriram Unclaimed IDCW Stable Scheme Liquid Fund;Direct Plan;;;;1000;22-Aug-2026
153280;Shriram Unclaimed Redemption Liquid Fund;Direct Plan;;;;1102.5032;22-Aug-2026
153281;Shriram Unclaimed Redemption Stable Scheme Liquid Fund;Direct Plan;;;;1000;22-Aug-2026

Trust Mutual Fund
148842;TRUSTMF Liquid Fund-Direct Plan-Daily Income Distribution cum Capital Withdrawal;Direct Plan;Daily Income Distribution cum Capital Withdrawal;;INF0GCD01263;1292.8187;22-Aug-2026
148841;TRUSTMF Liquid Fund-Direct Plan-Growth;Direct Plan;Growth;INF0GCD01255;;1369.7600;22-Aug-2026
148839;TRUSTMF Liquid Fund-Direct Plan-Monthly Income Distribution cum Capital Withdrawal;Direct Plan;Monthly Income Distribution cum Capital Withdrawal;INF0GCD01305;INF0GCD01297;1221.9354;22-Aug-2026
148837;TRUSTMF Liquid Fund-Direct Plan-Weekly Income Distribution cum Capital Withdrawal;Direct Plan;Weekly Income Distribution cum Capital Withdrawal;INF0GCD01271;INF0GCD01289;1248.5345;22-Aug-2026
148834;TRUSTMF Liquid Fund-Regular Plan-Daily Income Distribution cum Capital Withdrawal;Regular Plan;Daily Income Distribution cum Capital Withdrawal;;INF0GCD01206;1220.1592;22-Aug-2026
148833;TRUSTMF Liquid Fund-Regular Plan-Growth;Regular Plan;Growth;INF0GCD01198;;1358.7413;22-Aug-2026
148843;TRUSTMF Liquid Fund-Regular Plan-Monthly Income Distribution cum Capital Withdrawal;Regular Plan;Monthly Income Distribution cum Capital Withdrawal;INF0GCD01248;INF0GCD01230;1212.0901;22-Aug-2026
148836;TRUSTMF Liquid Fund-Regular Plan-Weekly Income Distribution cum Capital Withdrawal;Regular Plan;Weekly Income Distribution cum Capital Withdrawal;INF0GCD01214;INF0GCD01222;1195.2225;22-Aug-2026

Open Ended Schemes ( Other Scheme - Other  ETFs )


Edelweiss Mutual Fund
153920;Edelweiss Nifty 1D Rate Liquid ETF - Growth;;;INF754K01VW2;;1044.6315;22-Aug-2026

Shriram Mutual Fund
152741;Shriram Nifty 1D Rate Liquid ETF - Growth;Direct Plan;Growth;INF680P01422;;1118.3171;22-Aug-2026

Open Ended Schemes ( Income/Debt Oriented Schemes - Overnight Fund )


Choice Mutual Fund
154416;Choice Overnight Fund - Daily IDCW Option - Direct Plan;Direct Plan;Daily IDCW;;INF2KCX01061;100.1000;22-Aug-2026
154414;Choice Overnight Fund - Daily IDCW Option - Regular Plan;Regular Plan;Daily IDCW;;INF2KCX01079;100.1000;22-Aug-2026
154413;Choice Overnight Fund - Growth Option - Direct Plan;Direct Plan;Growth;INF2KCX01087;;100.6919;22-Aug-2026
154415;Choice Overnight Fund - Growth Option - Regular Plan;Regular Plan;Growth;INF2KCX01095;;100.6773;22-Aug-2026
154624;Choice Overnight Fund -Direct -Unclaimed Less than 3 years Redemption Plan;Direct Plan;Unclaimed Less than 3 years Redemption;;;100.1372;22-Aug-2026

Helios Mutual Fund
152151;Helios Overnight Fund - Direct Plan - Daily IDCW Option;Direct Plan;Daily IDCW;INF0R8701087;;1000.1350;22-Aug-2026
152152;Helios Overnight Fund - Direct Plan - Growth Option;Direct Plan;Growth;INF0R8701079;;1178.2109;22-Aug-2026
152154;Helios Overnight Fund - Regular Plan - Daily IDCW Option;Regular Plan;Daily IDCW;INF0R8701103;;1000.1338;22-Aug-2026
152153;Helios Overnight Fund - Regular Plan - Growth Option;Regular Plan;Growth;INF0R8701095;;1176.5604;22-Aug-2026

HSBC Mutual Fund
147291;HSBC Overnight Fund - Direct Daily IDCW;Direct Plan;Daily IDCW;;INF336L01OG4;1000.1474;22-Aug-2026
147287;HSBC Overnight Fund - Direct Growth;Direct Plan;Growth;INF336L01OF6;;1438.1307;22-Aug-2026
147300;HSBC Overnight Fund - Direct Monthly IDCW;Direct Plan;Monthly IDCW;INF336L01OK6;INF336L01OI0;1003.6056;22-Aug-2026
147296;HSBC Overnight Fund - Direct Weekly IDCW;Direct Plan;Weekly IDCW;INF336L01OJ8;INF336L01OH2;1000.5763;22-Aug-2026
147289;HSBC Overnight Fund - Regular Daily IDCW;Regular Plan;Daily IDCW;;INF336L01OM2;1000.1512;22-Aug-2026
147290;HSBC Overnight Fund - Regular Growth;Regular Plan;Growth;INF336L01OL4;;1425.6702;22-Aug-2026
147301;HSBC Overnight Fund - Regular Monthly IDCW;Regular Plan;Monthly IDCW;INF336L01OQ3;INF336L01OO8;1003.548;22-Aug-2026
147288;HSBC Overnight Fund - Regular Weekly IDCW;Regular Plan;Weekly IDCW;INF336L01OP5;INF336L01ON0;1000.5836;22-Aug-2026
150501;HSBC Overnight Fund - Unclaimed IDCW Above three years;;;;;1000;22-Aug-2026
150499;HSBC Overnight Fund - Unclaimed IDCW Below three years;Regular Plan;Unclaimed IDCW Below three years;;;1276.3294;22-Aug-2026
150500;HSBC Overnight Fund - Unclaimed Redemption above three years;;;;;1000;22-Aug-2026
150502;HSBC Overnight Fund - Unclaimed Redemption Below three years;;;;;1276.3493;22-Aug-2026

NJ Mutual Fund
150369;NJ Overnight Fund - Direct Plan - Growth Option;Direct Plan;Growth Option;INF0J8L01081;;1271.6598;22-Aug-2026
150368;NJ Overnight Fund - Regular Plan - Growth Option;Regular Plan;Growth Option;INF0J8L01073;;1266.5052;22-Aug-2026
152116;NJ Overnight Fund - Unclaimed Redemption Plan - Upto 3 Years;;Unclaimed Redemption Plan - Upto 3 Years;;;1104.6123;22-Aug-2026

Open Ended Schemes ( Income/Debt Oriented Schemes - Liquid Fund )


HSBC Mutual Fund
120038;HSBC Liquid Fund -  Growth Direct;Regular Plan;Direct;INF336L01CC8;;2819.8313;22-Aug-2026
120037;HSBC Liquid Fund - Direct Daily IDCW;Direct Plan;Daily IDCW;;INF336L01CB0;1001.7413;22-Aug-2026
120039;HSBC Liquid Fund - Direct Monthly IDCW;Direct Plan;Monthly IDCW;INF336L01BZ1;INF336L01CA2;1042.5082;22-Aug-2026
120040;HSBC Liquid Fund - Direct Weekly IDCW;Direct Plan;Weekly IDCW;INF336L01LK2;INF336L01CD6;1195.8405;22-Aug-2026
118907;HSBC Liquid Fund - Growth;Regular Plan;Growth;INF336L01BL1;;4026.6358;22-Aug-2026
118906;HSBC Liquid Fund - IDCW;Regular Plan;IDCW;;INF336L01BK3;1019.4656;22-Aug-2026
118909;HSBC Liquid Fund - Institutional Daily IDCW;Regular Plan;Institutional Daily IDCW;;INF336L01BS6;1563.08;22-Aug-2026
118901;HSBC Liquid Fund - Regular Daily IDCW;Regular Plan;Daily IDCW;;INF336L01BM9;1001.5416;22-Aug-2026
118902;HSBC Liquid Fund - Regular Growth;Regular Plan;Growth;INF336L01BN7;;2790.8399;22-Aug-2026
118903;HSBC Liquid Fund - Regular Monthly IDCW;Regular Plan;Monthly IDCW;INF336L01BP2;INF336L01BO5;1006.6975;22-Aug-2026
118904;HSBC Liquid Fund - Regular Weekly IDCW;Regular Plan;Weekly IDCW;INF336L01LJ4;INF336L01BQ0;1108.0898;22-Aug-2026
118908;HSBC Liquid Fund - Weekly IDCW;Regular Plan;Weekly IDCW;;INF336L01BR8;1001.8686;22-Aug-2026

UTI Mutual Fund
134427;UTI Liquid Fund - Direct Plan - Annual IDCW;Direct Plan;Annual IDCW;INF789F1AE45;INF789F1AE52;204.0893;22-Aug-2026
120558;UTI Liquid Fund - Direct Plan - Daily IDCW (Reinvestment);Direct Plan;Daily IDCW (Reinvestment);;INF789F1AD38;106.5304;22-Aug-2026
141768;UTI Liquid Fund - Direct Plan - Flexi IDCW;Direct Plan;Flexi IDCW;INF789F1AE60;INF789F1AE78;168.0972;22-Aug-2026
140913;UTI Liquid Fund - Direct Plan - Fortnightly IDCW;Direct Plan;Fortnightly IDCW;INF789F1AD87;INF789F1AD95;115.6972;22-Aug-2026
120304;UTI Liquid Fund - Direct Plan - Growth Option;Direct Plan;Growth;INF789F1AD46;;464.0638;22-Aug-2026
140504;UTI Liquid Fund - Direct Plan - Half-Yearly IDCW;Direct Plan;Half-Yearly IDCW;INF789F1AE29;INF789F1AE37;159.4204;22-Aug-2026
120794;UTI Liquid Fund - Direct Plan - Monthly IDCW;Direct Plan;Monthly IDCW;INF789F1AD53;INF789F1AD61;104.6994;22-Aug-2026
140024;UTI Liquid Fund - Direct Plan - Quarterly IDCW;Direct Plan;Quarterly IDCW;INF789F1AE03;INF789F1AE11;192.7484;22-Aug-2026
120777;UTI Liquid Fund - Direct Plan - Weekly IDCW;Direct Plan;Weekly IDCW;;INF789F1AD79;105.8764;22-Aug-2026
102008;UTI Liquid Fund - Discontinued - Regular Plan - Monthly Dividend Option;Regular Plan;Discontinued Monthly Dividend;INF789F1AG27;INF789F1AG35;106.7007;22-Aug-2026
102009;UTI Liquid Fund - Discontinued - Regular Plan -Growth;Regular Plan;Discontinued Growth;INF789F1AF44;;416.8617;22-Aug-2026
102007;UTI Liquid Fund - Discontinued -Regular Plan Periodic Dividend Option;Regular Plan;Discontinued Periodic Dividend;INF789F1AE86;INF789F1AE94;113.5184;22-Aug-2026
133973;UTI Liquid Fund - Regular Plan - Annual IDCW;Regular Plan;Annual IDCW;INF789F1AD12;INF789F1AD20;202.5603;22-Aug-2026
102010;UTI Liquid Fund - Regular Plan - Daily IDCW (Reinvestment);Regular Plan;Daily IDCW (Reinvestment);;INF789F1AF77;120.9248;22-Aug-2026
140517;UTI Liquid Fund - Regular Plan - Flexi IDCW;Regular Plan;Flexi IDCW;INF789F1AF02;INF789F1AF10;166.9457;22-Aug-2026
139838;UTI Liquid Fund - Regular Plan - Fortnightly IDCW;Regular Plan;Fortnightly IDCW;INF789F1AF28;INF789F1AF36;115.6111;22-Aug-2026
102012;UTI Liquid Fund - Regular Plan - Growth Option;Regular Plan;Growth;INF789F1AF85;;459.3821;22-Aug-2026
144475;UTI Liquid Fund - Regular Plan - Half-Yearly IDCW;Regular Plan;Half-Yearly IDCW;INF789F1AF51;INF789F1AF69;141.098;22-Aug-2026
102011;UTI Liquid Fund - Regular Plan - Monthly IDCW;Regular Plan;Monthly IDCW;INF789F1AF93;INF789F1AG01;112.8027;22-Aug-2026
135721;UTI Liquid Fund - Regular Plan - Quarterly IDCW;Regular Plan;Quarterly IDCW;INF789F1AG43;INF789F1AG50;191.2619;22-Aug-2026
102013;UTI Liquid Fund - Regular Plan - Weekly IDCW;Regular Plan;Weekly IDCW;;INF789F1AG19;105.3309;22-Aug-2026

Open Ended Schemes ( Exchange Traded Funds (ETFs) - Debt ETF )


UTI Mutual Fund
154466;UTI Nifty 1D Rate Liquid ETF - Growth;Direct Plan;Growth;INF789F1AG68;;1005.1646;22-Aug-2026
